case:concept:name	cluster_label
2015_TRT22	0.9167
2162_TRT22	0.9167
2169_TRT22	0.9167
2199_TRT22	0.9167
2210_TRT22	0.9167
292_TRT22	0.9167
320_TRT22	0.9167
337_TRT22	0.9167
417_TRT22	0.9167
455_TRT22	0.9167
535_TRT22	0.9167
552_TRT22	0.9167
614_TRT22	0.9167
717_TRT22	0.9167
825_TRT22	0.9167
855_TRT22	0.9167
867_TRT22	0.9167
873_TRT22	0.9167
1081_TRT22	0.9167
12323_TRT22	0.9167
12327_TRT22	0.9167
12666_TRT22	0.9167
12917_TRT22	0.9167
12933_TRT22	0.9167
13266_TRT22	0.9167
13688_TRT22	0.9167
1894_TRT22	0.9167
2050_TRT22	0.9167
2291_TRT22	0.9167
1010_TRT22	0.9167
1069_TRT22	0.9167
1104_TRT22	0.9167
1139_TRT22	0.9167
1148_TRT22	0.9167
1170_TRT22	0.9167
1184_TRT22	0.9167
1200_TRT22	0.9167
1213_TRT22	0.9167
1214_TRT22	0.9167
1224_TRT22	0.9167
1227_TRT22	0.9167
1228_TRT22	0.9167
12312_TRT22	0.9167
12324_TRT22	0.9167
12332_TRT22	0.9167
12340_TRT22	0.9167
12341_TRT22	0.9167
12344_TRT22	0.9167
12348_TRT22	0.9167
12360_TRT22	0.9167
12374_TRT22	0.9167
12379_TRT22	0.9167
12381_TRT22	0.9167
12387_TRT22	0.9167
12426_TRT22	0.9167
12439_TRT22	0.9167
12448_TRT22	0.9167
1246_TRT22	0.9167
1247_TRT22	0.9167
12490_TRT22	0.9167
12497_TRT22	0.9167
12510_TRT22	0.9167
12541_TRT22	0.9167
12542_TRT22	0.9167
12545_TRT22	0.9167
12553_TRT22	0.9167
12574_TRT22	0.9167
12592_TRT22	0.9167
12600_TRT22	0.9167
12609_TRT22	0.9167
12616_TRT22	0.9167
12620_TRT22	0.9167
12625_TRT22	0.9167
12629_TRT22	0.9167
12633_TRT22	0.9167
12649_TRT22	0.9167
12670_TRT22	0.9167
12685_TRT22	0.9167
