best_fit: 0.2567

best_ARI: 0.2964902073733548

best_complex: 1062.804682051282

best_n_clusters: 49

best_df_distrib_1step:        P1  P2  P3
index            
0       0   4   0
1       0   0  24
2       2   0   0
3       1   0   0
4       0   0  12
5       2  12   0
6      12   0   0
7       1   0   0
8       1   0   0
9       1   0   0
10      3   0   0
11      0   1   0
12      1   0   0
13      5   0   0
14      1   0   0
15      3   0   0
16      0   4   0
17      1   0   0
18      1   0   0
19      3   0   0
20      1   0   0
21      1   0   0
22      1   0   0
23      0   4   0
24      0   3   0
25      4   0   0
26      0   1   0
27      1   5   0
28      1   0   0
29      1   0   0
30      3   0   0
31      3   0   0
32      0   7   0
33      0  11   0
34      1   0   0
35      3   0   0
36      2   0   0
37      0   1   0
38      5   0   0
39      6   0   0
40      2   0   0
41      1   0   0
42      2   0   0
43      0   0   6
44      1   0   0
45      3   0   0
46      0   0  15
47      0   4   0
48      0   1   0

best_ngram_1step: 1

best_min_percent_1step: 0

best_max_percent_1step: 1

best_df_distrib_2step:    P2  P3  P1
0  58  57  15
1   0   0  51
2   0   0  14

