case:concept:name	cluster_label
1073_TRT15	0.4706
1073_TRT20	0.5882
1073_TRT21	0.5882
1073_TRT22	0.7059
10742_TRT18	0.5882
10744_TRT18	0.5882
10745_TRT18	0.5882
10746_TRT18	0.5882
10747_TRT18	0.5882
10749_TRT18	0.5882
1074_TRT15	0.2941
1074_TRT20	0.5882
10755_TRT18	0.5882
10757_TRT18	0.5882
1075_TRT12	0.8824
1075_TRT20	0.5882
10761_TRT18	0.2353
10767_TRT18	0.0
1076_TRT15	0.2941
1076_TRT20	0.5882
1076_TRT4	0.7647
10773_TRT18	0.5882
10774_TRT18	0.5882
10776_TRT18	0.5882
10779_TRT18	0.5882
1077_TRT12	0.8824
1077_TRT20	0.5882
1077_TRT21	0.5882
1077_TRT4	0.7647
1077_TRT8	0.5882
10780_TRT18	0.2353
10784_TRT18	0.1176
10785_TRT18	0.2353
10787_TRT18	0.5882
1078_TRT12	0.8824
1078_TRT15	0.2941
1078_TRT20	0.5882
1078_TRT21	0.5882
10791_TRT18	0.2353
10793_TRT18	0.4706
10795_TRT18	0.2353
1079_TRT11	0.1765
1079_TRT12	0.8824
1079_TRT20	0.5882
1079_TRT21	0.8235
1079_TRT8	0.5882
107_TRT20	0.5882
10809_TRT18	0.0588
1080_TRT11	0.4706
1080_TRT15	0.1765
1080_TRT20	0.5882
1080_TRT21	0.8235
1080_TRT4	0.7647
1080_TRT8	0.5882
10819_TRT18	0.0588
1081_TRT11	0.4706
1081_TRT12	0.8824
1081_TRT15	0.0
1081_TRT20	0.5882
1081_TRT21	0.8235
1081_TRT22	0.7059
1081_TRT8	0.5882
10820_TRT18	0.0588
10822_TRT18	0.5882
10828_TRT18	0.5882
1082_TRT20	0.5882
10830_TRT18	0.2353
10832_TRT18	0.1765
10835_TRT18	0.2353
10838_TRT18	1.0
1083_TRT11	0.4706
1083_TRT12	0.6471
1083_TRT15	0.0
1083_TRT20	0.5882
1083_TRT8	0.5882
10843_TRT18	1.0
10844_TRT18	0.5882
10845_TRT18	0.2353
10846_TRT18	0.2353
10847_TRT18	0.5882
1084_TRT12	0.8824
1084_TRT15	0.0
1084_TRT20	0.5882
1084_TRT21	0.5882
1084_TRT7	0.1176
10855_TRT18	0.1176
10857_TRT18	0.5882
10857_TRT6	0.2353
10858_TRT18	0.5882
10859_TRT18	0.5882
1085_TRT12	0.7059
1085_TRT20	0.5882
1085_TRT21	0.5882
1085_TRT22	0.7059
1086_TRT14	0.2941
1086_TRT15	0.2941
1086_TRT18	0.1176
1086_TRT21	0.5882
10871_TRT18	0.2353
10878_TRT18	0.2353
1087_TRT11	0.4706
1087_TRT15	0.0
1087_TRT18	0.1176
1087_TRT20	0.5882
1087_TRT21	0.8235
10889_TRT18	0.5882
1088_TRT11	0.2941
1088_TRT21	0.8235
10891_TRT18	0.5882
10894_TRT18	0.5882
10895_TRT18	1.0
10896_TRT18	0.7059
10897_TRT18	1.0
1089_TRT11	0.5882
1089_TRT15	0.1765
1089_TRT20	0.5882
1089_TRT21	0.5882
1089_TRT4	0.7647
108_TRT11	0.4706
108_TRT20	0.5882
108_TRT6	0.2941
10900_TRT18	0.5882
10901_TRT18	1.0
10903_TRT18	1.0
10904_TRT18	1.0
10905_TRT18	1.0
10906_TRT18	1.0
1090_TRT11	0.0588
1090_TRT15	0.3529
1090_TRT20	0.5882
10910_TRT18	1.0
10913_TRT18	0.1176
10914_TRT18	0.2353
10919_TRT18	1.0
1091_TRT11	0.5882
1091_TRT15	0.3529
1091_TRT20	0.5882
1091_TRT21	0.5882
1091_TRT8	0.7059
10920_TRT18	1.0
10921_TRT18	1.0
10922_TRT18	1.0
10923_TRT18	1.0
10924_TRT18	1.0
1092_TRT20	0.5882
1093_TRT12	0.7059
1093_TRT15	0.2941
1093_TRT21	0.5882
1093_TRT22	0.7059
1093_TRT8	0.7059
10942_TRT18	0.2353
10943_TRT18	0.1765
10945_TRT18	0.5882
10947_TRT18	0.4706
1094_TRT10	0.3529
1094_TRT11	0.2941
1094_TRT12	0.7059
1094_TRT15	0.2941
1094_TRT22	0.1176
1094_TRT4	0.7647
1094_TRT8	0.7059
1094_TRT9	0.4118
10950_TRT18	0.2353
10951_TRT18	0.1176
10958_TRT18	0.5882
10959_TRT18	0.5882
1095_TRT10	0.1765
1095_TRT15	0.3529
1095_TRT21	0.5882
1095_TRT8	0.5882
10961_TRT18	0.5882
10962_TRT18	0.1176
10962_TRT6	0.2941
10964_TRT18	0.0588
10965_TRT18	0.5882
10966_TRT18	1.0
10969_TRT18	1.0
1096_TRT21	0.0588
10970_TRT18	1.0
10971_TRT18	1.0
10972_TRT18	1.0
10973_TRT18	0.0588
10975_TRT18	0.5882
1097_TRT11	0.2941
1097_TRT15	0.1176
1097_TRT21	0.5882
1097_TRT22	0.7059
1097_TRT8	0.7059
10984_TRT6	0.7059
10987_TRT18	0.2353
1098_TRT15	0.0
1098_TRT20	0.5882
1098_TRT4	0.7647
