low_complexity	medium_complexity	high_complexity
0.45891034482758625	0.3478352380952381	0.24519110169491526
0.3634111111111111	0.3632170212765957	0.24625238095238094
0.3940848484848485	0.28414649681528664	0.234637890625
0.43395151515151514	0.2912914285714286	0.2358651376146789
0.4149333333333333	0.27731935483870973	0.23150561797752808
0.37345	0.25381308411214953	0.22760402930402931
0.379075	0.2548634482758621	0.22661268292682926
0.36029999999999995	0.25751448275862066	0.22941239669421487
0.33745555555555556	0.2651	0.22913333333333333
0.3392673913043478	0.27026106194690264	0.23696753246753247
