low_complexity	medium_complexity	high_complexity
0.24418548426091582	0.33850526408917986	0.15909312275172816
0.7702796058611788	0.37206443724467836	0.19628711568782184
0.32775856648852564	0.5277885554818259	0.353067619216985
0.6851145038167938	0.09453646696060437	0.11285397020861544
0.47058823529411764	0.4362196597438327	0.07090122233816153
-0.07373444371666511	0.2030435359424323	0.026332341691457713
0.24613745338305806	0.16599976458182278	0.08755582227267705
0.1988071570576541	0.7523825049574276	0.08138424346347138
0.5316045380875203	0.21679612845546364	0.01966251395990126
0.23946211233452064	0.3168158431428248	0.041089413445276
