low_complexity	medium_complexity	high_complexity
0.24418548426091582	0.35545028845840443	0.15909312275172816
1.0	0.37206443724467836	0.17011911452517894
0.32906626506024095	0.5277885554818259	0.34969142745850224
0.5076668048072939	0.09453646696060437	0.11285397020861544
0.47058823529411764	0.4362196597438327	0.07090122233816153
0.2766641452344932	0.2030435359424323	0.03154493198496234
-0.008391062542687091	0.1445587701582183	0.08755582227267705
-0.09503239740820735	0.7523825049574276	0.09440449229659958
0.5316045380875203	0.21679612845546364	0.03317143220349056
0.195879172105165	0.3168158431428248	0.04167115991298916
