low_complexity	medium_complexity	high_complexity
0.44067586206896553	0.45200571428571434	0.3218419491525424
0.42828148148148143	0.2922588652482269	0.28015595238095237
0.37804545454545463	0.32638407643312095	0.265557421875
0.3155272727272727	0.3411664285714286	0.26546605504587156
0.504725	0.2926258064516129	0.26423707865168533
0.48563333333333336	0.3019280373831776	0.28074652014652013
0.46882250000000003	0.3018331034482759	0.2611931707317073
0.468523076923077	0.3047406896551724	0.2633
0.4497944444444445	0.31193301886792446	0.2632
0.4411413043478261	0.3131256637168141	0.25901428571428575
