low_complexity	medium_complexity	high_complexity
0.3941465293154905	0.7137093861311313	0.39606531042639653
0.6887991330903359	0.4288709413424095	0.3594268209489272
0.5817755528800457	0.46156001016078835	0.527825607339657
0.7041480578124227	0.3396613935646598	0.3336614441140554
0.46153846153846156	0.8006643668996603	0.2636316857805044
0.16653696498054474	0.5003518873617452	0.4209659797981933
0.07592714040914765	0.17718104170602936	0.31077949560616563
-0.07518796992481203	0.44550579028570364	0.24433018158428968
0.7255113024757804	0.3793954878713821	0.40541261926459893
0.2658609188394362	0.17808558604463978	0.5807315258360084
