low_complexity	medium_complexity	high_complexity
21.351155172413797	98.97966095238094	556.610468220339
23.016477777777776	227.7313914893617	2531.899245238095
26.44737575757576	393.7277515923567	915.243214453125
38.533351515151516	114.17889857142858	786.3848201834863
14.838366666666667	90.22166048387096	455.35631516853937
24.084522222222223	229.73725794392521	937.3427608058608
53.635659999999994	203.0497331034483	723.1028443902438
13.984130769230772	186.51244758620692	1403.5388545454548
17.627927777777778	197.09203490566043	751.2267820512819
67.14668043478262	195.54246902654867	1237.5588939393938
