low_complexity	medium_complexity	high_complexity
0.48176896551724135	0.3859000000000001	0.3306
0.4719592592592592	0.39460638297872347	0.30861428571428573
0.4304969696969697	0.4214044585987261	0.3032
0.3987969696969697	0.2787	0.3043
0.39480833333333337	0.29802016129032255	0.31140000000000007
0.37953888888888887	0.2966224299065421	0.3309725274725275
0.379605	0.2901862068965517	0.2598092682926829
0.37426923076923074	0.2944	0.2603
0.3611722222222223	0.29727641509433966	0.2567
0.36140869565217393	0.2961070796460177	0.25006450216450216
