low_complexity	medium_complexity	high_complexity
37.846262068965515	145.79253047619048	424.82704830508476
31.50621111111111	332.0585687943262	1713.03386984127
40.554981818181815	170.71494968152865	714.715926953125
50.21232121212122	127.70407571428571	525.7046917431193
22.87901666666667	114.18995967741935	333.5815342696629
31.314338888888887	150.0398495327103	528.147028937729
49.3931975	247.76697931034482	478.7744165853659
24.99599230769231	170.77428206896553	667.0470570247934
27.858666666666668	101.13334716981132	466.4839943589743
90.57534130434782	127.95063274336283	794.8245471861471
