low_complexity	medium_complexity	high_complexity
0.48295862068965517	0.37807809523809516	0.33272881355932205
0.4189518518518518	0.38985673758865247	0.3098202380952381
0.38073636363636365	0.41950955414012736	0.30418789062500007
0.34970606060606063	0.27980285714285713	0.304801376146789
0.34649166666666664	0.3007040322580645	0.3121078651685393
0.33387222222222224	0.29910000000000003	0.3319802197802198
0.34895	0.2920979310344828	0.2606
0.343	0.29592413793103445	0.261144214876033
0.3327611111111111	0.29876320754716984	0.2576
0.3421217391304348	0.29747787610619464	0.25097056277056273
