low_complexity/	medium_complexity/	high_complexity/
44.63883333333333	158.02268148148147	707.803346835443
50.57754333333333	343.7236070921986	3130.622733596838
46.425999999999995	238.37621265822784	1056.41376875
80.1036358974359	200.90177857142857	1165.519905
52.80647222222222	147.0038496	554.5237525139664
39.834095000000005	208.6394027272727	1065.4119216606498
67.174995	289.8833793103448	850.4647758454107
39.78080588235294	194.0710103448276	991.8926074074074
54.86031851851852	171.23894864864866	692.0858433673469
99.8616255319149	201.29094736842103	1322.9703176724138
