low_complexity	medium_complexity	high_complexity
0.3645557428365037	0.38217229675125264	0.06762015388604888
0.6658998968826843	0.2934880557297122	0.10743625822074698
0.3854707438791573	0.06640720545383684	0.3180271061633292
0.39201637666325484	0.4814432883993805	0.14921561655741641
0.4155844155844156	0.5980799187123956	0.5038008569451375
-0.026845637583892617	0.30888841547377277	0.19932506282887827
0.07592714040914765	0.19206492472451664	0.14322185479756372
0.1375921375921376	0.2558837838237797	0.09487699575947417
0.2942671561705733	0.24523801805223014	0.1691094587040657
0.07907635977086164	0.27906541682155633	0.08660951442051863
