low_complexity	medium_complexity	high_complexity
20.390420689655176	117.05636857142855	438.2757220338983
22.70921111111111	226.27491489361702	3418.3299087301584
28.922866666666664	277.4451917197452	752.7416921875
43.76514848484849	178.31111071428572	558.2918197247706
14.729700000000001	122.04101612903226	491.71476460674154
23.41261111111111	158.24743271028035	821.5193842490843
53.635659999999994	668.548031724138	593.5840146341463
13.013399999999999	135.73160413793101	1104.9539305785122
19.937377777777776	129.97937735849055	802.308475897436
54.563413043478256	262.10265752212393	1139.3600506493506
