low_complexity	medium_complexity	high_complexity
0.4503689655172413	0.48747428571428575	0.2910343220338983
0.47049259259259263	0.3176645390070922	0.29071587301587304
0.46418484848484853	0.33812356687898093	0.2866703125
0.3719333333333333	0.2919171428571429	0.2866
0.3430250000000001	0.3018016129032258	0.2866275280898877
0.3125	0.312514953271028	0.2791897435897435
0.278525	0.31246206896551726	0.25448
0.4971076923076923	0.31120000000000003	0.2577876033057851
0.4951055555555555	0.27387452830188674	0.2577
0.48736739130434786	0.275	0.2543
