low_complexity/	medium_complexity/	high_complexity/
25.013333333333332	24.88	36.0
21.593333333333334	25.386666666666667	104.72666666666667
16.84	51.66	45.33
15.11	21.856666666666666	69.11
15.348837209302326	31.733333333333334	42.29482071713147
10.96	31.9	52.0
12.846666666666666	24.41532258064516	57.72
8.727272727272727	35.76	49.62
20.33676975945017	20.02	39.97153024911032
12.52	26.03	50.78
