low_complexity,medium_complexity,high_complexity
12.3866666666667,23.5,36.44
12.6666666666667,24.81,76.4266666666667
15.6466666666667,33.88,41.3933333333333
18.35,16.32,48.1
14.7635658914729,19.6666666666667,31.9521912350598
14.09,29.1533333333333,56.9413793103448
13.1366666666667,19.741935483871,48.2
13.3133333333333,34.4233333333333,43.4266666666667
18.5670103092784,15.7233333333333,31.0035587188612
13.3333333333333,27.0766666666667,44.8533333333333
