low_complexity	medium_complexity	high_complexity
0.27176679487455196	0.41575198031496063	-0.17663044473118275
0.8051808473895582	0.3288191121666667	-1.6547004634444444
0.1375056837903226	0.10802058809352513	-0.2441248955
0.5043549616216216	0.3299071351333333	-0.5252531709890111
0.6925563101449276	0.2800988202713178	-0.2547984371489362
0.03348445619402984	-0.293320966875	0.3377277181884058
0.4360141216999999	0.12505816532258066	-0.1087273050617284
0.6389187953719009	-0.04787853666666666	-0.4496708702112675
0.21319787994318184	-0.3099004671653543	-0.23785571949999995
0.7261959043165468	0.3995603693962264	-0.6684033034362934
