low_complexity	medium_complexity	high_complexity
17.261648745519715	20.944881889763778	34.236559139784944
13.803212851405622	22.046666666666667	70.35925925925926
16.72983870967742	27.705035971223023	36.0
17.135135135135137	16.0	60.57142857142857
10.70048309178744	16.87984496124031	44.39148936170213
16.097014925373134	27.77734375	55.47826086956522
15.263333333333334	22.943548387096776	53.333333333333336
4.243801652892562	25.5	45.83450704225352
13.465909090909092	17.41732283464567	35.9
14.503597122302159	26.430188679245283	36.42084942084942
