low_complexity	medium_complexity	high_complexity
0.24418548426091582	0.9411323928172894	0.1584316061082771
1.0	0.9315916266080811	0.07370007837333221
0.516188149053146	0.5672379720615578	0.3046147276229164
0.5478105451295799	0.6359195433519375	0.12572807964844945
0.5714285714285714	0.8731624025525175	0.33747867139235677
-0.012670196671709532	0.22219390236808798	0.026891557091163875
0.2524844267588908	0.3924666627205926	0.2089569170077233
-0.09503239740820735	0.7417595719267391	0.1375530935805708
0.5187382043677541	0.4966312792427657	0.4748175406076457
0.4138313537244119	0.3831330179060173	0.04441858045979094
