low_complexity	medium_complexity	high_complexity
0.5400669325806451	0.5265712608267716	-0.07494191989247312
0.8051808473895582	0.09369509356666669	-2.2496808971407405
0.1375056837903226	0.03759605492805757	-0.27969958716666665
0.5196082768108108	0.14531560166666666	-0.5275166698901099
0.47964830444444445	0.2853653720930232	-0.2508827410212766
-0.0708231367164179	-0.39558675363281254	0.5132365406231884
0.3217668799666667	0.12505816532258066	-0.3761702980658436
-0.08110761628099172	-0.30457082714666667	-0.36590052795774647
0.07162153818181817	-0.41522546157480317	-0.5969808249642857
0.48359773546762586	0.3995603693962264	-0.916406825019305
