low_complexity/	medium_complexity/	high_complexity/
0.3112949947333333	-0.9378495823333333	-0.22769183509333332
0.38894741206666666	-0.1929055832	-1.8021722344666664
-0.3272759823333333	0.11733623666666666	-0.121119352702
0.35553039693333344	-0.6319106275000002	-0.9650487546666666
0.5859128589147287	-0.6458501645333333	-0.19223326856573703
0.41940671675	-0.46773207720000004	0.3633769370689655
0.12431247377333335	-0.999778338548387	-0.3539620409333333
-0.7088417285714286	-0.19704776833333332	-0.653697819
-0.5807166097938145	-0.7483926865	-0.7709461787188612
0.252164267964	-0.29141890153333333	-1.0476810060000001
