	ALIGNMENTS_MARKOV	ABS_EDGES_ONLY_IN_LOG	ABS_EDGES_ONLY_IN_LOG_W	ABS_EDGES_ONLY_IN_LOG_BTW	ABS_EDGES_ONLY_IN_LOG_BTW_NORM	ABS_EDGES_ONLY_IN_LOG_CC	ABS_EDGES_ONLY_IN_MODEL	ABS_EDGES_ONLY_IN_MODEL_W	ABS_MAX_DEGREE	ABS_MAX_DEGREE_DIV	ABS_MAX_CLUSTER	ABS_MAX_CLUSTER_DIV	ABS_DEGREE_ENTROPY	ABS_DEGREE_ENTROPY_DIV	ABS_LINK_DENSITY_DIV	ABS_LOG_MAX_DEGREE	ABS_LOG_DEGREE_ENTROPY	ABS_LOG_LINK_DENSITY	ABS_MODEL_MAX_DEGREE	ABS_MODEL_DEGREE_ENTROPY	ABS_MODEL_LINK_DENSITY	PN_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	LOG_EVENTS	LOG_EVENTS_TYPES	LOG_SEQS	LOG_UNIQUE_SEQS	LOG_PERC_UNIQUE_SEQS	LOG_AVG_SEQS_LENGTH	LOG_AVG_EDIT_DIST	FITNESS_50_FREQ	FITNESS_50_RAND	FITNESS_25_FREQ	FITNESS_25_RAND	PRECISION_LOG_50_FREQ	PRECISION_LOG_50_RAND	PRECISION_LOG_25_FREQ	PRECISION_LOG_25_RAND	DISCOVERY_ALG	PRECISION	FITNESS
PRECISION	0.20578022026841625	0.05540584282707821	0.199017118078417	0.06095600152029586	0.11775713579653395	0.16581712635311563	0.8544689458493726	0.7682790557613018	0.4013005591601633	0.5554404962531786	0.22970374771786972	0.034194982761867894	0.4300223679321851	0.4300223679321851		0.033527833526484786	0.038944398365740575	0.1951931527226887	0.6860397160557263	0.5824497238326503	0.0838693310975856	0.39046947278314176	0.41786515955126596	0.40943418117155966	0.604440349330414	0.09363683151231313	0.06867805735396894	0.007169921220262617	0.14810627512047414	0.08259693216455191	0.10007511304557774	0.08404441423977711	0.024223864983286093	0.20111601515234834	0.3072283133330928	0.22400337259731068	0.2526194228282848	0.8727057083992017	0.9690742482141325	0.842386678484863	0.9306183275915038	0.4093729479588771	1.0	0.21889331134693502
PRECISION_LOG_50_RAND	0.15156405615054186	0.011637496626182482	0.1563259758355583	0.04653265514547361	0.17010876369866182	0.15688131492680552	0.8646727489455781	0.7359823658379571	0.3728388088190993	0.5462242134104212	0.22236658475060975	0.027462858275462455	0.37693288615421244	0.37693288615421244		0.0034876177111421137	0.0672239145665085	0.2317203019224288	0.6869823344718645	0.5490237376522594	0.11190536547074878	0.41800063327967263	0.3960879599562331	0.37669002946395425	0.595517973899215	0.06824066196177253	0.07377366934225674	0.025716361587812556	0.16629063321819765	0.10381988273341539	0.12929935586059632	0.12999662885078037	0.06901050293435917	0.1609259228638421	0.274404317833643	0.19301142612668462	0.22223339001243145	0.872048956142637	1.0	0.8444429497511419	0.9632641734600246	0.4586746034630127	0.9690742482141325	0.21470228300817917
PRECISION_LOG_25_RAND	0.13477551796773163	0.018546519437418165	0.14933184716229486	0.08154299669575	0.20395937737277153	0.13168504834899047	0.8645425607874977	0.7134096477626456	0.37742730644682077	0.5557382479926712	0.23307547906562634	0.06680281928911236	0.3732841389824605	0.3732841389824605		0.015900535381733836	0.05429563479164171	0.20378546890377822	0.6752154474937806	0.5304188279969797	0.09964991589855975	0.3892245191309001	0.4102694625857157	0.4019360383663434	0.5792211297901534	0.009814395040355983	0.08543604802762583	0.01995495011087354	0.15822886099961925	0.1404314996627038	0.10688693246245641	0.14084010833708008	0.08246869255733662	0.17062127693425885	0.2970475189332935	0.2006091179568008	0.25946126251994	0.8550315869957521	0.9632641734600246	0.8373510593556163	1.0	0.47765742066184874	0.9306183275915038	0.24507711238130717
PRECISION_LOG_50_FREQ	0.0195327171581707	0.14794711768696006	0.013873543931877192	0.11736306836336861	0.21316543702424887	0.10029727593991407	0.6990054093601961	0.6088977613737979	0.18160268043726926	0.36269663562488436	0.1380141787776347	0.009062144947900941	0.18857660996666642	0.18857660996666642		0.12998769549735106	0.2055206455510143	0.2870972710647937	0.5681218875467685	0.4684928145583986	0.1309728064262589	0.34690360478033916	0.2146557664073102	0.2069904529170476	0.422946461291475	0.01749430400578758	0.16048170000784537	0.19405918505429864	0.2224760864281004	0.1432490418017672	0.2802622317257885	0.33062706279238063	0.29419328281415563	0.015041828537541288	0.13429190315174586	0.018641500251992703	0.08149223592868458	1.0	0.872048956142637	0.9698045997235182	0.8550315869957521	0.40959266840294906	0.8727057083992017	0.11382909355298966
ABS_EDGES_ONLY_IN_MODEL	0.25411549155320173	0.1460280459660287	0.24297743647529757	0.15002580693453074	0.1958847228877844	0.1710562476046361	1.0	0.7200226979335482	0.4515249716097688	0.6197058335283957	0.11180191110170001	0.06180263955448394	0.4702105189234189	0.4702105189234189		0.06157536940828954	0.05062544649638154	0.16151930823823193	0.7350895835984281	0.536088101253866	0.10143009693076213	0.3565090376155271	0.46055873433359423	0.4604639797435935	0.7232892790049736	0.15052467409963358	0.04193352351955363	0.06110246092239861	0.008672090349191556	0.17546440026473167	0.08198491423751292	0.09150495058248273	0.14070307448668423	0.24571629015539204	0.374319482923601	0.26856820069128606	0.33940880805652046	0.6990054093601961	0.8646727489455781	0.6790002812767815	0.8645425607874977	0.3824742249727808	0.8544689458493726	0.3192570306948725
PRECISION_LOG_25_FREQ	0.02472498670741593	0.12331740363083535	0.011356440592133478	0.11348282892010007	0.23600881766506637	0.05723092174987519	0.6790002812767815	0.5908549147156558	0.13947031572864474	0.34256883320828696	0.13056867223452231	0.010100378674681696	0.1650440172930592	0.1650440172930592		0.17713566348868826	0.2201976696964997	0.30631047973593667	0.573998929937353	0.45555259364288403	0.15451668105126146	0.3692191698053072	0.20033005855527863	0.18301518981917023	0.41249964810638373	0.013302443366314696	0.1604748173934271	0.212881744062143	0.219741622954287	0.14941090876925692	0.29403237583214076	0.3291222237696892	0.29248909357314756	0.006966870849203528	0.13410510545027887	0.012682562092349305	0.08304579458660732	0.9698045997235182	0.8444429497511419	1.0	0.8373510593556163	0.3905887483925865	0.842386678484863	0.05584717250378525
ABS_EDGES_ONLY_IN_MODEL_W	0.3680026574584283	0.20180595681754576	0.3752870042669289	0.08217121216665096	0.15735458435806057	0.16017385651714036	0.7200226979335482	1.0	0.4761210115578755	0.6003351352257656	0.26738331176109587	0.015639377022214088	0.6193055015500247	0.6193055015500247		0.02744614113353417	0.11823584417179005	0.17940101899663957	0.827581900418408	0.9064754123877	0.2028015622789471	0.17643746172451288	0.20770762010275615	0.27142275909352404	0.6203437494292188	0.2671959703189936	0.11111875958950604	0.06436350805451457	0.13459746235026268	0.11171392716852824	0.12787643587150113	0.14873919939340602	0.05151038385951896	0.3417161218091333	0.38959717855523845	0.33641120467184277	0.3562052639087104	0.6088977613737979	0.7359823658379571	0.5908549147156558	0.7134096477626456	0.18989251779171437	0.7682790557613018	0.2510741614443428
ABS_MODEL_MAX_DEGREE	0.18434573669483295	0.10280130049986692	0.20843214403860938	0.02362584598792081	0.3705490404664725	0.21669151709388992	0.7350895835984281	0.827581900418408	0.35757285585084125	0.5142916573372356	0.07207286317148924	0.1214402161294599	0.4533719314217664	0.4533719314217664		0.19055740816396788	0.23899184155859657	0.3224515428393791	1.0	0.8397887993836859	0.3372323674324331	0.3484092194645276	0.10806857718453608	0.12525051979541352	0.6423586075240321	0.31415669184010697	0.09412847428831515	0.09544937018810627	0.11634969198311897	0.018027812807769238	0.2053573653608784	0.14319288778569184	0.08989823889310383	0.15643224126599242	0.2608672713721253	0.15580482228846199	0.25506129638467057	0.5681218875467685	0.6869823344718645	0.573998929937353	0.6752154474937806	0.21311429723056075	0.6860397160557263	0.10078977895648022
PN_ARCS_MEAN	0.4439228418613702	0.3365036685846657	0.3974064041728448	0.09799237711355781	0.09532279138309953	0.3171441517212185	0.7232892790049736	0.6203437494292188	0.3223586727577048	0.41939343971957366	0.003243242022320352	0.07017682719265363	0.42746050337097385	0.42746050337097385		0.021132450087999695	0.034774475342797255	0.018983626935883777	0.6423586075240321	0.5196024432503684	0.044176845091546194	0.444217517282709	0.5017924985251061	0.44188703606029034	1.0	0.530671963195923	0.06399713620848044	0.0693025291893462	0.0008501438349102653	0.044122478892459474	0.19966880631728626	0.2274883341473788	0.2553922612235934	0.43783753631620526	0.5342626625560732	0.44591917752791627	0.5251465083632482	0.422946461291475	0.595517973899215	0.41249964810638373	0.5792211297901534	0.13878067680134043	0.604440349330414	0.39191538357441147
ABS_MODEL_DEGREE_ENTROPY	0.23637290972161198	0.11000049266433885	0.2574974284403747	0.05559428961359813	0.2497769220223567	0.16349770641336048	0.536088101253866	0.9064754123877	0.32070799639238495	0.38085392262874146	0.19710480100252262	0.05541999781462389	0.5232217707207644	0.5232217707207644		0.14939546637026438	0.3079706848339951	0.26635383051302736	0.8397887993836859	1.0	0.3297830118629466	0.14347605053229426	0.023186157431982234	0.09690647723905453	0.5196024432503684	0.346129205610452	0.13328190822541328	0.07194016929406605	0.15785558396122532	0.047761667040448826	0.2799622248700131	0.2625047760537576	0.1779999958339567	0.21160880170048543	0.25933622924491506	0.20395056842169032	0.24294884814088624	0.4684928145583986	0.5490237376522594	0.45555259364288403	0.5304188279969797	0.06088959329425371	0.5824497238326503	0.1419196772088223
