	ALIGNMENTS_MARKOV	ABS_EDGES_ONLY_IN_LOG	ABS_EDGES_ONLY_IN_LOG_W	ABS_EDGES_ONLY_IN_LOG_BTW	ABS_EDGES_ONLY_IN_LOG_BTW_NORM	ABS_EDGES_ONLY_IN_LOG_CC	ABS_EDGES_ONLY_IN_MODEL	ABS_EDGES_ONLY_IN_MODEL_W	ABS_MAX_DEGREE	ABS_MAX_DEGREE_DIV	ABS_MAX_CLUSTER	ABS_MAX_CLUSTER_DIV	ABS_DEGREE_ENTROPY	ABS_DEGREE_ENTROPY_DIV	ABS_LINK_DENSITY_DIV	ABS_LOG_MAX_DEGREE	ABS_LOG_DEGREE_ENTROPY	ABS_LOG_LINK_DENSITY	ABS_MODEL_MAX_DEGREE	ABS_MODEL_DEGREE_ENTROPY	ABS_MODEL_LINK_DENSITY	PN_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	LOG_EVENTS	LOG_EVENTS_TYPES	LOG_SEQS	LOG_UNIQUE_SEQS	LOG_PERC_UNIQUE_SEQS	LOG_AVG_SEQS_LENGTH	LOG_AVG_EDIT_DIST	FITNESS_50_FREQ	FITNESS_50_RAND	FITNESS_25_FREQ	FITNESS_25_RAND	PRECISION_LOG_50_FREQ	PRECISION_LOG_50_RAND	PRECISION_LOG_25_FREQ	PRECISION_LOG_25_RAND	DISCOVERY_ALG	PRECISION	FITNESS
ABS_MAX_DEGREE_DIV	0.5457248490989277	0.4392490824284341	0.6061486621743682	0.43137975579008797	0.24857499655161908	0.08943164075419197	0.6197058335283957	0.6003351352257656	0.8507606630488579	1.0	0.22949515855182354	0.08083262116999351	0.7358545743459916	0.7358545743459916		0.606247696810873	0.48575692222315425	0.32133982606492284	0.5142916573372356	0.38085392262874146	0.14507028924950305	0.07468197908629377	0.3644945169434133	0.44064059519346316	0.41939343971957366	0.109249943232791	0.09528401353961818	0.5517205620178508	0.07860432275627362	0.15229646280480907	0.45414885842487157	0.3203146627254411	0.3847615367102585	0.5476435004934466	0.543921437858994	0.5549371193224724	0.46734199223388695	0.36269663562488436	0.5462242134104212	0.34256883320828696	0.5557382479926712	0.2818090394344807	0.5554404962531786	0.35133807739478373
ABS_DEGREE_ENTROPY	0.6319722651555305	0.4885095683972417	0.6795873426086125	0.4818614802776852	0.25708420190450726	0.03683957146424933	0.4702105189234189	0.6193055015500247	0.8976390561065353	0.7358545743459916	0.2777485618653473	0.1776105471772025	1.0	1.0		0.6808782226522933	0.6393549394117425	0.3913279601951178	0.4533719314217664	0.5232217707207644	0.25982109736642844	0.07009877375493498	0.34975565949607307	0.42093119844529847	0.42746050337097385	0.031602833974943734	0.043969608184996865	0.7469670770908956	0.04648062821048519	0.12417169067568688	0.32422404331286875	0.2793686899959468	0.35694500378804245	0.5755115330121825	0.5935712166247648	0.56846729634933	0.5413091662621601	0.18857660996666642	0.37693288615421244	0.1650440172930592	0.3732841389824605	0.24530852404244405	0.4300223679321851	0.3293753768765504
ABS_DEGREE_ENTROPY_DIV	0.6319722651555305	0.4885095683972417	0.6795873426086125	0.4818614802776852	0.25708420190450726	0.03683957146424933	0.4702105189234189	0.6193055015500247	0.8976390561065353	0.7358545743459916	0.2777485618653473	0.1776105471772025	1.0	1.0		0.6808782226522933	0.6393549394117425	0.3913279601951178	0.4533719314217664	0.5232217707207644	0.25982109736642844	0.07009877375493498	0.34975565949607307	0.42093119844529847	0.42746050337097385	0.031602833974943734	0.043969608184996865	0.7469670770908956	0.04648062821048519	0.12417169067568688	0.32422404331286875	0.2793686899959468	0.35694500378804245	0.5755115330121825	0.5935712166247648	0.56846729634933	0.5413091662621601	0.18857660996666642	0.37693288615421244	0.1650440172930592	0.3732841389824605	0.24530852404244405	0.4300223679321851	0.3293753768765504
PN_TRANS	0.37752500930456523	0.4694261488538442	0.2960503824443624	0.4205974521275346	0.2288110592497439	0.19054315277496772	0.46055873433359423	0.20770762010275615	0.3294647011688651	0.3644945169434133	0.0030291680616532746	0.04351340281273047	0.34975565949607307	0.34975565949607307		0.2850298934195401	0.3657841998816803	0.3862202585826065	0.10806857718453608	0.023186157431982234	0.5780619233610391	0.20529141701383516	1.0	0.9516501456480609	0.5017924985251061	0.08824216286192417	0.2569853898276265	0.3576987694837516	0.28951581794679937	0.11959245132439078	0.547740380450339	0.5241858843540949	0.5219763069371613	0.48872481449006	0.5404005871430015	0.5212599646260782	0.5274300704966594	0.2146557664073102	0.3960879599562331	0.20033005855527863	0.4102694625857157	0.5039589985900466	0.41786515955126596	0.3858393578314319
PN_PLACES	0.37790841378981516	0.44438125160225983	0.3125595948969868	0.4150020425835251	0.29125342766277523	0.18952078847343753	0.4604639797435935	0.27142275909352404	0.40498802704565745	0.44064059519346316	0.028883959321415843	0.07617231888015698	0.42093119844529847	0.42093119844529847		0.3536171262946056	0.38731670258492207	0.4363551974092131	0.12525051979541352	0.09690647723905453	0.5841776700522324	0.05275449103735106	0.9516501456480609	1.0	0.44188703606029034	0.15529463229906104	0.21213987479692747	0.3819484677829005	0.29708452052587764	0.036373100623326785	0.5630926350018723	0.5413580053094532	0.5360057983154499	0.4983751123525485	0.5536008386191059	0.536084515600939	0.5320174942247771	0.2069904529170476	0.37669002946395425	0.18301518981917023	0.4019360383663434	0.4924768760639296	0.40943418117155966	0.4099274322366843
DISCOVERY_ALG	0.030222538311272588	0.11554270165863982	0.028868471802672647	0.22914625281707243	0.05444975705410139	0.05607837157920761	0.3824742249727808	0.18989251779171437	0.2564431064747461	0.2818090394344807	0.09618616810099882	0.039296032457627326	0.24530852404244405	0.24530852404244405		0.14993787141296352	0.21821385405941257	0.21954447432689264	0.21311429723056075	0.06088959329425371	0.39541213072179915	0.2220226714416044	0.5039589985900466	0.4924768760639296	0.13878067680134043	0.42730079254686565	0.04860408997502447	0.21608975447866582	0.0051826000355852655	0.1245649497478715	0.06681992935809852	0.01098639258631822	0.017589551389609957	0.07794859040895126	0.20237401582596506	0.11243090032426717	0.2265310696730703	0.40959266840294906	0.4586746034630127	0.3905887483925865	0.47765742066184874	1.0	0.4093729479588771	0.15136104620372018
ABS_MAX_DEGREE	0.5755279185293558	0.3975597950829572	0.6471198997640202	0.5321300900323963	0.3485467961601533	0.02626316659549252	0.4515249716097688	0.4761210115578755	1.0	0.8507606630488579	0.27142840555317727	0.16877862657454762	0.8976390561065353	0.8976390561065353		0.8475598349011751	0.7129036663779375	0.44628502120592545	0.35757285585084125	0.32070799639238495	0.28452443432884106	0.14454466751270842	0.3294647011688651	0.40498802704565745	0.3223586727577048	0.1326786152752814	0.10294865708922313	0.7992872812536918	0.11824354317041076	0.16376740017510982	0.44892256528757735	0.3860117524317688	0.46284048565936803	0.538196420768218	0.5536645198987382	0.549194120761835	0.48740665227833285	0.18160268043726926	0.3728388088190993	0.13947031572864474	0.37742730644682077	0.2564431064747461	0.4013005591601633	0.34977403690966896
PN_SILENT_TRANS	0.0282408784306639	0.060468114486199195	0.01534906755436209	0.10403538399506596	0.3495628597393671	0.05151785281432892	0.3565090376155271	0.17643746172451288	0.14454466751270842	0.07468197908629377	0.15683657750690394	0.1479455102015076	0.07009877375493498	0.07009877375493498		0.3501280900902102	0.23647981476067353	0.3394813082525187	0.3484092194645276	0.14347605053229426	0.17571489623273948	1.0	0.20529141701383516	0.05275449103735106	0.444217517282709	0.3076395740206768	0.019885673842846893	0.22458780858652758	0.15674020572697236	0.19354148817563127	0.21104858774832774	0.20331556802503667	0.17892647621349525	0.006257962616915181	0.03439087850200351	0.020087083984539032	0.05597455291691255	0.34690360478033916	0.41800063327967263	0.3692191698053072	0.3892245191309001	0.2220226714416044	0.39046947278314176	0.06531295401881757
FITNESS_50_RAND	0.7493145899854737	0.5958412464246466	0.7350405811495995	0.2958186223649612	0.2901258367058928	0.2303775803012014	0.374319482923601	0.38959717855523845	0.5536645198987382	0.543921437858994	0.09422557304728721	0.03828639250889421	0.5935712166247648	0.5935712166247648		0.43502662413809384	0.42493576214382517	0.4792774896364244	0.2608672713721253	0.25933622924491506	0.38643429901883586	0.03439087850200351	0.5404005871430015	0.5536008386191059	0.5342626625560732	0.06788136344428283	0.1632483768005216	0.5565169593758001	0.2800158848502912	0.08589233285104697	0.5427863909585556	0.41351988728298655	0.4868706893985905	0.8460162066154877	1.0	0.8772509336263065	0.9140472814484097	0.13429190315174586	0.274404317833643	0.13410510545027887	0.2970475189332935	0.20237401582596506	0.3072283133330928	0.6086890770115476
FITNESS_25_RAND	0.705773876102191	0.5733726361228236	0.6765354466881494	0.2685563103013158	0.20666160734251754	0.21949895692824703	0.33940880805652046	0.3562052639087104	0.48740665227833285	0.46734199223388695	0.007351191668380286	0.02257312981609127	0.5413091662621601	0.5413091662621601		0.373567424737212	0.38039795915575114	0.4755845622647506	0.25506129638467057	0.24294884814088624	0.40594819921712016	0.05597455291691255	0.5274300704966594	0.5320174942247771	0.5251465083632482	0.1015627074068439	0.18554037042748864	0.5097366452111983	0.36653253377413897	0.044956180186303395	0.5169148020085157	0.41620077868890537	0.47132766529130876	0.7905366328200267	0.9140472814484097	0.8231992109114147	1.0	0.08149223592868458	0.22223339001243145	0.08304579458660732	0.25946126251994	0.2265310696730703	0.2526194228282848	0.5897191957972068
ABS_MAX_CLUSTER	0.22344334462296123	0.1157848245496846	0.25282786446652206	0.15309519672049107	0.0093239047498986	0.2507812931408536	0.11180191110170001	0.26738331176109587	0.27142840555317727	0.22949515855182354	1.0	0.735825316268516	0.2777485618653473	0.2777485618653473		0.2373165769331663	0.13017532987206676	0.10835542457111784	0.07207286317148924	0.19710480100252262	0.0864416429906728	0.15683657750690394	0.0030291680616532746	0.028883959321415843	0.003243242022320352	0.18584058626706584	0.0180538344872711	0.2287749112245864	0.14467296178594127	0.10687484242930798	0.013953352955866288	0.13533030292141124	0.0037951478917374964	0.17509174768734062	0.09422557304728721	0.17321335264603097	0.007351191668380286	0.1380141787776347	0.22236658475060975	0.13056867223452231	0.23307547906562634	0.09618616810099882	0.22970374771786972	0.10019084749584785
FITNESS_25_FREQ	0.8611970181695878	0.7498430084043782	0.8577005129861818	0.27759804129205645	0.40348569630854375	0.2456250203351886	0.26856820069128606	0.33641120467184277	0.549194120761835	0.5549371193224724	0.17321335264603097	0.0354769090708886	0.56846729634933	0.56846729634933		0.4840266124363889	0.4444312098033151	0.45567724270674026	0.15580482228846199	0.20395056842169032	0.3515523178677324	0.020087083984539032	0.5212599646260782	0.536084515600939	0.44591917752791627	0.025504142847378838	0.2928769795468542	0.5797918470969009	0.31866884050113525	0.01242375242138746	0.6558283939772114	0.4308034978760796	0.5162903195979005	0.9572576815825532	0.8772509336263065	1.0	0.8231992109114147	0.018641500251992703	0.19301142612668462	0.012682562092349305	0.2006091179568008	0.11243090032426717	0.22400337259731068	0.5469985861254842
FITNESS	0.30428483094151554	0.19165637492582188	0.29117954185697353	0.2389798277845113	0.18307964111673974	0.17715722901444775	0.3192570306948725	0.2510741614443428	0.34977403690966896	0.35133807739478373	0.10019084749584785	0.014911819634238143	0.3293753768765504	0.3293753768765504		0.3082010318619973	0.23788913631508476	0.28036392583061437	0.10078977895648022	0.1419196772088223	0.2815539182900082	0.06531295401881757	0.3858393578314319	0.4099274322366843	0.39191538357441147	0.1264419266977998	0.13033997158561056	0.31866694715463506	0.1261328438030719	0.3955706113187987	0.32523402974318877	0.3134178895323107	0.3793555574051764	0.4086302663228538	0.6086890770115476	0.5469985861254842	0.5897191957972068	0.11382909355298966	0.21470228300817917	0.05584717250378525	0.24507711238130717	0.15136104620372018	0.21889331134693502	1.0
ALIGNMENTS_MARKOV	1.0	0.7873370483548864	0.9725402221524834	0.3275674643140755	0.35904257466879635	0.11032946719224383	0.25411549155320173	0.3680026574584283	0.5755279185293558	0.5457248490989277	0.22344334462296123	0.09471651051757851	0.6319722651555305	0.6319722651555305		0.4981288060125989	0.4836607644503018	0.432146270539987	0.18434573669483295	0.23637290972161198	0.2965531316445162	0.0282408784306639	0.37752500930456523	0.37790841378981516	0.4439228418613702	0.06867068694491445	0.2895897655386573	0.5894996158650991	0.2600306486754776	0.08346334076526594	0.5947964914154554	0.333345262840715	0.421082368693513	0.9121304305716453	0.7493145899854737	0.8611970181695878	0.705773876102191	0.0195327171581707	0.15156405615054186	0.02472498670741593	0.13477551796773163	0.030222538311272588	0.20578022026841625	0.30428483094151554
FITNESS_50_FREQ	0.9121304305716453	0.7917386718561272	0.9044515906575262	0.2991650045003627	0.38895958977053924	0.21783651667829704	0.24571629015539204	0.3417161218091333	0.538196420768218	0.5476435004934466	0.17509174768734062	0.039278859564454836	0.5755115330121825	0.5755115330121825		0.4716584252943799	0.4450080702658522	0.46145423777673505	0.15643224126599242	0.21160880170048543	0.33452433223907885	0.006257962616915181	0.48872481449006	0.4983751123525485	0.43783753631620526	0.030531452890291355	0.3350704854759598	0.5713134350015084	0.33002250490955015	0.08377890956374077	0.644224387077445	0.3895062116058112	0.4720935328929846	1.0	0.8460162066154877	0.9572576815825532	0.7905366328200267	0.015041828537541288	0.1609259228638421	0.006966870849203528	0.17062127693425885	0.07794859040895126	0.20111601515234834	0.4086302663228538
ABS_EDGES_ONLY_IN_LOG_W	0.9725402221524834	0.7669201981952862	1.0	0.32978876147040903	0.3758277876881054	0.11631231299304333	0.24297743647529757	0.3752870042669289	0.6471198997640202	0.6061486621743682	0.25282786446652206	0.12125306208210371	0.6795873426086125	0.6795873426086125		0.5585261628078606	0.5187469513186054	0.4259912611136863	0.20843214403860938	0.2574974284403747	0.2514384937774178	0.01534906755436209	0.2960503824443624	0.3125595948969868	0.3974064041728448	0.010607122629598321	0.2846221701159683	0.6378371426996104	0.25678485347460556	0.010311051463214017	0.5674124762055924	0.2764060437431668	0.3632573299671609	0.9044515906575262	0.7350405811495995	0.8577005129861818	0.6765354466881494	0.013873543931877192	0.1563259758355583	0.011356440592133478	0.14933184716229486	0.028868471802672647	0.199017118078417	0.29117954185697353
ABS_LOG_LINK_DENSITY	0.432146270539987	0.4192497460567609	0.4259912611136863	0.4085936573118472	0.5449197405123315	0.010211170745450143	0.16151930823823193	0.17940101899663957	0.44628502120592545	0.32133982606492284	0.10835542457111784	0.03596546264936131	0.3913279601951178	0.3913279601951178		0.6527726889943093	0.6664843741632549	1.0	0.3224515428393791	0.26635383051302736	0.833421496441151	0.3394813082525187	0.3862202585826065	0.4363551974092131	0.018983626935883777	0.28726691463398696	0.030661404307411124	0.7271542303228306	0.18190338740331782	0.06820102099291049	0.5704815888522439	0.4645497196369335	0.44805752315875097	0.46145423777673505	0.4792774896364244	0.45567724270674026	0.4755845622647506	0.2870972710647937	0.2317203019224288	0.30631047973593667	0.20378546890377822	0.21954447432689264	0.1951931527226887	0.28036392583061437
ABS_EDGES_ONLY_IN_LOG_CC	0.11032946719224383	0.1610001507969179	0.11631231299304333	0.10320311904848424	0.11016639784267958	1.0	0.1710562476046361	0.16017385651714036	0.02626316659549252	0.08943164075419197	0.2507812931408536	0.4722534718907367	0.03683957146424933	0.03683957146424933		0.0976777340828488	0.10237798108813306	0.010211170745450143	0.21669151709388992	0.16349770641336048	0.07250942249040003	0.05151785281432892	0.19054315277496772	0.18952078847343753	0.3171441517212185	0.08005524213032704	0.06582926870661486	0.04744417790199714	0.21573142947487928	0.006976745609564192	0.16933432736830328	0.038399660503016214	0.008118147692726164	0.21783651667829704	0.2303775803012014	0.2456250203351886	0.21949895692824703	0.10029727593991407	0.15688131492680552	0.05723092174987519	0.13168504834899047	0.05607837157920761	0.16581712635311563	0.17715722901444775
LOG_SEQS	0.2600306486754776	0.38731773688040744	0.25678485347460556	0.3174622683282719	0.07951326147419355	0.21573142947487928	0.008672090349191556	0.13459746235026268	0.11824354317041076	0.07860432275627362	0.14467296178594127	0.09821811540134506	0.04648062821048519	0.04648062821048519		0.19109029715054487	0.1871273048455495	0.18190338740331782	0.11634969198311897	0.15785558396122532	0.22787058423411663	0.15674020572697236	0.28951581794679937	0.29708452052587764	0.0008501438349102653	0.12703229519663445	0.7863560797946976	0.2528178430864927	1.0	0.3083024263065772	0.5679258952790881	0.4020213982095118	0.3874892540976523	0.33002250490955015	0.2800158848502912	0.31866884050113525	0.36653253377413897	0.2224760864281004	0.16629063321819765	0.219741622954287	0.15822886099961925	0.0051826000355852655	0.14810627512047414	0.1261328438030719
ABS_EDGES_ONLY_IN_LOG_BTW_NORM	0.35904257466879635	0.3491185065787348	0.3758277876881054	0.028042587303756947	1.0	0.11016639784267958	0.1958847228877844	0.15735458435806057	0.3485467961601533	0.24857499655161908	0.0093239047498986	0.014644735994332567	0.25708420190450726	0.25708420190450726		0.5710972868720858	0.5045737977420406	0.5449197405123315	0.3705490404664725	0.2497769220223567	0.44022416140858256	0.3495628597393671	0.2288110592497439	0.29125342766277523	0.09532279138309953	0.24869056553281466	0.007504665907110392	0.5087335111581187	0.07951326147419355	0.1631486296865511	0.517292091893367	0.34366584301128533	0.3499344061806677	0.38895958977053924	0.2901258367058928	0.40348569630854375	0.20666160734251754	0.21316543702424887	0.17010876369866182	0.23600881766506637	0.20395937737277153	0.05444975705410139	0.11775713579653395	0.18307964111673974
LOG_PERC_UNIQUE_SEQS	0.5947964914154554	0.6838847407452807	0.5674124762055924	0.4205276976054458	0.517292091893367	0.16933432736830328	0.08198491423751292	0.12787643587150113	0.44892256528757735	0.45414885842487157	0.013953352955866288	0.022697009472309255	0.32422404331286875	0.32422404331286875		0.5909930907376304	0.6086757055345368	0.5704815888522439	0.2053573653608784	0.2799622248700131	0.49249580182755276	0.21104858774832774	0.547740380450339	0.5630926350018723	0.19966880631728626	0.19057935052556169	0.505689910098044	0.5873353504740757	0.5679258952790881	0.14330810064252475	1.0	0.7578183562979512	0.7602324200925242	0.644224387077445	0.5427863909585556	0.6558283939772114	0.5169148020085157	0.2802622317257885	0.12929935586059632	0.29403237583214076	0.10688693246245641	0.06681992935809852	0.10007511304557774	0.32523402974318877
