	ALIGNMENTS_MARKOV	ABS_EDGES_ONLY_IN_LOG	ABS_EDGES_ONLY_IN_LOG_W	ABS_EDGES_ONLY_IN_LOG_BTW	ABS_EDGES_ONLY_IN_LOG_BTW_NORM	ABS_EDGES_ONLY_IN_LOG_CC	ABS_EDGES_ONLY_IN_MODEL	ABS_EDGES_ONLY_IN_MODEL_W	ABS_MAX_DEGREE	ABS_MAX_DEGREE_DIV	ABS_MAX_CLUSTER	ABS_MAX_CLUSTER_DIV	ABS_DEGREE_ENTROPY	ABS_DEGREE_ENTROPY_DIV	ABS_LINK_DENSITY_DIV	ABS_LOG_MAX_DEGREE	ABS_LOG_DEGREE_ENTROPY	ABS_LOG_LINK_DENSITY	ABS_MODEL_MAX_DEGREE	ABS_MODEL_DEGREE_ENTROPY	ABS_MODEL_LINK_DENSITY	LOG_EVENTS	LOG_EVENTS_TYPES	LOG_SEQS	LOG_UNIQUE_SEQS	LOG_PERC_UNIQUE_SEQS	LOG_AVG_SEQS_LENGTH	LOG_AVG_EDIT_DIST	PN_SILENT_TRANS	PN_PERC_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	PN_IN_ARCS_MEAN	PN_OUT_ARCS_MEAN	PN_IN_ARCS_TRAN_MEAN	PN_OUT_ARCS_TRAN_MEAN	PN_IN_ARCS_INV_TRAN_MEAN	PN_OUT_ARCS_INV_TRAN_MEAN	FITNESS_50_FREQ	FITNESS_50_RAND	FITNESS_25_FREQ	FITNESS_25_RAND	PRECISION_50_FREQ	PRECISION_50_RAND	PRECISION_25_FREQ	PRECISION_25_RAND	DISCOVERY_ALG	PRECISION	FITNESS	TIME_MARKOV
TIME_MARKOV	0.1327309124056053	0.05991037880366825	0.1279295983592332	0.05540255792932972	0.07015608098412758	0.004931853634694942	0.08089380674388781	0.25179300031446866	0.10204459320734384	0.10214758113964098	0.06200784949215833	0.10179078645082845	0.2624721583076145	0.2624721583076145	0.0008888683100104314	0.059695125312651434	0.04062488532597183	0.14743952972844793	0.35054888612348745	0.3264974545543375	0.1695777783544615	0.06951201290169987	0.010055873780091172	0.06640044378673413	0.03853969477874683	0.16088430103976367	0.24770953004291027	0.17062912794229573	0.2828281776349874	0.09979575057616762	0.015306742189354173	0.011662664030756243	0.1089339802748743	0.1475457835590918	0.10893078966139717	0.10893078966139717			0.07704523345340994	0.07655749624431267	0.13369158368204684	0.14663893116529486	0.1297096272245242	0.14160132024329627	0.18504848581507058	0.22702162621545788	0.17949377357967303	0.21629275642737672	0.041661084349542056	0.1551195160410883	0.06517258746575617	1.0
ABS_MODEL_MAX_DEGREE	0.19564240508457015	0.005183601534741767	0.16901649822118445	0.03380838136047558	0.15118148942329876	0.06647701304021399	0.5124274886300312	0.8004267094392105	0.20069597396923095	0.37324689893774343	0.20331288785947757	0.32408931985168166	0.376212487169801	0.376212487169801	0.3809014951019484	0.23853869856064983	0.05724978959471449	0.05493083869586495	1.0	0.5879868997790232	0.33681546269726564	0.1226445006499424	0.19947181070043246	0.13947514076433828	0.04489886537045142	0.2798822799488193	0.18421472945700926	0.12380522911887837	0.3418901345460633	0.09175020573401181	0.015281766933993648	0.0064539099347337555	0.5646269236738701	0.37412300950287514	0.564623351978369	0.564623351978369			0.0714682809134353	0.08264813443136186	0.11181766115303245	0.18088146354007348	0.08172671745650342	0.17395312579636366	0.44587322446506583	0.5332763267752819	0.45887135900313014	0.5302450129536737	0.12116250049639006	0.31797868976140703	0.13067139088823376	0.35054888612348745
ABS_MODEL_DEGREE_ENTROPY	0.03686436085624085	0.01793848416377876	0.0651645180372274	0.04241618880395504	0.042678188046846775	0.1621583362892939	0.30456649876386016	0.49081127555986137	0.02746503995881346	0.10209969546653318	0.02514239588074404	0.0013644468011037426	0.5502890832901975	0.5502890832901975	0.001162646039229131	0.22073649063873976	0.17556357288780575	0.24015170939449368	0.5879868997790232	1.0	0.07876515002917067	0.05415028051585505	0.2784341655918087	0.2722327020131728	0.0731564718972468	0.31216355890245856	0.26361530989802373	0.20624341324667197	0.0200770629198503	0.34398456120659904	0.20827375744304163	0.10853123579116845	0.1753323571507391	0.30207680474517123	0.17534332232325414	0.17534332232325414			0.06904676683030884	0.06573134234621805	0.019879895259874155	0.005440052754605859	0.02571052262250926	0.03744145959459391	0.28044181918334515	0.35777150475259	0.2519471690081773	0.3391996055132599	0.1549950518082177	0.30220476171321775	0.09866387887659234	0.3264974545543375
PN_SILENT_TRANS	0.015091083607534162	0.03705732012579612	0.028057205973293024	0.08884641356082401	0.2816200368566492	0.059289509411750776	0.12357238259980233	0.141361370442613	0.11294661541805454	0.06321947753804678	0.06410264363460663	0.23438474936431186	0.10423454936765254	0.10423454936765254	0.19959347195801355	0.26442780620012984	0.12469128178989385	0.009865453720999161	0.3418901345460633	0.0200770629198503	0.1694081114422259	0.005390512842099142	0.18784041964685882	0.1598529400726888	0.15067810568448922	0.19886329808607647	0.19053015265972872	0.1631730445196222	1.0	0.6230447999515385	0.21168595936992002	0.05222649199443456	0.4665365651802163	0.32722637838135094	0.4665077152993022	0.4665077152993022			0.2221319815089409	0.22029897028671402	0.0015572242631155717	0.024091456970886858	0.0071408223565257445	0.046735863016177326	0.3143422437884329	0.37345335824093584	0.33694134861868175	0.35054240554776056	0.2159126571974236	0.24224656171894743	0.04399664293182347	0.2828281776349874
ABS_DEGREE_ENTROPY	0.34010390230104315	0.41873633548676215	0.40905435542566254	0.2875435268065798	0.16187062860060028	0.059430005249999605	0.25682045233117784	0.41907402540197025	0.6340046470510993	0.4775030185079423	0.18193952276856185	0.12894608323932774	1.0	1.0	0.16736617352873664	0.46930695865134797	0.7197292359600165	0.4275884014725054	0.376212487169801	0.5502890832901975	0.32780288773277216	0.22523319339945772	0.5369368926434812	0.1164151995201322	0.1742869038690652	0.22801908781386368	0.2137947574121354	0.3244056856982485	0.10423454936765254	0.013534303478542554	0.11888499079132385	0.18264267463082193	0.26678763880015083	0.09054774213533742	0.26680521664551776	0.26680521664551776			0.15452022249901	0.16498873374086787	0.4303037792746199	0.4300058132438031	0.4501696738443554	0.4061308492059854	0.06789629161708609	0.24823371042811937	0.027919378053239807	0.2295261007478234	0.029889477610515944	0.2764473015763621	0.06025058258568248	0.2624721583076145
ABS_DEGREE_ENTROPY_DIV	0.34010390230104315	0.41873633548676215	0.40905435542566254	0.2875435268065798	0.16187062860060028	0.059430005249999605	0.25682045233117784	0.41907402540197025	0.6340046470510993	0.4775030185079423	0.18193952276856185	0.12894608323932774	1.0	1.0	0.16736617352873664	0.46930695865134797	0.7197292359600165	0.4275884014725054	0.376212487169801	0.5502890832901975	0.32780288773277216	0.22523319339945772	0.5369368926434812	0.1164151995201322	0.1742869038690652	0.22801908781386368	0.2137947574121354	0.3244056856982485	0.10423454936765254	0.013534303478542554	0.11888499079132385	0.18264267463082193	0.26678763880015083	0.09054774213533742	0.26680521664551776	0.26680521664551776			0.15452022249901	0.16498873374086787	0.4303037792746199	0.4300058132438031	0.4501696738443554	0.4061308492059854	0.06789629161708609	0.24823371042811937	0.027919378053239807	0.2295261007478234	0.029889477610515944	0.2764473015763621	0.06025058258568248	0.2624721583076145
ABS_EDGES_ONLY_IN_MODEL_W	0.308378749033875	0.18135720416982365	0.29702059331776537	0.047053737481122966	0.06414868806673978	0.06592038654986379	0.7334033604503002	1.0	0.46951130329179824	0.6554499627552068	0.3056968876346323	0.2230266274428783	0.41907402540197025	0.41907402540197025	0.5570022253894026	0.10495212857702291	0.07565704938221404	0.03623591594646114	0.8004267094392105	0.49081127555986137	0.5117979920858158	0.04599714326270225	0.06453283168783625	0.01772365783099016	0.13861291037970994	0.04186222646832061	0.0011576551595664903	0.05833241857799827	0.141361370442613	0.18717299820194158	0.23297118357498586	0.29718796819097043	0.6325041170411186	0.22350438099996095	0.632500280994307	0.632500280994307			0.20264994972611655	0.21583996239286826	0.3287829020906274	0.38996752009189356	0.30439989372371556	0.34683749862007773	0.5343450221458153	0.6532833029725968	0.5248006861859845	0.6599599579748756	0.16304787426602668	0.451615744907462	0.2557273751344707	0.25179300031446866
LOG_AVG_SEQS_LENGTH	0.15413585767693083	0.3054028240319966	0.13391270738061714	0.24287376342617478	0.16029161858679222	0.0521620315477996	0.17373685398098992	0.0011576551595664903	0.4074269814579873	0.3341382136432999	0.010739694486322901	0.11201362124567285	0.2137947574121354	0.2137947574121354	0.10062332562166826	0.5054823941769058	0.4914401219995575	0.27461239161552503	0.18421472945700926	0.26361530989802373	0.18171743844508811	0.31434409981242617	0.4853753666290508	0.3891525145538015	0.12372280006597927	0.7614722744941218	1.0	0.974269671529883	0.19053015265972872	0.2424382431931084	0.525833540151729	0.5419227447809987	0.23924075066251776	0.03257316043596818	0.23925172175446635	0.23925172175446635			0.14278667237787798	0.13501669667914618	0.3769916995530403	0.3600776626182993	0.36467655263210835	0.3633761496376695	0.2699223035996606	0.08904434134292573	0.2718759531814615	0.10131045128496881	0.01170932190669841	0.0321215820328871	0.19040231661566023	0.24770953004291027
PRECISION_50_RAND	0.17742717773247701	0.01065540259056675	0.14726787048770976	0.06633351245394208	0.057681928541351894	0.13549019169025397	0.7823710314889768	0.6532833029725968	0.3143420268696394	0.46177402721226307	0.1345902211124224	0.06489928778358713	0.24823371042811937	0.24823371042811937	0.49296710125026144	0.06539446437325315	0.022655930592256818	0.025091434215742565	0.5332763267752819	0.35777150475259	0.37097889710194254	0.07281095412135521	0.03240567941800071	0.1789129936437922	0.057860787390047304	0.08555143283256225	0.08904434134292573	0.04023048578091159	0.37345335824093584	0.40847260168062094	0.37851617562829626	0.3650709381729999	0.5708680085997174	0.10349493972091386	0.5708716126580794	0.5708716126580794			0.2603158373095149	0.25765842027029673	0.11129517012471242	0.16471384938561923	0.11213750601458033	0.11515152881003841	0.8869429270494951	1.0	0.8611880874113205	0.9686184666409581	0.34566712071107514	0.8714891166248776	0.03645059323081619	0.22702162621545788
PRECISION_25_RAND	0.16915536249733645	0.0027639719109052536	0.13194453178517462	0.0873713662033087	0.044353518722040505	0.12629338005903135	0.7894423410764241	0.6599599579748756	0.3259697723584563	0.48005976103903214	0.1617827609558122	0.09112091527666111	0.2295261007478234	0.2295261007478234	0.5074908402136258	0.07352503308056195	0.03585099721775309	0.04935836026351554	0.5302450129536737	0.3391996055132599	0.3540214510724734	0.083826604888245	0.03493243678523037	0.1715309058995548	0.09344021688813722	0.06740834702831396	0.10131045128496881	0.0541598912562284	0.35054240554776056	0.38680064218246824	0.3938013665176718	0.39029706515049867	0.5585394421108874	0.04952566347047261	0.5585432530750681	0.5585432530750681			0.31450374141371634	0.3118919345240349	0.12494208754106828	0.1868343033349845	0.12047292930301945	0.15128222498807833	0.8723230934648778	0.9686184666409581	0.8552853212513889	1.0	0.3692916135194521	0.8401143896434399	0.00299578505559948	0.21629275642737672
PRECISION_50_FREQ	0.283105682986242	0.13286438340347242	0.2620817681604351	0.021412734611984556	0.10235909892054991	0.09577400754932383	0.6677416659325419	0.5343450221458153	0.11313867004068603	0.30123965516104106	0.11471476140319431	0.08280867644436314	0.06789629161708609	0.06789629161708609	0.4796575831519058	0.10154898081539197	0.1724962524624932	0.1136514916716782	0.44587322446506583	0.28044181918334515	0.2687986410221309	0.1505813245122523	0.1271794472492077	0.22956502405496715	0.09658473090955338	0.223529506393967	0.2699223035996606	0.2467979889833298	0.3143422437884329	0.30432490474028145	0.2149261673441676	0.2099048314958233	0.41519102582715045	0.04527346417655209	0.4151970693885882	0.4151970693885882			0.2569182356784764	0.2468205379315668	0.0557281383680387	0.021387147258477034	0.0599545676004812	0.02973651519113713	1.0	0.8869429270494951	0.9729220702273771	0.8723230934648778	0.31490931838066594	0.7967281069900737	0.1004757753967723	0.18504848581507058
PRECISION_25_FREQ	0.2622609611186286	0.10386006539042805	0.2344577719179125	0.002385504855687573	0.13217699111347478	0.07985480775966922	0.646874899242937	0.5248006861859845	0.08430599666129168	0.2823443725840961	0.13073512780869434	0.11112656478871137	0.027919378053239807	0.027919378053239807	0.4731206383201501	0.13863022451752421	0.1970943060552848	0.11580399562675728	0.45887135900313014	0.2519471690081773	0.26171076892986156	0.15135385777407473	0.14772558568327535	0.22721053022632848	0.10457833405983177	0.2395688733214365	0.2718759531814615	0.24792925338872765	0.33694134861868175	0.28949194864847966	0.20190076459235923	0.18761734362773078	0.4062438451441269	0.04022057906794038	0.4062456067215913	0.4062456067215913			0.23885786270781534	0.23374332939860865	0.05172828894143619	0.02545163963579014	0.06177179979006371	0.024293959821212765	0.9729220702273771	0.8611880874113205	1.0	0.8552853212513889	0.3020572896067348	0.769664226680363	0.13709084229960722	0.17949377357967303
LOG_AVG_EDIT_DIST	0.23724649000812112	0.35544804436976146	0.22778305596090606	0.27535710641017913	0.18689005072103426	0.05607591181381808	0.16938524493620827	0.05833241857799827	0.4928806421930462	0.4062194560232412	0.0820956584597283	0.049420217098809636	0.3244056856982485	0.3244056856982485	0.11457158373928737	0.565278078040969	0.5757382271707586	0.3036090182410229	0.12380522911887837	0.20624341324667197	0.2065248875354621	0.31216938181945514	0.5481103072525335	0.3767887396617082	0.0968089593147783	0.7626123559847638	0.974269671529883	1.0	0.1631730445196222	0.25246431891829646	0.5251430282754919	0.5369587564219748	0.2688425672250787	0.05566605101492866	0.268855695202652	0.268855695202652			0.13230988514325356	0.12449998931726587	0.46604259545833465	0.4342535155737832	0.45533379828263426	0.4177356410332921	0.2467979889833298	0.04023048578091159	0.24792925338872765	0.0541598912562284	0.0006799680346627276	0.04841004386896575	0.2625415810403357	0.17062912794229573
ABS_MODEL_LINK_DENSITY	0.29680896827467174	0.23370017689206743	0.22510808577145944	0.047709008477993066	0.06553740587916226	0.16309857051692447	0.4087028818490754	0.5117979920858158	0.47348046120226145	0.48297375804167364	0.2466458543431864	0.3328313728725389	0.32780288773277216	0.32780288773277216	0.5525749230602932	0.30340028273452196	0.43008905342673937	0.5330069360779658	0.33681546269726564	0.07876515002917067	1.0	0.1118468890523629	0.415904001129814	0.01240565339917194	0.07367533175717213	0.19978363503398702	0.18171743844508811	0.2065248875354621	0.1694081114422259	0.5780693347596738	0.4686577578981409	0.46184804904967003	0.5549279171284157	0.05613859425955933	0.5549291375884873	0.5549291375884873			0.21303278079432705	0.22111925348051664	0.3215562268102185	0.42651200037749204	0.29839244490153155	0.40794485062753727	0.2687986410221309	0.37097889710194254	0.26171076892986156	0.3540214510724734	0.30328015844327927	0.2944570570866551	0.21006977809851923	0.1695777783544615
LOG_PERC_UNIQUE_SEQS	0.38042078431782733	0.6323357864860498	0.38915651497432746	0.2548068277769781	0.34112273622624595	0.14424384002044058	0.18043645996995827	0.04186222646832061	0.5085994213792517	0.4691488443878767	0.13005460832202356	0.09817900008527576	0.22801908781386368	0.22801908781386368	0.079694768596719	0.6260383740611486	0.5398506388719573	0.2870922857844514	0.2798822799488193	0.31216355890245856	0.19978363503398702	0.4928453362130908	0.5914077597931495	0.5538025277266987	0.14555993780489623	1.0	0.7614722744941218	0.7626123559847638	0.19886329808607647	0.3045439835082098	0.5489734485844936	0.5635129777891253	0.21168319968727495	0.1663432091328766	0.2116805729431874	0.2116805729431874			0.0022170212667456763	0.016830165015040713	0.6161395924258588	0.534533767728815	0.6354557191129193	0.5068260623143138	0.223529506393967	0.08555143283256225	0.2395688733214365	0.06740834702831396	0.043037120069448674	0.02017542107454975	0.20119371459441535	0.16088430103976367
PRECISION	0.3707816723377033	0.07537188273674367	0.31977642465549183	0.13990247729226915	0.11937317546081193	0.21963185719667555	0.7714278893069749	0.451615744907462	0.28558137285151447	0.4132099308779353	0.02483147764520223	0.06431915432175914	0.2764473015763621	0.2764473015763621	0.2470138349693575	0.13643216099125527	0.06873559444941545	0.1374327912792906	0.31797868976140703	0.30220476171321775	0.2944570570866551	0.04659138321378397	0.11837060548312921	0.14388320728709247	0.026014927591838266	0.02017542107454975	0.0321215820328871	0.04841004386896575	0.24224656171894743	0.27340585124349603	0.3066937023481897	0.3057167659962458	0.4610711977944901	0.1258358505987861	0.4610742732290924	0.4610742732290924			0.12788272543867182	0.12189900737892348	0.019761724054173847	0.06862635917543518	0.04323421482059757	0.03458584410177584	0.7967281069900737	0.8714891166248776	0.769664226680363	0.8401143896434399	0.12438710698545107	1.0	0.3018094982152642	0.1551195160410883
