	ALIGNMENTS_MARKOV	ABS_EDGES_ONLY_IN_LOG	ABS_EDGES_ONLY_IN_LOG_W	ABS_EDGES_ONLY_IN_LOG_BTW	ABS_EDGES_ONLY_IN_LOG_BTW_NORM	ABS_EDGES_ONLY_IN_LOG_CC	ABS_EDGES_ONLY_IN_MODEL	ABS_EDGES_ONLY_IN_MODEL_W	ABS_MAX_DEGREE	ABS_MAX_DEGREE_DIV	ABS_MAX_CLUSTER	ABS_MAX_CLUSTER_DIV	ABS_DEGREE_ENTROPY	ABS_DEGREE_ENTROPY_DIV	ABS_LINK_DENSITY_DIV	ABS_LOG_MAX_DEGREE	ABS_LOG_DEGREE_ENTROPY	ABS_LOG_LINK_DENSITY	ABS_MODEL_MAX_DEGREE	ABS_MODEL_DEGREE_ENTROPY	ABS_MODEL_LINK_DENSITY	LOG_EVENTS	LOG_EVENTS_TYPES	LOG_SEQS	LOG_UNIQUE_SEQS	LOG_PERC_UNIQUE_SEQS	LOG_AVG_SEQS_LENGTH	LOG_AVG_EDIT_DIST	PN_SILENT_TRANS	PN_PERC_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	PN_IN_ARCS_MEAN	PN_OUT_ARCS_MEAN	PN_IN_ARCS_TRAN_MEAN	PN_OUT_ARCS_TRAN_MEAN	PN_IN_ARCS_INV_TRAN_MEAN	PN_OUT_ARCS_INV_TRAN_MEAN	FITNESS_50_FREQ	FITNESS_50_RAND	FITNESS_25_FREQ	FITNESS_25_RAND	PRECISION_50_FREQ	PRECISION_50_RAND	PRECISION_25_FREQ	PRECISION_25_RAND	DISCOVERY_ALG	PRECISION	FITNESS	TIME_MARKOV
PN_ARCS_MAX	0.029419064005342603	0.043652565370089935	0.015417541688029127	0.06785619614650933	0.22992409967072974	0.010042214656190204	0.20286607788893937	0.22350438099996095	0.12293258350193259	0.018370569273301943	0.02267503445819816	0.22232199517126275	0.09054774213533742	0.09054774213533742	0.008426463895363013	0.26501275446143024	0.13676258118654153	0.006487185038954797	0.37412300950287514	0.30207680474517123	0.05613859425955933	0.12719306670445343	0.2338844202665508	0.1354083067004804	0.06141260014387633	0.1663432091328766	0.03257316043596818	0.05566605101492866	0.32722637838135094	0.01914753281285655	0.06589153957600356	0.14080594893568568	0.5602529117698702	1.0	0.5602644531598324	0.5602644531598324			0.7465003453452648	0.7570995772225031	0.024126846073493028	0.039191865156465486	0.02071945234807435	0.0751066357104639	0.04527346417655209	0.10349493972091386	0.04022057906794038	0.04952566347047261	0.42480374119474457	0.1258358505987861	0.05217549308916217	0.1475457835590918
ABS_LOG_LINK_DENSITY	0.11426414443961878	0.3423330554948703	0.16153733853289423	0.3340759616424276	0.12792961703135536	0.32078931208738715	0.005697767522030791	0.03623591594646114	0.419233500130247	0.2885903663918247	0.017521870398299035	0.13872618812858728	0.4275884014725054	0.4275884014725054	0.32600556562480476	0.4344667564447969	0.7074080098951424	1.0	0.05493083869586495	0.24015170939449368	0.5330069360779658	0.13602316890238553	0.6323250299858458	0.254857398102817	0.12667916050665623	0.2870922857844514	0.27461239161552503	0.3036090182410229	0.009865453720999161	0.33922929916757427	0.2446341752640631	0.20896834288483151	0.1533368607278416	0.006487185038954797	0.15333755642196156	0.15333755642196156			0.01280997858447995	0.03348764356019684	0.2819905133355367	0.34368893828042574	0.28968565215693937	0.3742163593272647	0.1136514916716782	0.025091434215742565	0.11580399562675728	0.04935836026351554	0.08101255073037072	0.1374327912792906	0.01910169740368374	0.14743952972844793
FITNESS_50_RAND	0.7069860436833035	0.6045174233369728	0.7232220030114219	0.28927230605930127	0.2258081509167189	0.0819326312737913	0.2637529262364027	0.38996752009189356	0.5836299544813779	0.5297259142982305	0.32644297676102285	0.15638628238499178	0.4300058132438031	0.4300058132438031	0.08577221257063661	0.4872223074549706	0.5063546599885853	0.34368893828042574	0.18088146354007348	0.005440052754605859	0.42651200037749204	0.22725010642183316	0.546582075377467	0.3032254813259871	0.009484390927587856	0.534533767728815	0.3600776626182993	0.4342535155737832	0.024091456970886858	0.3591732732264762	0.5077866379275127	0.520277916859166	0.4663994204303093	0.039191865156465486	0.46639805373944143	0.46639805373944143			0.1516327930933702	0.16090326007654865	0.897920172039148	1.0	0.8849177204933599	0.9000086784526354	0.021387147258477034	0.16471384938561923	0.02545163963579014	0.1868343033349845	0.18155239493626332	0.06862635917543518	0.44505890067300274	0.14663893116529486
FITNESS_25_RAND	0.6659600758322431	0.5845663865311223	0.6717435695433903	0.35249698406173674	0.12163540392302188	0.03856984344088739	0.2305418904427813	0.34683749862007773	0.5057945589253975	0.43178889387976044	0.18155599099604572	0.16013053492277207	0.4061308492059854	0.4061308492059854	0.02596675794820939	0.41719632257779804	0.5033171508634666	0.3742163593272647	0.17395312579636366	0.03744145959459391	0.40794485062753727	0.250444979519092	0.49761506010876916	0.39529743221842867	0.034094602720604876	0.5068260623143138	0.3633761496376695	0.4177356410332921	0.046735863016177326	0.3605216057641738	0.49352216836283996	0.49675454693396653	0.4571801879824247	0.0751066357104639	0.4571779196607315	0.4571779196607315			0.09089211911755687	0.10843018893350928	0.8364014555647619	0.9000086784526354	0.8232609017377347	1.0	0.02973651519113713	0.11515152881003841	0.024293959821212765	0.15128222498807833	0.20575366449776258	0.03458584410177584	0.4243633121644859	0.14160132024329627
FITNESS_50_FREQ	0.7701692264971962	0.7047880266676874	0.806569596202986	0.2991317482402072	0.307327449158324	0.22696062381252102	0.17520104522201718	0.3287829020906274	0.5615531385059397	0.5211747555377609	0.334168929041646	0.09533840996990371	0.4303037792746199	0.4303037792746199	0.00018471752783236493	0.49852030286475707	0.48794441519164466	0.2819905133355367	0.11181766115303245	0.019879895259874155	0.3215562268102185	0.3145542479586889	0.5301400636214512	0.3348620295104174	0.04158402846395952	0.6161395924258588	0.3769916995530403	0.46604259545833465	0.0015572242631155717	0.31587773852225287	0.48978164328054	0.49856516906310916	0.41152338897957086	0.024126846073493028	0.4115250550426545	0.4115250550426545			0.08909267487298565	0.0988969415576607	1.0	0.897920172039148	0.9882774782359661	0.8364014555647619	0.0557281383680387	0.11129517012471242	0.05172828894143619	0.12494208754106828	0.12438316097378121	0.019761724054173847	0.47572102746272926	0.13369158368204684
ALIGNMENTS_MARKOV	1.0	0.5555371579042327	0.9486881250788413	0.026441136331719996	0.3616492212834927	0.38090765811871147	0.07410145019006413	0.308378749033875	0.42502206923778596	0.3593373454114988	0.35977988157289204	0.2104077024773512	0.34010390230104315	0.34010390230104315	0.09759512617275762	0.3275433599259714	0.36619312612739086	0.11426414443961878	0.19564240508457015	0.03686436085624085	0.29680896827467174	0.20374931833929544	0.351650172980233	0.22345969259937484	0.002408873830360484	0.38042078431782733	0.15413585767693083	0.23724649000812112	0.015091083607534162	0.11949297721226838	0.1371543051863901	0.14858883967976447	0.24072903940647122	0.029419064005342603	0.24072354091023637	0.24072354091023637			0.0586705673636061	0.0741317586436188	0.7701692264971962	0.7069860436833035	0.7655585673095122	0.6659600758322431	0.283105682986242	0.17742717773247701	0.2622609611186286	0.16915536249733645	0.01972526285339529	0.3707816723377033	0.47294603842977057	0.1327309124056053
FITNESS_25_FREQ	0.7655585673095122	0.7359471041591619	0.8007282159824919	0.29012079482515574	0.32712954382474807	0.23905070042317073	0.1673038118577371	0.30439989372371556	0.5688018428175047	0.5194433484966797	0.3141949810395492	0.07176822393314863	0.4501696738443554	0.4501696738443554	0.028147844835141964	0.5188057702862717	0.5062873557999696	0.28968565215693937	0.08172671745650342	0.02571052262250926	0.29839244490153155	0.34616989406772564	0.5433293377611905	0.34007085581768526	0.07550755046985308	0.6354557191129193	0.36467655263210835	0.45533379828263426	0.0071408223565257445	0.29160207905193214	0.46742428282587756	0.475941722473028	0.38964684890605067	0.02071945234807435	0.38964574286275644	0.38964574286275644			0.08427065474269908	0.09415271367606691	0.9882774782359661	0.8849177204933599	1.0	0.8232609017377347	0.0599545676004812	0.11213750601458033	0.06177179979006371	0.12047292930301945	0.09547271538953728	0.04323421482059757	0.41700509584416356	0.1297096272245242
ABS_EDGES_ONLY_IN_LOG_W	0.9486881250788413	0.6023151783465293	1.0	0.0976001666030869	0.3658643929154568	0.35532683206999804	0.0690498927018653	0.29702059331776537	0.5200606008837951	0.4220677661562617	0.3893678911210408	0.1869612680430671	0.40905435542566254	0.40905435542566254	0.01933275597771858	0.43291338257482226	0.42525411764538307	0.16153733853289423	0.16901649822118445	0.0651645180372274	0.22510808577145944	0.22845994357886815	0.45458759436193236	0.2226744213263444	0.04429036462093517	0.38915651497432746	0.13391270738061714	0.22778305596090606	0.028057205973293024	0.08153723084491964	0.09517023521926976	0.10907439457195114	0.20827610458354606	0.015417541688029127	0.20826507334431676	0.20826507334431676			0.10721063580747471	0.12351087115884309	0.806569596202986	0.7232220030114219	0.8007282159824919	0.6717435695433903	0.2620817681604351	0.14726787048770976	0.2344577719179125	0.13194453178517462	0.012194808746147938	0.31977642465549183	0.4283444961876295	0.1279295983592332
PN_ARCS_MEAN	0.24072903940647122	0.2752446572612668	0.20827610458354606	0.1256474887349044	0.06382334861775717	0.026173313137882508	0.6396978265975962	0.6325041170411186	0.3386921562521437	0.4416766898805516	0.1414917423750105	0.24423660709030062	0.26678763880015083	0.26678763880015083	0.46093842524404854	0.08138888824573205	0.14486993493365255	0.1533368607278416	0.5646269236738701	0.1753323571507391	0.5549279171284157	0.09639000206344146	0.12597612131143676	0.01713870776342618	0.07610646029070542	0.21168319968727495	0.23924075066251776	0.2688425672250787	0.4665365651802163	0.5678617656432111	0.5019435310574325	0.43110283528990945	1.0	0.5602529117698702	0.999999993422128	0.999999993422128			0.2029356976377919	0.20978350474325344	0.41152338897957086	0.4663994204303093	0.38964684890605067	0.4571801879824247	0.41519102582715045	0.5708680085997174	0.4062438451441269	0.5585394421108874	0.1103370852648616	0.4610711977944901	0.250143799970437	0.1089339802748743
PN_IN_ARCS_MEAN	0.24072354091023637	0.27522587800131554	0.20826507334431676	0.1256219993123203	0.06380003318224677	0.026187200396111672	0.6397021133962223	0.632500280994307	0.3386939363941267	0.4416733186160506	0.1414933432166317	0.24423826814386743	0.26680521664551776	0.26680521664551776	0.4609351777135721	0.0813939845496032	0.14488223470967435	0.15333755642196156	0.564623351978369	0.17534332232325414	0.5549291375884873	0.09638806479159998	0.12597881264848343	0.017136623341078253	0.0761049032828569	0.2116805729431874	0.23925172175446635	0.268855695202652	0.4665077152993022	0.5678391479796434	0.5019359802424698	0.4311039111026791	0.999999993422128	0.5602644531598324	1.0	1.0			0.20294574244674063	0.20979526958337738	0.4115250550426545	0.46639805373944143	0.38964574286275644	0.4571779196607315	0.4151970693885882	0.5708716126580794	0.4062456067215913	0.5585432530750681	0.11031745108814828	0.4610742732290924	0.2501583243330223	0.10893078966139717
