	ALIGNMENTS_MARKOV	ABS_EDGES_ONLY_IN_LOG	ABS_EDGES_ONLY_IN_LOG_W	ABS_EDGES_ONLY_IN_LOG_BTW	ABS_EDGES_ONLY_IN_LOG_BTW_NORM	ABS_EDGES_ONLY_IN_LOG_CC	ABS_EDGES_ONLY_IN_MODEL	ABS_EDGES_ONLY_IN_MODEL_W	ABS_MAX_DEGREE	ABS_MAX_DEGREE_DIV	ABS_MAX_CLUSTER	ABS_MAX_CLUSTER_DIV	ABS_DEGREE_ENTROPY	ABS_DEGREE_ENTROPY_DIV	ABS_LINK_DENSITY_DIV	ABS_LOG_MAX_DEGREE	ABS_LOG_DEGREE_ENTROPY	ABS_LOG_LINK_DENSITY	ABS_MODEL_MAX_DEGREE	ABS_MODEL_DEGREE_ENTROPY	ABS_MODEL_LINK_DENSITY	PN_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	LOG_EVENTS	LOG_EVENTS_TYPES	LOG_SEQS	LOG_UNIQUE_SEQS	LOG_PERC_UNIQUE_SEQS	LOG_AVG_SEQS_LENGTH	LOG_AVG_EDIT_DIST	FITNESS_50_FREQ	FITNESS_50_RAND	FITNESS_25_FREQ	FITNESS_25_RAND	PRECISION_LOG_50_FREQ	PRECISION_LOG_50_RAND	PRECISION_LOG_25_FREQ	PRECISION_LOG_25_RAND	DISCOVERY_ALG	PRECISION	FITNESS
FITNESS	0.9381053205524211	0.7991504290001817	0.9154059458408137	0.2516708628565418	0.3277613449385816	0.2924319066897182	0.23957915490121182	0.36040434849705055	0.5288783216803895	0.5021358590890369	0.042918074140002434	0.04007381361811803	0.3727960541909505	0.3727960541909505	0.503156883637176	0.4033649120620043	0.4177657941257308	0.5156781122862296	0.23863326593054113	0.2881712624730058	0.23146267161159592	0.006961359865337347	0.5239374681194557	0.5328602469788039	0.49313853781710254	0.03817498892227524	0.31192749345308685	0.5506313253633968	0.29694678961206933	0.1794370693865084	0.6009248999573717	0.3598875939547216	0.4798059088632086	0.9761520342473328	0.9159385418234379	0.9699456763407127	0.8623704312244376	0.03076455028423224	0.1888648280429329	0.04609631333491428	0.20439963805511144	0.057343326241102464	0.23765902763364968	1.0
FITNESS_50_FREQ	0.9488949086233837	0.8309653335507322	0.936590094466138	0.2922885591223721	0.37137469768193876	0.31629048400896226	0.22927257528159797	0.3328637015316319	0.5367967331955474	0.5058502421860396	0.09708992951045373	0.014791293591278383	0.35617191146479854	0.35617191146479854	0.5273392188301081	0.4371489008328332	0.45890363088924485	0.5703649186884446	0.19998424534072895	0.2632206677965521	0.263909370824091	0.043727093369187446	0.539701658642914	0.5586924275981408	0.45526059974902616	0.01175233454969292	0.3684517937495579	0.5912917226278704	0.32783589507882954	0.16742770607775362	0.6651936357144979	0.4190686646243953	0.5405879739183083	1.0	0.8964029232633595	0.9911471576103443	0.814922880447685	0.026833612987878796	0.15695099812423477	0.008822699776978965	0.16293825022581526	0.04348153795029027	0.20488834495650698	0.9761520342473328
FITNESS_25_FREQ	0.9450030019714768	0.8403111378346599	0.9368164621466899	0.26388460776505324	0.3893002276093339	0.3037477681828548	0.19218188953898563	0.3125890080392151	0.5117515525585635	0.48326564517580023	0.09140556514599292	0.03541975924090308	0.3384703791309447	0.3384703791309447	0.5139676450503352	0.42928863790215926	0.4533344969081967	0.5651480952517479	0.17459001626799245	0.24685828378472918	0.27051141598190365	0.048641405504512625	0.5017196138315141	0.5225406731052835	0.4214091836225296	0.010268878748380127	0.38569883953354306	0.5853926352041139	0.3321568317106744	0.16579194241152373	0.6697113471023021	0.39520078379088736	0.5233397746471593	0.9911471576103443	0.8824735089538502	1.0	0.8064613025776719	0.043748835789824685	0.13552404328249243	0.02987619410350998	0.13847377611364156	0.03129545177330302	0.17889375121964382	0.9699456763407127
ALIGNMENTS_MARKOV	1.0	0.8037443886438704	0.9818711546213997	0.30148705914508156	0.3909965983726899	0.2533168223142387	0.25737601412592664	0.37400546491299874	0.5626708447023122	0.5276819955138685	0.07308919472944668	0.01292327170282792	0.3929138238064342	0.3929138238064342	0.5622122449931004	0.4506622101736297	0.5113176416983429	0.5322644698475922	0.22815137231556099	0.2914249486082658	0.21550139408157828	0.024885628961221776	0.48764786858514914	0.5093204626064245	0.4767848471852	0.04258793917515439	0.3161175819248048	0.601234134199388	0.2801104669388817	0.1096254496469753	0.6292337964814314	0.39196508019275	0.5149795679755431	0.9488949086233837	0.8616692412726551	0.9450030019714768	0.7960962795910556	0.01347858279784513	0.1955212926024895	0.019076446094927993	0.18249115889626813	0.021539243260743475	0.2507107224921302	0.9381053205524211
FITNESS_50_RAND	0.8616692412726551	0.7435888797393542	0.8502852238368361	0.3348570078735099	0.2964942756022806	0.2843570389043696	0.275242984486822	0.3652864386374039	0.5656644300861492	0.5080040781270243	0.06353364555066578	0.06754244207859053	0.393296322879125	0.393296322879125	0.5573856726997278	0.4194398613369492	0.46595243494771826	0.5118385485871466	0.284558381706049	0.2994836126172647	0.19198530925044704	0.029184207116967058	0.5362235151648044	0.5608880997447961	0.49605836261339825	0.029018043228383375	0.25375641784878306	0.5987351713583997	0.2914594421447751	0.12885905821344268	0.5681685665499175	0.3866311141201245	0.4898408787308276	0.8964029232633595	1.0	0.8824735089538502	0.8915774188486291	0.034049156215221886	0.1826511667560166	0.055312515685328	0.199932057707249	0.10638097186013144	0.2314371350029577	0.9159385418234379
ABS_EDGES_ONLY_IN_LOG_W	0.9818711546213997	0.801178318540956	1.0	0.3504963173650866	0.4020368732536455	0.21474027502781445	0.2587518780249487	0.38297868433797344	0.609125258903193	0.5651442918911069	0.13874976364924463	0.057387259839800225	0.41191323112302947	0.41191323112302947	0.6292288338637472	0.4838970145590068	0.5535603309544473	0.549208146350142	0.25476573005312314	0.3019309679364911	0.1887235931842675	0.0342670132683775	0.42991152331700344	0.4622577191360313	0.4555285545885622	0.003963289027600839	0.32222979552875497	0.6409365006955902	0.27743888954580015	0.07471044653091459	0.6141212147383631	0.33855200133274876	0.4609679811652853	0.936590094466138	0.8502852238368361	0.9368164621466899	0.7704842494183555	0.028940237279653554	0.20677622614378088	0.03726450281966063	0.19700475892395314	0.001500497487788164	0.252223596168617	0.9154059458408137
FITNESS_25_RAND	0.7960962795910556	0.7017258943634685	0.7704842494183555	0.28607489818634135	0.17273726117828772	0.2159790348483948	0.2588521456194753	0.33453464104488684	0.4736377849825117	0.4117697265873308	0.07547168211209486	0.05840931721637028	0.3671068063787137	0.3671068063787137	0.4729907448805318	0.3233341384467639	0.3877484722935487	0.41880695367845006	0.27968298223879656	0.2889350888236204	0.1935402039674098	0.013600916727821499	0.5260686570218632	0.5371609379341165	0.495229644044923	0.06702923471990099	0.2817693333604536	0.5354402127589637	0.39097806516740075	0.1867576298014528	0.5297270431475836	0.3904570608540517	0.4649983744217829	0.814922880447685	0.8915774188486291	0.8064613025776719	1.0	0.006707078065320669	0.14161006981725063	0.016798425640177	0.17724668769623636	0.14263533750174012	0.18849505963685736	0.8623704312244376
ABS_EDGES_ONLY_IN_LOG	0.8037443886438704	1.0	0.801178318540956	0.21741463128465538	0.31919846075692965	0.22447837913025057	0.21537396335131212	0.21111382574118198	0.41185779815027457	0.41347285044596405	0.05695192607363402	0.05111984908428657	0.24947214421328184	0.24947214421328184	0.46433872598889986	0.33248506116568705	0.4363616871588384	0.5038269435537452	0.15808684423431352	0.16227568860886435	0.29773897396251775	0.03734943025868911	0.5889825894906173	0.5756382491407314	0.4050698274513455	0.0785853451531061	0.43167621339308854	0.5688233328350525	0.40358980716538934	0.316768689833602	0.7467917628547984	0.4881505950233822	0.6055745637883663	0.8309653335507322	0.7435888797393542	0.8403111378346599	0.7017258943634685	0.11248616197799648	0.05833315773921056	0.09143133891011675	0.06241036908212756	0.14403035692758281	0.11122543652129556	0.7991504290001817
LOG_PERC_UNIQUE_SEQS	0.6292337964814314	0.7467917628547984	0.6141212147383631	0.31746169086564896	0.39595264220940773	0.21950115226254566	0.048460302351435953	0.21181223500297977	0.32376595709761774	0.28651713928846423	0.036207407552898196	0.07118676245802975	0.174555775046232	0.174555775046232	0.3465280644718526	0.4959150836427678	0.48600428788948036	0.6490858923254035	0.18561630303729884	0.272792363869942	0.4932122302970036	0.2617549357138279	0.528964204564086	0.5575651163682883	0.15895370015458915	0.24064339587224953	0.5500533927253393	0.5757934129172874	0.5632097603598606	0.23660652173284835	1.0	0.7914846004624722	0.8423124514705584	0.6651936357144979	0.5681685665499175	0.6697113471023021	0.5297270431475836	0.3176763794201204	0.18128853592189512	0.31391982108089794	0.15929981540842397	0.025640976411473913	0.14620200265533606	0.6009248999573717
LOG_EVENTS_TYPES	0.601234134199388	0.5688233328350525	0.6409365006955902	0.5987320769018641	0.4668763218906757	0.12732856687811736	0.010689587490623365	0.02175130435938375	0.6337008362211635	0.40829414613086673	0.47936840766556704	0.3376595710541653	0.1322816016692606	0.1322816016692606	0.7818100236778747	0.7957983356317667	0.8603168212710512	0.773724388360911	0.09805345236459623	0.03936901581470835	0.4615497153105713	0.273091812855684	0.33119645113522356	0.37015927717323577	0.023806116945328467	0.3462857982827462	0.21686741530953682	1.0	0.24819319363316494	0.02727112565642428	0.5757934129172874	0.4529381515023156	0.538810140191409	0.5912917226278704	0.5987351713583997	0.5853926352041139	0.5354402127589637	0.20942478787379865	0.06683271588233959	0.19646502681191877	0.06374087044788886	0.18510946396127426	0.028060755378449743	0.5506313253633968
