breadscrum,cod_item,cod_item_pai,nome
1:193:385:12678:12684,12684,12678,Provimento em Parte (Registro Deferido)
1:193:385:12678:12685,12685,12678,Provimento em Parte (Registro Indeferido)
1:193:385:12678:12686,12686,12678,Provimento em Parte (Registro Cancelado)
1:193:385:12678:12687,12687,12678,Provimento em Parte (Registro Cassado)
1:193:385:12678:12688,12688,12678,Provimento em Parte (Registro Sem Julgamento)
1:193:385:12678:12689,12689,12678,Não-Provimento (Registro Deferido)
1:193:385:12678:12690,12690,12678,Não-Provimento (Registro Indeferido)
1:193:385:12678:12691,12691,12678,Não-Provimento (Registro Cancelado)
1:193:385:12678:12692,12692,12678,Não-Provimento (Registro Cassado)
1:193:385:12678:12693,12693,12678,Não-Provimento (Registro Sem Julgamento)
1:193:385:12678:12694,12694,12678,Acolhimento (Registro Deferido)
1:193:385:12678:12695,12695,12678,Acolhimento (Registro Indeferido)
1:193:385:12678:12696,12696,12678,Acolhimento (Registro Cancelado)
1:193:385:12678:12697,12697,12678,Acolhimento (Registro Cassado)
1:193:385:12678:12698,12698,12678,Acolhimento (Registro Sem Julgamento)
1:193:385:12678:12699,12699,12678,Não-Acolhimento (Registro Deferido)
1:193:385:12678:12700,12700,12678,Não-Acolhimento (Registro Indeferido)
1:193:385:12678:12701,12701,12678,Não-Acolhimento (Registro Cancelado)
1:193:385:12678:12702,12702,12678,Não-Acolhimento (Registro Cassado)
1:193:385:12678:12703,12703,12678,Não-Acolhimento (Registro Sem Julgamento)
1:193:385:12678:12704,12704,12678,Anulação de Acórdão (Registro Deferido)
1:193:385:12678:12705,12705,12678,Anulação de Acórdão (Registro Indeferido)
1:193:385:12678:12706,12706,12678,Anulação de Acórdão (Registro Cancelado)
1:193:385:12678:12707,12707,12678,Anulação de Acórdão (Registro Cassado)
1:193:385:12678:12708,12708,12678,Anulação de Acórdão (Registro Sem Julgamento)
1:193:218:12709:12710,12710,12709,Anulação de Acórdão (Registro Deferido)
1:193:218:12709:12711,12711,12709,Anulação de Acórdao (Registro Indeferido)
1:193:218:12709:12712,12712,12709,Anulação de Acórdão (Registro Cancelado)
1:193:218:12709:12713,12713,12709,Anulação de Acórdão (Registro Cassado)
1:193:218:12709:12714,12714,12709,Anulação de Acórdão (Registro Sem Julgamento)
1:193:218:12709:12715,12715,12709,Não Conhecimento (Registro Deferido)
1:193:218:12709:12716,12716,12709,Não Conhecimento (Registro Indeferido)
1:193:218:12709:12717,12717,12709,Não Conhecimento (Registro Cancelado)
1:193:218:12709:12718,12718,12709,Não Conhecimento (Registro Cassado)
1:193:218:12709:12719,12719,12709,Não Conhecimento (Registro Sem Julgamento)
1:193:218:12709:12720,12720,12709,Negação de Seguimento (Registro Deferido)
1:193:218:12709:12721,12721,12709,Negação de Seguimento (Registro Indeferido)
1:193:218:12709:12722,12722,12709,Negação de Seguimento (Registro Cancelado)
1:193:218:12709:12723,12723,12709,Negação de Seguimento (Registro Cassado)
1:193:218:12709:12724,12724,12709,Negação de Seguimento (Registro Sem Julgamento)
1:3:378:12733,12733,378,Homologação do Acordo de Não Persecução Penal
1:3:157:12734,12734,157,Revogação do Acordo de Não Persecução Penal
1:193:385:973:12735,12735,973,Extinção de Punibilidade em Razão do Cumprimento de Acordo de Não Persecução Penal
1:3:12736,12736,3,Unificação de Processos de Execução
1:3:157:12737,12737,157,Revogação da Suspensão Condicional do Processo
1:193:385:12738,12738,385,Homologação de Transação Penal
14:48:970:12739,12739,970,Admonitória
14:48:970:12740,12740,970,de Conciliação
14:48:970:12741,12741,970,de Acolhimento
14:48:970:12742,12742,970,de Custódia
14:48:970:12743,12743,970,de Interrogatório
14:48:970:12744,12744,970,de Justificação
14:48:970:12745,12745,970,do art. 16 da Lei 11.340
14:48:970:12746,12746,970,em Execução
14:48:970:12747,12747,970,Inicial
14:48:970:12749,12749,970,de Instrução
14:48:970:12750,12750,970,de Instrução e Julgamento
14:48:970:12751,12751,970,de Julgamento
14:48:970:12752,12752,970,de Mediação
14:48:970:12753,12753,970,Preliminar
14:48:12759,12759,48,Realização de Procedimento Restaurativo
1:3:12765:12766,12766,12765,Por Divergência de Entendimento com o STF
1:3:12765:12767,12767,12765,Por Divergência de Entendimento com Tribunal Superior
1:3:12768,12768,3,Manutenção de Acórdão
1:3:12769,12769,3,Desclassificação de Delito
1:193:385:12661:12792,12792,12661,Procedência da Impugnação (Registro Cassado)
14,14,0,Serventuário
14:15,15,14,Contador
14:18,18,14,Distribuidor
14:104,104,14,Oficial de Justiça
1:11009:11021,11021,11009,Conversão
1:11009:11023,11023,11009,Concessão
14:865:12029,12029,865,Recebe Teste
14:48:12101,12101,48,Inclusão do processo para julgamento eletrônico
14:48:12102,12102,48,"Adiamento do julgamento (CPC, art. 935)"
1:3:12163,12163,3,Outras Decisões
1:3:160:12262,12262,160,Emenda a inicial
14:48:12276:12279,12279,12276,Fim
1:193:385:12450,12450,385,impugnação à execução
14:12522:12525:12526:12535,12535,12526,Frutífera
14:12522:12525:12526:12536,12536,12526,Infrutífera
14:12522:12525:12527:12537,12537,12527,Não-realizada
14:12522:12525:12527:12537:12538,12538,12537,Infrutífera
14:12522:12525:12527:12539,12539,12527,Infrutífera
14:12522:12525:12527:12540,12540,12527,Frutífera
14:12522:12525:12526:12610,12610,12526,Parcial
14:12522:12525:12527:12611,12611,12527,Parcial
14:48:12655:12656,12656,12655,Partido Movimentado
1:193:385:12661:12670:12671,12671,12670,Procedência em Parte da Impugnação (Registro Cassado)
1:193:385:12678,12678,385,Registro de Candidatura
1:193:218:12709,12709,218,Registro de Candidatura
14:48:970:12747:12748,12748,12747,de Instrução
1:3:12765,12765,3,Envio para Juízo de Retratação 
