breadscrum,cod_item,cod_item_pai,nome
2:1106:1107:26:62:12137,12137,62,Requerimento de Apreensão de Veículo
2:1106:1107:26:62:12138,12138,62,Requerimento de Reintegração de Posse
2:214:237:12139,12139,237,Contestação em Foro Diverso
2:214:215:12153,12153,215,Embargos Parciais à Ação Monitória
2:158:159:12154,12154,159,Execução de Título Extrajudicial
1310:12190,12190,1310,Suspensão Nacional do Incidente de Resolução de Demandas Repetitivas
1310:12191,12191,1310,Tutela Provisória Antecedente
1310:12192,12192,1310,Tutela Provisória Incidental
11427:11529:12193,12193,11529,Prestação de Contas Eleitorais
2:1106:1107:26:50:12226,12226,50,Notificação
2:1106:1107:26:50:12227,12227,50,Interpelação
2:1106:1107:26:50:12228,12228,50,Protesto
2:1106:1107:26:50:12229,12229,50,Protesto formado a bordo
547:1385:1386:12230,12230,1386,Guarda c/c destituição do poder familiar
2:1106:155:12231,12231,155,Cumprimento de sentença - Lei Arbitral (Lei 9.307/1996)
2:214:12232,12232,214,Ação de Partilha
2:1106:1107:26:50:12233,12233,50,Tutela Cível
2:1106:1107:26:50:12234,12234,50,Curatela
2:1106:155:12246,12246,155,Cumprimento de Sentença de Obrigação de Prestar Alimentos
2:158:159:12247,12247,159,Execução Extrajudicial de Alimentos
1198:12248,12248,1198,Pedido de Cooperação Jurisdicional
1310:12249,12249,1310,Suspensão em IRDR
5:12250,12250,5,Suspensão em IRDR
2:158:1111:12251,12251,1111,Execução de Título Judicial - CEJUSC
2:214:237:12357,12357,237,Pedido de Efeito Suspensivo à Apelação
2:1106:1107:26:50:12369,12369,50,Tomada de Decisão Apoiada
2:1106:1107:26:62:12370,12370,62,Tomada de Decisão Apoiada
2:1106:1107:26:50:12371,12371,50,Alteração de Regime de Bens
2:1106:1107:26:50:12372,12372,50,Divórcio Consensual
2:1106:1107:26:50:12373,12373,50,Divórcio Litigioso
2:1106:1107:26:50:12374,12374,50,Homologação da Transação Extrajudicial
2:1106:1107:26:27:12375,12375,27,Reclamação
2:1106:1107:26:27:12376,12376,27,Regulação de Avaria Grossa
11427:11534:12377,12377,11534,Prestação de Contas Anual
547:1385:10969:12386,12386,10969,Incidente de Impedimento Infância e Juventude
547:1385:10969:12388,12388,10969,Incidente de Suspeição Infância e Juventude
2:1106:1107:26:62:12389,12389,62,Ação de Partilha
2:214:1070:12391,12391,1070,Incidente de Uniformização de Jurisprudência
268:284:285:12394,12394,285,Revisão Criminal
547:1459:12071:12423,12423,12071,Medidas Protetivas de Urgência (Lei Maria da Penha) Infracional
547:1459:12071:12424,12424,12071,Medidas Protetivas - Estatuto do Idoso Infracional
11427:12464,12464,11427,Corregedoria Eleitoral
11427:12464:12465,12465,12464,Petição Corregedoria
11427:12464:12466,12466,12464,Inquérito Administrativo
2:1106:1107:26:27:12541,12541,27,Divórcio Litigioso
11427:11540:12549,12549,11540,Cancelamento de Inscrição Eleitoral (CIE)
11427:11529:12550,12550,11529,Composição de Mesa Receptora
11427:11540:12551,12551,11540,Descarte de Material
11427:12552,12552,11427,Direitos Políticos
11427:11540:12553,12553,11540,Duplicidade/Pluralidade de Inscrições - Coincidências
11427:11534:12554,12554,11534,Filiação Partidária
11427:11529:12555,12555,11529,Impugnação à Composição de Junta Eleitoral
11427:11529:12556,12556,11529,Impugnação Perante as Juntas Eleitorais
11427:11540:12557,12557,11540,Recurso/Impugnação de Alistamento Eleitoral
11427:11529:12558,12558,11529,Registro de Debates
11427:11540:12559,12559,11540,Regularização de Situação do Eleitor
11427:11534:12560,12560,11534,Lista de Apoiamento para Criação de Partido Político
11427:11529:12561,12561,11529,Notícia de Irregularidade em Propaganda Eleitoral
11427:11540:12562,12562,11540,PET-ADM
11099:12613,12613,11099,Pedido de Conciliação Pré-Processual
11427:11529:12625,12625,11529,Direito de Resposta
11427:11547:12626,12626,11547,Agravo em Recurso Especial Eleitoral
11427:11525:12627,12627,11525,Ação Rescisória Eleitoral
11427:11534:12628,12628,11534,Ação de Justificação de Desfiliação Partidária/Perda de Cargo Eletivo
11427:11534:12629,12629,11534,Pedido de Novas Eleições
11427:11529:12630,12630,11529,Representação Especial
11427:11534:12631,12631,11534,Requerimento de Regularização de Omissão de Prestação de Contas Anual
11427:11529:12633,12633,11529,Requerimento de Regularização de Omissão de Prestação de Contas Eleitorais
385:12727,12727,385,Execução de Pena de Multa
385:12728,12728,385,Transferência Entre Estabelecimentos Penais
385:12729,12729,385,Execução de Medidas Alternativas
2:197:1071:12760,12760,1071,Recurso de Julgamento Parcial 
2:1106:1107:26:27:12761,12761,27,Homologação do Penhor Legal
2:1106:1107:26:50:12762,12762,50,Extinção Consensual de União Estável
2:1106:1107:26:27:12763,12763,27,Reconhecimento e Extinção de União Estável
2:1106:1107:26:27:12764,12764,27,Separação Contenciosa
1310:12775,12775,1310,Ação Direta de Inconstitucionalidade por Omissão
1310:12776,12776,1310,Arguição de Impedimento
1310:12777,12777,1310,Exceção de Incompetência
1310:12778,12778,1310,Exceção de Litispendência
1310:12779,12779,1310,Proposta de Súmula Vinculante
1310:12780,12780,1310,Admissão de Assistente
1310:12781,12781,1310,Impugnação ao Valor da Causa
1310:12782,12782,1310,Incidente de Falsidade
1310:12783,12783,1310,Oposição
1310:12784,12784,1310,Suspeição de Perito
1310:12785,12785,1310,Embargos à Execução
1310:12786,12786,1310,Cumprimento de Sentença
1310:12788,12788,1310,Execução contra a Fazenda Pública
1310:12789,12789,1310,Execução de Pena
1310:12790,12790,1310,Extensão
1310:12791,12791,1310,Incidente de Assunção de Competência
11427:12058,12058,11427,Suspensão de Segurança
385:406:12124,12124,406,Roteiro de Pena
2:1106:1107:26:62:12390,12390,62,ação de partilha
11427:11534:12632,12632,11534,Requerimento de Regularização de Omissão de Prestação de Contas Anual
1310:12786:12787,12787,12786,Execução contra a Fazenda Pública
