Justiça	Tribunal	UF	Tipo de unidade	Classificação da unidade	case:court:code	Unidade Judiciária	Município sede	Estoque	Taxa de congestionamento líquida	Taxa de congestionamento total
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JE - JUIZADO ESPECIAL;	7961	CAPITAL VIII JUI ESP CRIM	RIO DE JANEIRO	340	0.1222	0.1876
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JE - JUIZADO ESPECIAL;	63526	ITALVA-CARDOSO MOREIRA P ATEN JEAC	CARDOSO MOREIRA	0	0.0	0.5354
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JE - JUIZADO ESPECIAL;	11379	NILOPOLIS I J VIO E ESP CRIM	NILOPOLIS	0	0.0	0.5354
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63567	CAPITAL CARTORIO UNICO JUST ITIN ERRAD SUBREG NASC	RIO DE JANEIRO	435	1.0	1.0
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63537	CAPITAL PROJETO JUSTICA ITINERANTE - COMP MARE	RIO DE JANEIRO	451	1.0	1.0
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63467	JAPERI JUSTICA ITINERANTE	JAPERI	620	0.574	0.5894
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63732	SANTA CRUZ REGIONAL PROJETO JUST. ITINERANTE	RIO DE JANEIRO	333	0.9901	0.9911
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63588	DUQUE DE CAXIAS PROJ.JUSTICA ITINERANTE	DUQUE DE CAXIAS	3186	0.6496	0.6889
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63380	CAPITAL PROJETO JUSTICA ITINERANTE - ROCINHA	RIO DE JANEIRO	147	0.9929	0.9932
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63621	TRES RIOS-AREAL-LEVY GASPARIAN PROJ JUS ITI AREAL	TRES RIOS	663	0.4257	0.4604
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63365	CAPITAL PROJETO JUSTICA ITINERANTE-BATAN	RIO DE JANEIRO	349	0.9783	0.9803
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63593	NOVA IGUACU-MESQUITA PROJ JUST ITIN - VILA CAVA	NOVA IGUACU	755	0.4226	0.5043
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63701	JUSTICA ITINER COMARCA DE CAMPOS DOS GOYTACAZES	CAMPOS DOS GOYTACAZES	976	0.522	0.5876
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63708	CARAPEBUS/QUISSAMA PROJ JUST ITINER MUN CARAPEBUS	CARAPEBUS	453	0.6715	0.7134
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63438	CAPITAL PROJETO JUSTICA ITINERANTE-CIDADE DE DEUS	RIO DE JANEIRO	196	1.0	1.0
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63632	CAPITAL PROJETO JUSTICA ITINERANTE-VILA CRUZEIRO	RIO DE JANEIRO	225	0.9865	0.9868
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	73034	BELFORD ROXO PROJETO JUSTICA ITINERANTE	BELFORD ROXO	1079	0.7554	0.7669
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63360	ALCANTARA REG SAO GONCALO JUST ITIN JD CATARINA	SAO GONCALO	967	0.481	0.6329
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63728	SAO FRANCISCO DE ITABAPOANA JUSTICA ITINERANTE	SAO FRANCISCO DE ITABAPOANA	100	0.2822	0.4082
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63509	ITABORAI PROJETO JUST ITINER MUNIC TANGUA	ITABORAI	523	0.3495	0.4377
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63656	CORDEIRO-MACUCO PROJ JUST ITINER MUNIC MACUCO	MACUCO	144	0.4219	0.5125
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63406	CAMPOS DOS GOYTACAZES PROJ JUST ITIN MORRO DO COCO	CAMPOS DOS GOYTACAZES	372	0.6525	0.7168
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	74282	ITALVA-CARDOSO MOREIRA JUSTICA ITINERANTE	CARDOSO MOREIRA	853	0.6774	0.7138
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63719	TRES RIOS-AREAL-LEVY GASPARIAN PROJ JUS IT L GASP	TRES RIOS	537	0.5863	0.64
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63665	NATIVIDADE-VARRE-SAI PROJ JUST ITINERANTE	VARRE-SAI	261	0.6203	0.721
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63259	PORTO REAL/QUATIS PROJ JUST ITINER MUN QUATIS	QUATIS	151	0.3333	0.459
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	JI - JUIZADO ITINERANTE;	63413	CAPITAL PROJETO JUSTICA ITINERANTE-COMPLEX.ALEMAO	RIO DE JANEIRO	0	0.0	0.5354
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	63532	CAPITAL - PLANTAO DE RECESSO	RIO DE JANEIRO	0	0.0	0.5354
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	PA - POSTOS AVANÇADOS;	63620	NATIVIDADE-VARRE-SAI P AV JEAC	VARRE-SAI	0	0.0	0.5354
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	TR - TURMA RECURSAL;	47353	CAPITAL 1 TURMA RECURSAL DOS JUI ESP FAZENDA PUB.	RIO DE JANEIRO	0	0.0	0.5354
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	TR - TURMA RECURSAL;	47350	CAPITAL 4 TURMA RECURSAL DOS JUI ESP CIVEIS	RIO DE JANEIRO	0	0.0	0.5354
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	TR - TURMA RECURSAL;	47351	CAPITAL 5 TURMA RECURSAL DOS JUI ESP CIVEIS	RIO DE JANEIRO	0	0.0	0.5354
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	TR - TURMA RECURSAL;	47349	CAPITAL 3 TURMA RECURSAL DOS JUI ESP CIVEIS	RIO DE JANEIRO	0	0.0	0.5354
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	TR - TURMA RECURSAL;	47348	CAPITAL 2 TURMA RECURSAL DOS JUI ESP CIVEIS	RIO DE JANEIRO	0	0.0	0.5354
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	TR - TURMA RECURSAL;	47479	CAPITAL 2 TURMA RECURSAL DOS JUI ESP CRIMINAL	RIO DE JANEIRO	0	0.0	0.5354
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	TR - TURMA RECURSAL;	47347	CAPITAL 1 TURMA RECURSAL DOS JUI ESP CIVEIS	RIO DE JANEIRO	0	0.0	0.5354
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	TR - TURMA RECURSAL;	47352	CAPITAL 1 TURMA RECURSAL DOS JUI ESP CRIMINAL	RIO DE JANEIRO	0	0.0	0.5354
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	8020	DUQUE DE CAXIAS 3 VARA DE FAMILIA	DUQUE DE CAXIAS	3459	0.4565	0.553
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7802	CAPITAL 12 VARA FAZ PUBLICA	RIO DE JANEIRO	230076	0.4337	0.508
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7807	CAPITAL 13 VARA FAZ PUBLICA	RIO DE JANEIRO	2885	0.4705	0.6349
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	13733	JACAREPAGUA REGIONAL 6 VARA CIVEL	RIO DE JANEIRO	5741	0.7237	0.8017
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7878	BARRA DA TIJUCA REGIONAL 2 VARA DE FAMILIA	RIO DE JANEIRO	6367	0.7054	0.7474
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7234	CAPITAL 6 VARA CIVEL	RIO DE JANEIRO	7434	0.7998	0.8497
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7800	CAPITAL 11 VARA DE FAMILIA	RIO DE JANEIRO	7907	0.7579	0.7952
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	13731	CAMPO GRANDE REGIONAL 5 VARA CIVEL	RIO DE JANEIRO	4837	0.5908	0.6851
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	63249	TERESOPOLIS CENTRAL DE DIVIDA ATIVA	TERESOPOLIS	19490	0.974	0.9756
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7598	MEIER REGIONAL 5 VARA CIVEL	RIO DE JANEIRO	6553	0.786	0.8546
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7263	CAPITAL 6 VARA DE FAMILIA	RIO DE JANEIRO	7975	0.8106	0.8364
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7624	CAPITAL 41 VARA CIVEL	RIO DE JANEIRO	8077	0.8473	0.8908
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7326	SAO GONCALO 2 VARA CIVEL	SAO GONCALO	7148	0.7597	0.8051
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7874	SAO GONCALO 6 VARA CIVEL	SAO GONCALO	7939	0.792	0.8418
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7967	BELFORD ROXO 2 VARA CIVEL	BELFORD ROXO	6567	0.7123	0.7647
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7258	OCEANICA REG NITEROI 1 VARA CIVEL	NITEROI	5477	0.7662	0.8171
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7136	ILHA DO GOVERNADOR REGIONAL 2 VARA CIVEL	RIO DE JANEIRO	6112	0.742	0.8133
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	8001	VOLTA REDONDA 2 VARA CIVEL	VOLTA REDONDA	5334	0.7629	0.8283
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7966	TERESOPOLIS 3 VARA CIVEL	TERESOPOLIS	5886	0.6959	0.765
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7184	CAMPO GRANDE REGIONAL 1 VARA CIVEL	RIO DE JANEIRO	8560	0.8483	0.879
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	8038	DUQUE DE CAXIAS 6 VARA CIVEL	DUQUE DE CAXIAS	8214	0.7249	0.7726
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7522	MEIER REGIONAL 3 VARA CIVEL	RIO DE JANEIRO	6387	0.7217	0.7976
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	8050	NOVA IGUACU-MESQUITA 1 VARA CIVEL - FORUM MESQUITA	MESQUITA	11771	0.7625	0.791
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7217	CAPITAL 25 VARA CIVEL	RIO DE JANEIRO	3247	0.3602	0.5945
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	63630	BELFORD ROXO 3 VARA CIVEL	BELFORD ROXO	6289	0.7715	0.8117
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7192	NOVA IGUACU 7 VARA CIVEL	NOVA IGUACU	10615	0.865	0.8833
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7947	CAPITAL 1 VARA INF JUV IDO	RIO DE JANEIRO	8589	0.6634	0.6892
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7894	SAO JOAO DE MERITI 1 VARA CIVEL	SAO JOAO DE MERITI	8812	0.6912	0.7434
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7670	CAPITAL 50 VARA CIVEL	RIO DE JANEIRO	2672	0.4839	0.6783
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7170	ANGRA DOS REIS 1 VARA FAM INF JUV IDO	ANGRA DOS REIS	2777	0.4044	0.5615
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7166	CAPITAL 2 VARA FAZ PUBLICA	RIO DE JANEIRO	5909	0.5904	0.6799
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7751	MADUREIRA REG. 3 VARA INF JUV IDOSO DA CAPITAL	RIO DE JANEIRO	4482	0.6476	0.7328
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7859	SAO GONCALO 3 VARA CIVEL	SAO GONCALO	6669	0.7487	0.8136
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	8028	DUQUE DE CAXIAS 5 VARA CIVEL	DUQUE DE CAXIAS	9636	0.8219	0.8545
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7656	MEIER REGIONAL 6 VARA CIVEL	RIO DE JANEIRO	6616	0.7407	0.8216
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7251	CAMPO GRANDE REGIONAL 4 VARA DE FAMILIA	RIO DE JANEIRO	6497	0.6089	0.6756
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7398	CAMPOS DOS GOYTACAZES 3 VARA CIVEL	CAMPOS DOS GOYTACAZES	9263	0.7178	0.7688
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7559	PAVUNA REGIONAL 1 VARA CIVEL	RIO DE JANEIRO	8504	0.8056	0.8476
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	8024	NITEROI VARA INF JUV IDO	NITEROI	1246	0.5913	0.6544
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	8021	DUQUE DE CAXIAS 4 VARA CIVEL	DUQUE DE CAXIAS	14486	0.9203	0.9288
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7215	CAMPO GRANDE REGIONAL 2 VARA CIVEL	RIO DE JANEIRO	9759	0.7846	0.824
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7272	PETROPOLIS 4 VARA CIVEL	PETROPOLIS	9366	0.6098	0.6954
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7174	ITABORAI 1 VARA CIVEL	ITABORAI	5847	0.6348	0.7165
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7642	NITEROI 8 VARA CIVEL	NITEROI	7795	0.7737	0.8319
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7943	SAQUAREMA 1 VARA	SAQUAREMA	8636	0.8248	0.8572
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7860	BANGU REGIONAL 4 VARA CIVEL	RIO DE JANEIRO	7336	0.7783	0.8197
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7838	BANGU REGIONAL 1 VARA CIVEL	RIO DE JANEIRO	7637	0.7297	0.7753
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7902	SAO JOAO DE MERITI 2 VARA CIVEL	SAO JOAO DE MERITI	10040	0.7317	0.7902
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7286	CAPITAL 7 VARA FAZ PUBLICA	RIO DE JANEIRO	8693	0.7275	0.7866
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7883	BARRA DA TIJUCA REGIONAL 5 VARA CIVEL	RIO DE JANEIRO	9122	0.7811	0.8532
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7223	CAPITAL 26 VARA CIVEL	RIO DE JANEIRO	7103	0.813	0.8507
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7510	NITEROI 10 VARA CIVEL	NITEROI	4447	0.578	0.6649
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	8016	DUQUE DE CAXIAS 3 VARA CIVEL	DUQUE DE CAXIAS	8753	0.8002	0.8298
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7449	CAMPOS DOS GOYTACAZES 5 VARA CIVEL	CAMPOS DOS GOYTACAZES	11451	0.8102	0.8607
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7637	NITEROI 7 VARA CIVEL	NITEROI	8972	0.8567	0.8866
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	11484	CAPITAL 6 VARA FAZ PUBLICA	RIO DE JANEIRO	5628	0.6122	0.7068
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7260	ITAGUAI VARA FAM INF JUV IDO	ITAGUAI	5374	0.5938	0.6788
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	63321	BELFORD ROXO VARA FAM INF JUV IDO	BELFORD ROXO	3437	0.5618	0.7215
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7881	BARRA DA TIJUCA REGIONAL 4 VARA CIVEL	RIO DE JANEIRO	10437	0.8813	0.9188
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	74175	PARATY NUCLEO DA DIVIDA ATIVA	PARATI	52635	0.9948	0.9948
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	8071	NILOPOLIS 2 VARA CIVEL	NILOPOLIS	8496	0.8911	0.9059
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7414	CAMPOS DOS GOYTACAZES 3 VARA DE FAMILIA	CAMPOS DOS GOYTACAZES	4589	0.4657	0.5904
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7950	CAPITAL VARA REG PUBLICOS	RIO DE JANEIRO	3559	0.5694	0.5803
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7792	CAPITAL 10 VARA FAZ PUBLICA	RIO DE JANEIRO	2548	0.287	0.3973
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7729	CAPITAL 49 VARA CIVEL	RIO DE JANEIRO	4108	0.715	0.8049
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	63478	VOLTA REDONDA CENTRAL DE DIVIDA ATIVA	VOLTA REDONDA	32826	0.7555	0.8338
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7955	TERESOPOLIS 1 VARA CIVEL	TERESOPOLIS	6369	0.6705	0.7821
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7474	CAPITAL 34 VARA CIVEL	RIO DE JANEIRO	5413	0.7721	0.8484
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7700	CAPITAL 40 VARA CIVEL	RIO DE JANEIRO	4217	0.6138	0.7258
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7959	BELFORD ROXO 1 VARA CIVEL	BELFORD ROXO	9669	0.8076	0.834
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7193	CAPITAL 21 VARA CIVEL	RIO DE JANEIRO	5521	0.5747	0.6808
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7613	LEOPOLDINA REGIONAL 3 VARA CIVEL	RIO DE JANEIRO	5544	0.6528	0.7341
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7325	CAPITAL 8 VARA FAZ PUBLICA	RIO DE JANEIRO	11459	0.64	0.7885
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	8017	VOLTA REDONDA 5 VARA CIVEL	VOLTA REDONDA	5121	0.7601	0.8224
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	63556	CAMPOS DOS GOYTACAZES CENTRAL DA DIVIDA ATIVA	CAMPOS DOS GOYTACAZES	29694	0.3912	0.4235
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7179	NOVA IGUACU 6 VARA CIVEL	NOVA IGUACU	9646	0.7766	0.8103
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7681	MEIER REGIONAL 7 VARA CIVEL	RIO DE JANEIRO	7150	0.7804	0.8471
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7375	CAPITAL 32 VARA CIVEL	RIO DE JANEIRO	6603	0.7579	0.8186
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7585	CAPITAL 1 VARA CIVEL	RIO DE JANEIRO	5962	0.6346	0.7273
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7458	MEIER REGIONAL 1 VARA CIVEL	RIO DE JANEIRO	6208	0.7814	0.8312
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	8062	NILOPOLIS 1 VARA CIVEL	NILOPOLIS	8273	0.8964	0.9186
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7879	BARRA DA TIJUCA REGIONAL 3 VARA CIVEL	RIO DE JANEIRO	7678	0.738	0.8323
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7684	CAPITAL 4 VARA EMPRESARIAL	RIO DE JANEIRO	2472	0.6046	0.6371
Justiça Estadual	TJRJ	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	7814	CAPITAL 15 VARA CIVEL	RIO DE JANEIRO	4508	0.6093	0.7265
