Justiça	Tribunal	UF	Tipo de unidade	Classificação da unidade	case:court:code	Unidade Judiciária	Município sede	Estoque	Taxa de congestionamento líquida	Taxa de congestionamento total
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V – VARA	33741	NOVA IGUAÇU - 2ª VARA DO TRABALHO	NOVA IGUACU	3631	0.4726	0.6326
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33691	BARRA MANSA - 1ª VARA DO TRABALHO	BARRA MANSA	4203	0.5318	0.6652
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33763	RIO DE JANEIRO - 1ª VARA DO TRABALHO	RIO DE JANEIRO	1944	0.1773	0.4912
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33789	RIO DE JANEIRO - 43ª VARA DO TRABALHO	RIO DE JANEIRO	2050	0.0	0.5657
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33771	RIO DE JANEIRO - 27ª VARA DO TRABALHO	RIO DE JANEIRO	3043	0.4814	0.6319
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33750	RESENDE - 1ª VARA DO TRABALHO	RESENDE	2432	0.377	0.605
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33802	RIO DE JANEIRO - 55ª VARA DO TRABALHO	RIO DE JANEIRO	2858	0.4132	0.6394
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33842	SÃO JOÃO DE MERITI - 2ª VARA DO TRABALHO	SAO JOAO DE MERITI	1878	0.4172	0.6252
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33788	RIO DE JANEIRO - 42ª VARA DO TRABALHO	RIO DE JANEIRO	2618	0.4184	0.5852
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33787	RIO DE JANEIRO - 41ª VARA DO TRABALHO	RIO DE JANEIRO	2693	0.4112	0.5941
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33753	RIO DE JANEIRO - 10ª VARA DO TRABALHO	RIO DE JANEIRO	3690	0.4995	0.5947
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33773	RIO DE JANEIRO - 29ª VARA DO TRABALHO	RIO DE JANEIRO	3441	0.351	0.6138
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33849	VOLTA REDONDA - 3ª VARA DO TRABALHO	VOLTA REDONDA	3240	0.6411	0.6978
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33772	RIO DE JANEIRO - 28ª VARA DO TRABALHO	RIO DE JANEIRO	2126	0.3054	0.4941
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33759	RIO DE JANEIRO - 16ª VARA DO TRABALHO	RIO DE JANEIRO	3506	0.5847	0.6472
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33746	NOVA IGUAÇU - 7ª VARA DO TRABALHO	NOVA IGUACU	2495	0.5481	0.5976
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33767	RIO DE JANEIRO - 23ª VARA DO TRABALHO	RIO DE JANEIRO	3619	0.5506	0.6582
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33840	SÃO GONÇALO - 6ª VARA DO TRABALHO	SAO GONCALO	1863	0.4794	0.5413
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33754	RIO DE JANEIRO - 11ª VARA DO TRABALHO	RIO DE JANEIRO	1391	0.233	0.4893
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33777	RIO DE JANEIRO - 32ª VARA DO TRABALHO	RIO DE JANEIRO	2605	0.3136	0.5502
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33796	RIO DE JANEIRO - 4ª VARA DO TRABALHO	RIO DE JANEIRO	2739	0.2652	0.5871
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33810	RIO DE JANEIRO - 62ª VARA DO TRABALHO	RIO DE JANEIRO	1932	0.0	0.4996
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33830	RIO DE JANEIRO - 80ª VARA DO TRABALHO	RIO DE JANEIRO	2455	0.4262	0.5862
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33733	NITERÓI - 4ª VARA DO TRABALHO	NITEROI	3823	0.5922	0.7552
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33688	ANGRA DOS REIS - 1ª VARA DO TRABALHO	ANGRA DOS REIS	4804	0.5933	0.6908
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33736	NITERÓI - 7ª VARA DO TRABALHO	NITEROI	2871	0.5418	0.6591
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33739	NOVA FRIBURGO - 2ª VARA DO TRABALHO	NOVA FRIBURGO	2891	0.4407	0.5567
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33765	RIO DE JANEIRO - 21ª VARA DO TRABALHO	RIO DE JANEIRO	2291	0.0843	0.4999
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33780	RIO DE JANEIRO - 35ª VARA DO TRABALHO	RIO DE JANEIRO	3163	0.4096	0.6416
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33832	RIO DE JANEIRO - 82ª VARA DO TRABALHO	RIO DE JANEIRO	2053	0.4612	0.5359
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33797	RIO DE JANEIRO - 50ª VARA DO TRABALHO	RIO DE JANEIRO	2619	0.4399	0.6351
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33778	RIO DE JANEIRO - 33ª VARA DO TRABALHO	RIO DE JANEIRO	2023	0.2302	0.5158
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33794	RIO DE JANEIRO - 48ª VARA DO TRABALHO	RIO DE JANEIRO	2561	0.2296	0.6245
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33694	CAMPOS DOS GOYTACAZES - 1ª VARA DO TRABALHO	CAMPOS DOS GOYTACAZES	3145	0.3091	0.6341
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33742	NOVA IGUAÇU - 3ª VARA DO TRABALHO	NOVA IGUACU	3209	0.565	0.6678
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33819	RIO DE JANEIRO - 70ª VARA DO TRABALHO	RIO DE JANEIRO	3369	0.4847	0.6775
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33845	TERESÓPOLIS - 1ª VARA DO TRABALHO	TERESOPOLIS	1966	0.4018	0.5786
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33790	RIO DE JANEIRO - 44ª VARA DO TRABALHO	RIO DE JANEIRO	2676	0.2311	0.5631
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33745	NOVA IGUAÇU - 6ª VARA DO TRABALHO	NOVA IGUACU	2723	0.5008	0.683
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33831	RIO DE JANEIRO - 81ª VARA DO TRABALHO	RIO DE JANEIRO	2192	0.48	0.5479
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33723	ITAPERUNA - 1ª VARA DO TRABALHO	ITAPERUNA	3772	0.3597	0.5919
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33727	MAGÉ - 1ª VARA DO TRABALHO	MAGE	3019	0.5147	0.5991
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33760	RIO DE JANEIRO - 17ª VARA DO TRABALHO	RIO DE JANEIRO	2793	0.3501	0.5813
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33822	RIO DE JANEIRO - 73ª VARA DO TRABALHO	RIO DE JANEIRO	2987	0.5415	0.6126
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33791	RIO DE JANEIRO - 45ª VARA DO TRABALHO	RIO DE JANEIRO	3427	0.5672	0.6703
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33692	CABO FRIO - 1ª VARA DO TRABALHO	CABO FRIO	3494	0.5697	0.6974
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33823	RIO DE JANEIRO - 74ª VARA DO TRABALHO	RIO DE JANEIRO	1901	0.4874	0.5896
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33693	CABO FRIO - 2ª VARA DO TRABALHO	CABO FRIO	3822	0.5688	0.6619
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33728	MARICÁ - 1ª VARA DO TRABALHO	MARICA	1439	0.3804	0.5195
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33749	QUEIMADOS - 1ª VARA DO TRABALHO	QUEIMADOS	3083	0.5467	0.6478
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33824	RIO DE JANEIRO - 75ª VARA DO TRABALHO	RIO DE JANEIRO	2592	0.5198	0.6161
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33731	NITERÓI - 2ª VARA DO TRABALHO	NITEROI	4404	0.6573	0.7965
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33734	NITERÓI - 5ª VARA DO TRABALHO	NITEROI	3084	0.6097	0.6951
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33730	NITERÓI - 1ª VARA DO TRABALHO	NITEROI	3180	0.4519	0.6277
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33783	RIO DE JANEIRO - 38ª VARA DO TRABALHO	RIO DE JANEIRO	3069	0.4664	0.6248
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33725	MACAÉ - 2ª VARA DO TRABALHO	MACAE	4631	0.5324	0.6356
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33724	MACAÉ - 1ª VARA DO TRABALHO	MACAE	8248	0.514	0.7478
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33714	DUQUE DE CAXIAS - 2ª VARA DO TRABALHO	DUQUE DE CAXIAS	3826	0.4454	0.6973
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33695	CAMPOS DOS GOYTACAZES - 2ª VARA DO TRABALHO	CAMPOS DOS GOYTACAZES	3986	0.5328	0.7369
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33726	MACAÉ - 3ª VARA DO TRABALHO	MACAE	3815	0.4758	0.578
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33808	RIO DE JANEIRO - 60ª VARA DO TRABALHO	RIO DE JANEIRO	4174	0.5972	0.6758
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33732	NITERÓI - 3ª VARA DO TRABALHO	NITEROI	3021	0.4455	0.6841
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33758	RIO DE JANEIRO - 15ª VARA DO TRABALHO	RIO DE JANEIRO	2440	0.4654	0.5169
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33755	RIO DE JANEIRO - 12ª VARA DO TRABALHO	RIO DE JANEIRO	2467	0.364	0.5259
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33813	RIO DE JANEIRO - 65ª VARA DO TRABALHO	RIO DE JANEIRO	2635	0.3437	0.5686
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33811	RIO DE JANEIRO - 63ª VARA DO TRABALHO	RIO DE JANEIRO	2846	0.5094	0.6329
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33814	RIO DE JANEIRO - 66ª VARA DO TRABALHO	RIO DE JANEIRO	2914	0.4144	0.6539
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33809	RIO DE JANEIRO - 61ª VARA DO TRABALHO	RIO DE JANEIRO	2863	0.5314	0.6735
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33769	RIO DE JANEIRO - 25ª VARA DO TRABALHO	RIO DE JANEIRO	3496	0.5729	0.6878
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33779	RIO DE JANEIRO - 34ª VARA DO TRABALHO	RIO DE JANEIRO	3445	0.5091	0.6293
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33766	RIO DE JANEIRO - 22ª VARA DO TRABALHO	RIO DE JANEIRO	3640	0.4679	0.667
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33689	ARARUAMA - 1ª VARA DO TRABALHO	ARARUAMA	3181	0.4724	0.609
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33835	SÃO GONÇALO - 1ª VARA DO TRABALHO	SAO GONCALO	2868	0.1439	0.6817
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33792	RIO DE JANEIRO - 46ª VARA DO TRABALHO	RIO DE JANEIRO	1979	0.1874	0.5886
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33804	RIO DE JANEIRO - 57ª VARA DO TRABALHO	RIO DE JANEIRO	2747	0.3246	0.5663
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33803	RIO DE JANEIRO - 56ª VARA DO TRABALHO	RIO DE JANEIRO	2065	0.3889	0.5559
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33752	RIO BONITO - 1ª VARA DO TRABALHO	RIO BONITO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33696	CAMPOS DOS GOYTACAZES - 3ª VARA DO TRABALHO	CAMPOS DOS GOYTACAZES	2282	0.4051	0.6118
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33776	RIO DE JANEIRO - 31ª VARA DO TRABALHO	RIO DE JANEIRO	2842	0.3132	0.6079
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33735	NITERÓI - 6ª VARA DO TRABALHO	NITEROI	3041	0.5651	0.6783
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33748	PETRÓPOLIS - 2ª VARA DO TRABALHO	PETROPOLIS	3113	0.2948	0.6632
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33841	SÃO JOÃO DE MERITI - 1ª VARA DO TRABALHO	SAO JOAO DE MERITI	942	0.0903	0.4551
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33719	DUQUE DE CAXIAS - 7ª VARA DO TRABALHO	DUQUE DE CAXIAS	3240	0.5144	0.6509
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33782	RIO DE JANEIRO - 37ª VARA DO TRABALHO	RIO DE JANEIRO	2248	0.2899	0.5536
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33764	RIO DE JANEIRO - 20ª VARA DO TRABALHO	RIO DE JANEIRO	2625	0.4028	0.581
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33834	RIO DE JANEIRO - 9ª VARA DO TRABALHO	RIO DE JANEIRO	3334	0.5107	0.6988
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33818	RIO DE JANEIRO - 6ª VARA DO TRABALHO	RIO DE JANEIRO	4520	0.5909	0.7262
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33827	RIO DE JANEIRO - 78ª VARA DO TRABALHO	RIO DE JANEIRO	2724	0.4871	0.579
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33793	RIO DE JANEIRO - 47ª VARA DO TRABALHO	RIO DE JANEIRO	4195	0.5591	0.6411
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33807	RIO DE JANEIRO - 5ª VARA DO TRABALHO	RIO DE JANEIRO	1873	0.2211	0.498
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33801	RIO DE JANEIRO - 54ª VARA DO TRABALHO	RIO DE JANEIRO	2745	0.4864	0.6208
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33820	RIO DE JANEIRO - 71ª VARA DO TRABALHO	RIO DE JANEIRO	2201	0.0	0.5245
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33716	DUQUE DE CAXIAS - 4ª VARA DO TRABALHO	DUQUE DE CAXIAS	2607	0.0648	0.5854
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33800	RIO DE JANEIRO - 53ª VARA DO TRABALHO	RIO DE JANEIRO	1741	0.0	0.5327
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33774	RIO DE JANEIRO - 2ª VARA DO TRABALHO	RIO DE JANEIRO	3016	0.5166	0.6391
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33847	VOLTA REDONDA - 1ª VARA DO TRABALHO	VOLTA REDONDA	2272	0.1875	0.5547
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33829	RIO DE JANEIRO - 7ª VARA DO TRABALHO	RIO DE JANEIRO	3678	0.4254	0.5681
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33740	NOVA IGUAÇU - 1ª VARA DO TRABALHO	NOVA IGUACU	3307	0.5463	0.6838
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33828	RIO DE JANEIRO - 79ª VARA DO TRABALHO	RIO DE JANEIRO	2849	0.5656	0.6499
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33781	RIO DE JANEIRO - 36ª VARA DO TRABALHO	RIO DE JANEIRO	2704	0.2629	0.5981
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33768	RIO DE JANEIRO - 24ª VARA DO TRABALHO	RIO DE JANEIRO	3509	0.48	0.6954
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33815	RIO DE JANEIRO - 67ª VARA DO TRABALHO	RIO DE JANEIRO	1990	0.2482	0.5324
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33826	RIO DE JANEIRO - 77ª VARA DO TRABALHO	RIO DE JANEIRO	2570	0.5515	0.6319
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33715	DUQUE DE CAXIAS - 3ª VARA DO TRABALHO	DUQUE DE CAXIAS	2341	0.2269	0.4863
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33751	RESENDE - 2ª VARA DO TRABALHO	RESENDE	2263	0.5193	0.6889
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33833	RIO DE JANEIRO - 8ª VARA DO TRABALHO	RIO DE JANEIRO	2498	0.3022	0.5893
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33785	RIO DE JANEIRO - 3ª VARA DO TRABALHO	RIO DE JANEIRO	3520	0.4659	0.6109
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33756	RIO DE JANEIRO - 13ª VARA DO TRABALHO	RIO DE JANEIRO	1942	0.2535	0.527
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33784	RIO DE JANEIRO - 39ª VARA DO TRABALHO	RIO DE JANEIRO	2581	0.2498	0.6097
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33738	NOVA FRIBURGO - 1ª VARA DO TRABALHO	NOVA FRIBURGO	2214	0.2541	0.5027
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33713	DUQUE DE CAXIAS - 1ª VARA DO TRABALHO	DUQUE DE CAXIAS	2311	0.0225	0.5158
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33761	RIO DE JANEIRO - 18ª VARA DO TRABALHO	RIO DE JANEIRO	1653	0.1432	0.4983
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33806	RIO DE JANEIRO - 59ª VARA DO TRABALHO	RIO DE JANEIRO	3259	0.3261	0.5111
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33839	SÃO GONÇALO - 5ª VARA DO TRABALHO	SAO GONCALO	1842	0.5544	0.6081
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33737	NITERÓI - 8ª VARA DO TRABALHO	NITEROI	1920	0.5025	0.6011
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33817	RIO DE JANEIRO - 69ª VARA DO TRABALHO	RIO DE JANEIRO	2843	0.5214	0.6418
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33843	SÃO JOÃO DE MERITI - 3ª VARA DO TRABALHO	SAO JOAO DE MERITI	1607	0.3289	0.5302
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33821	RIO DE JANEIRO - 72ª VARA DO TRABALHO	RIO DE JANEIRO	3732	0.6084	0.6592
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33838	SÃO GONÇALO - 4ª VARA DO TRABALHO	SAO GONCALO	1529	0.2325	0.5215
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33836	SÃO GONÇALO - 2ª VARA DO TRABALHO	SAO GONCALO	2314	0.2203	0.6146
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33744	NOVA IGUAÇU - 5ª VARA DO TRABALHO	NOVA IGUACU	3739	0.6062	0.7035
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33697	CAMPOS DOS GOYTACAZES - 4ª VARA DO TRABALHO	CAMPOS DOS GOYTACAZES	2141	0.4666	0.5751
