case:concept:name	CLUS_KME	CLUS_AGG	CLUS_ACT
9057_TRT13	0.7105	0.4706	0.4167
9057_TRT15	0.7368	0.9412	1.0
9059_TRT15	0.7368	0.9412	1.0
905_TRT15	0.2895	0.4706	0.5
905_TRT18	0.1053	0.2353	0.9167
905_TRT21	0.0789	0.8235	0.25
905_TRT4	0.7895	0.7647	0.5
905_TRT8	0.8158	0.5882	0.9167
9061_TRT15	0.7105	1.0	0.75
9062_TRT15	0.7105	1.0	0.8333
9063_TRT13	0.3158	0.1765	0.4167
9063_TRT15	0.7105	0.9412	1.0
9064_TRT15	0.7105	0.5882	1.0
9065_TRT15	0.7368	0.9412	1.0
9065_TRT9	0.7105	0.5294	0.4167
9066_TRT15	0.7632	0.5882	0.1667
9067_TRT13	0.2632	0.3529	0.0
9068_TRT13	0.3421	0.3529	0.1667
9068_TRT9	0.6842	0.4118	0.1667
9069_TRT13	0.3421	0.3529	0.0
9069_TRT15	0.7105	0.5882	1.0
906_TRT12	0.6579	0.6471	1.0
906_TRT15	0.1579	0.1765	0.0833
906_TRT21	0.7105	0.8235	0.9167
906_TRT22	0.1316	0.7059	0.6667
906_TRT7	0.1053	0.0588	0.25
906_TRT8	0.6316	0.7059	0.9167
9070_TRT13	0.3421	0.3529	0.0
9070_TRT15	0.7105	0.5882	1.0
9071_TRT13	0.2632	0.3529	0.1667
9071_TRT15	0.9211	0.9412	0.8333
9072_TRT13	0.1316	0.1765	0.1667
9072_TRT15	0.9737	0.9412	0.5833
9073_TRT13	0.4211	0.3529	0.1667
9073_TRT15	0.9737	0.9412	1.0
9074_TRT13	0.1316	0.0588	0.1667
9074_TRT15	0.9211	0.9412	1.0
9075_TRT13	0.7105	0.3529	0.1667
9076_TRT13	0.1316	0.0588	0.0
9077_TRT13	0.1316	0.0	0.0
9077_TRT15	0.9737	0.5882	0.8333
9078_TRT15	0.8947	0.9412	1.0
9079_TRT13	0.2632	0.3529	0.8333
9079_TRT15	0.7368	0.9412	0.8333
907_TRT12	0.7895	0.6471	1.0
907_TRT7	0.1053	0.2353	0.9167
9080_TRT13	0.7105	0.3529	0.1667
9080_TRT15	0.7105	1.0	0.5
9081_TRT13	0.2895	0.1765	0.25
9082_TRT13	0.2632	0.1765	0.0
9082_TRT15	0.6842	0.5882	0.8333
9083_TRT15	0.1053	0.0588	0.3333
9084_TRT13	0.2895	0.3529	0.25
9084_TRT15	0.9211	0.9412	1.0
9085_TRT13	0.3421	0.3529	0.1667
9087_TRT13	0.7105	0.3529	0.1667
9087_TRT15	0.7105	1.0	0.6667
9088_TRT13	0.2632	0.3529	0.0
9088_TRT15	0.8947	0.9412	1.0
9089_TRT13	0.7105	0.3529	0.0
908_TRT11	0.1316	0.4706	0.1667
908_TRT15	0.3947	0.1765	0.5
908_TRT19	0.1053	0.1176	0.25
908_TRT20	0.8684	0.5882	0.25
908_TRT22	0.1316	0.7059	0.9167
9090_TRT15	0.8947	0.9412	1.0
9091_TRT13	0.2632	0.3529	0.0
9092_TRT9	0.7105	0.5882	0.1667
9093_TRT13	0.3421	0.3529	0.1667
9093_TRT15	0.7632	0.5882	0.1667
9094_TRT15	0.7105	1.0	0.6667
9094_TRT9	0.6842	0.5882	0.1667
9095_TRT13	0.3421	0.3529	0.1667
9095_TRT15	0.7105	1.0	0.6667
9097_TRT13	0.7105	0.3529	0.0
9097_TRT15	0.7632	0.9412	1.0
9098_TRT13	0.3158	0.1765	0.4167
9098_TRT15	0.7368	0.9412	1.0
9098_TRT9	0.6842	0.5882	0.4167
9099_TRT13	0.3947	0.1765	0.4167
909_TRT12	0.7105	0.9412	1.0
909_TRT18	0.6316	0.2353	0.5833
909_TRT7	0.1053	0.2353	0.9167
90_TRT11	0.6316	0.4706	0.4167
90_TRT20	0.8684	0.5882	0.4167
90_TRT21	0.7105	0.5882	0.9167
90_TRT22	0.1316	0.7059	0.9167
9100_TRT13	0.3421	0.3529	0.0
9101_TRT13	0.2632	0.3529	0.0
9102_TRT15	0.9211	0.9412	1.0
9103_TRT13	0.3421	0.3529	0.0
9103_TRT15	0.7632	0.9412	0.8333
9105_TRT13	0.2632	0.3529	0.1667
9105_TRT15	0.7105	1.0	0.75
9106_TRT15	0.7632	0.9412	1.0
9107_TRT13	0.4737	0.5882	0.1667
9107_TRT15	0.7105	1.0	0.6667
9108_TRT13	0.2632	0.3529	0.1667
9108_TRT15	0.7105	1.0	0.6667
9109_TRT13	0.3421	0.3529	0.1667
9109_TRT15	0.7368	0.5882	0.1667
910_TRT11	0.1316	0.0	0.25
910_TRT15	0.0789	0.1765	0.1667
910_TRT20	0.7105	0.5882	0.9167
9110_TRT15	0.7105	0.9412	1.0
9111_TRT15	0.7368	0.9412	1.0
9112_TRT13	0.7105	0.3529	0.1667
9112_TRT15	0.7105	0.9412	0.1667
9112_TRT9	0.2105	0.4118	0.5833
9113_TRT13	0.3421	0.3529	0.1667
9113_TRT15	0.7105	1.0	0.6667
9114_TRT13	0.2632	0.3529	0.1667
9115_TRT13	0.3421	0.3529	0.1667
9116_TRT13	0.3947	0.1765	0.25
9116_TRT15	0.7368	0.9412	1.0
9117_TRT13	0.3947	0.1765	0.4167
9119_TRT13	0.2632	0.3529	0.1667
9119_TRT9	0.7105	0.5294	0.4167
911_TRT20	0.8684	0.5882	0.25
9120_TRT15	0.9737	1.0	0.5
9121_TRT15	0.7105	0.5882	1.0
9122_TRT13	0.7105	0.3529	0.0
9122_TRT15	0.9737	1.0	0.75
9122_TRT9	0.6842	0.5882	0.8333
9123_TRT13	0.2632	0.3529	0.1667
9123_TRT15	0.7105	0.5882	1.0
9124_TRT13	0.7105	0.3529	0.1667
9124_TRT15	0.9737	1.0	0.5
9127_TRT13	0.3421	0.3529	0.4167
9127_TRT15	0.7105	1.0	0.6667
9127_TRT9	0.6842	0.5882	0.8333
9128_TRT13	0.7105	0.3529	0.1667
9129_TRT13	0.2632	0.3529	0.1667
912_TRT18	0.6316	0.2353	0.9167
912_TRT22	0.1316	0.7059	0.9167
912_TRT7	0.1053	0.2353	0.3333
9130_TRT13	0.3421	0.3529	0.1667
9130_TRT15	0.9737	1.0	0.75
9131_TRT13	0.3421	0.3529	0.1667
9131_TRT15	0.8947	0.5882	1.0
9132_TRT13	0.7105	0.3529	0.0
9132_TRT15	0.7105	1.0	0.6667
9133_TRT15	0.7105	1.0	0.6667
9134_TRT15	0.7105	1.0	0.6667
9136_TRT15	0.7105	1.0	0.6667
9137_TRT15	0.7105	1.0	0.6667
9138_TRT13	0.3158	0.2941	0.4167
9138_TRT15	0.7105	1.0	0.6667
9139_TRT15	0.7105	1.0	0.6667
913_TRT11	0.5526	0.4706	0.4167
913_TRT15	0.1842	0.3529	0.0833
913_TRT22	0.1316	0.7059	0.6667
9140_TRT13	0.7105	0.3529	0.4167
9140_TRT15	0.7105	1.0	0.6667
9141_TRT13	0.2632	0.1765	0.0
9141_TRT15	0.7368	0.9412	1.0
9142_TRT13	0.1316	0.1765	0.1667
9142_TRT15	0.7368	0.9412	1.0
9146_TRT13	0.1316	0.0588	0.1667
9146_TRT15	0.7368	0.9412	0.5833
9147_TRT13	0.3421	0.3529	0.1667
9148_TRT15	0.7105	0.5882	1.0
9148_TRT9	0.6842	0.0588	0.1667
9149_TRT9	0.7105	0.5882	0.4167
914_TRT22	0.1316	0.7059	0.6667
9150_TRT13	0.1316	0.0	0.0
9150_TRT15	0.7105	0.5882	1.0
9151_TRT15	0.7105	0.5882	0.1667
9152_TRT15	0.7105	1.0	0.6667
9153_TRT13	0.1316	0.0	0.1667
9153_TRT9	0.7105	0.5294	0.4167
9154_TRT15	0.7105	1.0	0.6667
9155_TRT13	0.3421	0.3529	0.1667
9155_TRT15	0.7105	1.0	0.6667
9156_TRT15	0.7105	1.0	0.8333
9157_TRT13	0.1316	0.2941	0.1667
9157_TRT15	0.7105	1.0	0.6667
9158_TRT15	0.7105	1.0	0.8333
9159_TRT13	0.1316	0.0588	0.1667
915_TRT11	0.3158	0.2941	0.1667
915_TRT15	0.0	0.0588	0.0833
915_TRT21	0.0789	0.8235	0.25
915_TRT22	0.1316	0.7059	0.6667
915_TRT8	0.7105	0.5882	0.6667
9160_TRT13	0.2632	0.1765	0.8333
9160_TRT15	0.7105	1.0	0.6667
9161_TRT13	0.4737	0.3529	0.8333
9162_TRT15	0.7105	1.0	0.6667
9163_TRT9	0.6842	0.5882	0.1667
9164_TRT13	0.1316	0.0	0.0
9165_TRT15	0.7105	1.0	0.8333
9165_TRT9	0.3947	0.5882	0.4167
9167_TRT13	0.4737	0.3529	0.1667
9167_TRT15	0.7105	1.0	0.6667
9168_TRT13	0.4737	0.3529	0.1667
9168_TRT15	0.7632	0.9412	1.0
9168_TRT9	0.6842	0.5882	0.8333
9169_TRT13	0.4737	0.3529	0.0
9169_TRT15	0.7368	0.9412	0.8333
9169_TRT9	0.7105	0.5294	0.5833
916_TRT11	0.1316	0.2941	0.4167
916_TRT15	0.1316	0.2941	0.5
916_TRT18	0.6316	0.2353	0.5833
916_TRT21	0.0789	0.8235	0.25
916_TRT4	0.5263	0.2353	0.3333
916_TRT8	0.7105	0.5882	0.6667
9170_TRT15	0.7632	0.9412	1.0
9171_TRT15	0.7105	0.9412	1.0
9171_TRT9	0.7105	0.5294	0.4167
9172_TRT15	0.7105	1.0	0.6667
9173_TRT13	0.1316	0.0588	0.1667
9173_TRT15	0.7105	1.0	0.8333
9174_TRT13	0.5263	0.3529	0.0
9174_TRT15	0.7105	1.0	0.6667
9175_TRT13	0.3421	0.3529	0.1667
9178_TRT15	0.1053	0.2353	0.5
9178_TRT9	0.6842	0.5882	0.1667
9179_TRT9	0.6842	0.5882	0.1667
917_TRT18	0.6316	0.2353	0.9167
917_TRT4	0.7895	0.7647	0.5
9180_TRT13	0.2632	0.1765	0.0
9180_TRT15	0.7368	0.9412	1.0
9181_TRT13	0.0	0.5882	0.1667
9181_TRT15	0.7632	0.9412	1.0
9182_TRT13	0.2632	0.3529	0.0
9182_TRT15	0.9474	0.9412	1.0
9184_TRT13	0.2632	0.1765	0.0
9185_TRT15	0.7105	1.0	0.6667
9186_TRT13	0.2632	0.3529	0.1667
9186_TRT15	0.7105	1.0	0.6667
9187_TRT13	0.7105	0.3529	0.1667
9187_TRT15	0.7105	1.0	0.6667
9188_TRT13	0.1316	0.4706	0.0
9189_TRT13	0.7105	0.3529	0.1667
9189_TRT15	0.7105	0.9412	0.5833
918_TRT11	0.3421	0.4706	0.4167
918_TRT15	0.0	0.1765	0.0833
918_TRT18	0.1053	0.2353	0.5
918_TRT20	0.7105	0.5882	0.8333
9190_TRT15	0.7105	1.0	0.6667
9191_TRT13	0.3421	0.5882	0.1667
9192_TRT15	0.7105	1.0	0.5
9193_TRT13	0.3421	0.3529	0.1667
9193_TRT15	0.7105	1.0	0.6667
9194_TRT13	0.1316	0.0588	0.1667
9194_TRT15	0.7105	1.0	0.6667
9195_TRT13	0.7105	0.3529	0.1667
9196_TRT15	0.7105	0.9412	1.0
9197_TRT15	0.7368	0.9412	1.0
9198_TRT13	0.2632	0.0	0.25
9199_TRT13	0.1316	0.0588	0.1667
919_TRT14	0.2368	0.1765	0.4167
919_TRT15	0.1842	0.5882	0.0833
919_TRT18	0.1053	0.2353	0.9167
919_TRT20	0.8684	0.5882	0.9167
919_TRT21	0.5263	0.8235	0.0833
91_TRT20	0.8684	0.5882	0.4167
91_TRT21	0.7105	0.5882	0.25
9200_TRT15	0.7105	1.0	0.8333
9201_TRT13	0.2895	0.3529	0.1667
9201_TRT15	0.7632	0.9412	1.0
9202_TRT15	0.8947	0.5882	0.25
9203_TRT13	0.2368	0.1765	0.1667
9203_TRT15	0.8947	0.9412	1.0
9204_TRT13	0.4211	0.1765	0.3333
9204_TRT15	0.7105	1.0	0.8333
9205_TRT13	0.1316	0.0	0.8333
9205_TRT15	0.7105	0.9412	0.8333
9206_TRT13	0.2632	0.1765	0.0
9206_TRT15	0.7105	1.0	0.6667
9207_TRT13	0.1316	0.0	0.0
9207_TRT15	0.7105	1.0	0.5833
9209_TRT15	0.7105	1.0	0.8333
920_TRT15	0.3947	0.2941	0.0833
920_TRT18	0.1053	0.2353	0.9167
920_TRT20	0.8684	0.5882	0.25
920_TRT21	0.7105	0.5882	0.8333
9212_TRT13	0.0263	0.5882	0.1667
9212_TRT15	0.7632	0.9412	1.0
9213_TRT15	0.9737	0.9412	0.0
9215_TRT13	0.1842	0.3529	0.1667
9217_TRT13	0.1316	0.0	0.0
9217_TRT9	0.6842	0.5882	0.5833
9218_TRT13	0.2632	0.3529	0.1667
9219_TRT13	0.2632	0.3529	0.1667
9219_TRT15	0.7368	0.9412	0.5833
921_TRT14	0.0789	0.1765	0.0
921_TRT15	0.3947	0.2941	0.5
921_TRT18	0.1053	0.1176	1.0
921_TRT21	0.5263	0.8235	0.9167
921_TRT7	0.5526	0.4706	0.5
9220_TRT13	0.2632	0.3529	0.1667
9221_TRT13	0.7105	0.3529	0.4167
9222_TRT13	0.2368	0.1765	0.5
9222_TRT15	0.7105	0.5882	0.8333
9223_TRT13	0.1316	0.1765	0.1667
9223_TRT15	0.9211	0.9412	1.0
9224_TRT13	0.0263	0.0	0.25
9224_TRT15	0.8947	0.9412	0.8333
9225_TRT13	0.0263	0.3529	0.0
9226_TRT13	0.1842	0.3529	0.25
9226_TRT9	0.6842	0.5882	0.1667
9227_TRT13	0.3684	0.3529	0.8333
9227_TRT15	0.9737	1.0	0.5
9227_TRT9	0.6842	0.5882	0.4167
9228_TRT13	0.7105	0.3529	0.5
9228_TRT15	0.9211	0.9412	1.0
922_TRT15	0.1316	0.2941	0.3333
922_TRT21	0.5263	0.8235	0.9167
922_TRT22	0.1316	0.7059	0.6667
922_TRT7	0.1053	0.2941	0.9167
922_TRT8	0.7105	0.5882	0.5833
9231_TRT13	0.0263	0.0588	0.0
9231_TRT15	0.8947	0.9412	1.0
9231_TRT9	0.6842	0.5882	0.1667
9233_TRT13	0.0263	0.0	0.0
9233_TRT15	0.7105	0.9412	1.0
9234_TRT13	0.0	0.0	0.0
9235_TRT15	0.9737	1.0	0.25
9236_TRT13	0.0	0.3529	0.0833
9237_TRT13	0.1316	0.1765	0.4167
9237_TRT15	0.6842	0.9412	1.0
9237_TRT9	0.7105	0.5294	0.5833
9238_TRT9	0.6842	0.5882	0.1667
9239_TRT13	0.0263	0.0	0.0
9239_TRT15	0.7105	1.0	0.6667
9239_TRT9	0.6842	0.5882	0.4167
923_TRT14	0.3947	0.2941	0.4167
923_TRT15	0.1316	0.2941	0.1667
923_TRT21	0.5263	0.8235	0.9167
923_TRT22	0.1316	0.7059	0.6667
923_TRT8	0.7105	0.5882	0.6667
9240_TRT15	0.7105	1.0	0.6667
9240_TRT9	0.6842	0.5882	0.1667
9241_TRT15	0.7105	1.0	0.6667
9241_TRT9	0.6842	0.4118	0.0
9242_TRT13	0.0263	0.0	0.0
9243_TRT15	0.9211	0.9412	1.0
9244_TRT15	0.8947	0.9412	1.0
9245_TRT13	0.0263	0.3529	0.0
9246_TRT13	0.0263	0.0	0.0
9247_TRT13	0.0263	0.1765	0.0
9248_TRT13	0.3684	0.3529	0.1667
9248_TRT15	0.9211	0.5882	1.0
924_TRT11	0.3947	0.4706	0.25
924_TRT15	0.0	0.0588	0.0833
924_TRT21	0.5263	0.8235	0.9167
9251_TRT13	0.0	0.0588	0.25
9252_TRT13	0.2368	0.1765	0.0
9252_TRT15	0.9211	0.9412	1.0
9253_TRT13	0.0263	0.1765	0.0
9253_TRT15	0.9474	0.5882	0.25
9254_TRT13	0.1579	0.3529	0.25
9254_TRT15	0.9737	1.0	0.5
9256_TRT13	0.0263	0.1765	0.0
9257_TRT15	0.9474	0.5882	0.1667
9258_TRT13	0.0	0.0588	0.25
9258_TRT15	0.7632	0.9412	1.0
9259_TRT13	0.0	0.0588	0.25
925_TRT11	0.3158	0.2941	0.0833
925_TRT12	0.7895	0.7059	0.75
925_TRT15	0.3947	0.4706	0.0833
925_TRT20	0.8684	0.5882	0.25
925_TRT21	0.7105	0.8235	0.9167
925_TRT22	0.1316	0.7059	0.9167
925_TRT4	0.1053	0.0588	0.25
925_TRT8	0.8158	0.5882	0.9167
9260_TRT13	0.1579	0.3529	0.5
9261_TRT15	0.9737	0.9412	1.0
9262_TRT15	0.9211	0.9412	1.0
9263_TRT13	0.0263	0.0	0.0
9264_TRT13	0.7105	0.3529	0.1667
9264_TRT15	0.6842	0.5882	1.0
9265_TRT13	0.0263	0.0	0.0
9266_TRT15	0.9211	0.9412	1.0
9267_TRT15	0.9474	0.9412	1.0
9268_TRT13	0.0263	0.0	0.0
9268_TRT15	0.6842	0.9412	0.8333
9269_TRT13	0.0	0.0	0.0
9269_TRT15	0.7105	0.9412	1.0
926_TRT20	0.8684	0.5882	0.4167
926_TRT21	0.5263	0.8235	0.0833
926_TRT22	0.1316	0.7059	0.6667
9270_TRT15	0.7368	0.9412	1.0
9272_TRT15	0.9211	0.9412	1.0
9273_TRT13	0.0263	0.0	0.25
9273_TRT15	0.8947	0.9412	1.0
9275_TRT15	0.7105	0.9412	1.0
9277_TRT13	0.3684	0.3529	0.1667
9278_TRT13	0.0263	0.0	0.0
9278_TRT15	0.9737	0.9412	1.0
9279_TRT13	0.4211	0.1765	0.0833
927_TRT12	0.7105	1.0	0.1667
927_TRT14	0.2895	0.2941	0.1667
927_TRT15	0.2895	0.2941	0.9167
927_TRT21	0.5263	0.8235	0.9167
9280_TRT15	0.9474	0.9412	1.0
9282_TRT13	0.3158	0.1765	0.5
9283_TRT15	0.1053	0.1765	0.0833
9285_TRT15	0.7105	1.0	0.8333
9286_TRT15	0.8947	0.9412	1.0
9287_TRT15	0.1053	0.2941	0.0833
9288_TRT15	0.7105	1.0	0.8333
9289_TRT15	0.7105	0.9412	0.8333
928_TRT12	0.7105	0.9412	1.0
928_TRT15	0.0	0.0	0.0833
928_TRT22	0.1316	0.7059	0.9167
928_TRT4	0.7895	0.7647	0.5
9290_TRT13	0.0263	0.0	0.0
9290_TRT15	0.7105	0.5882	1.0
9292_TRT15	0.7105	0.5882	1.0
9293_TRT15	0.6842	0.5882	0.8333
9295_TRT15	0.9211	0.5882	1.0
9296_TRT13	0.0263	0.0588	0.1667
9296_TRT15	0.7105	0.5882	1.0
9297_TRT15	0.6842	0.5882	0.1667
9298_TRT15	0.7105	0.5882	1.0
9299_TRT13	0.0263	0.0	0.1667
9299_TRT15	0.7105	0.5882	1.0
929_TRT15	0.0	0.0	0.25
929_TRT20	0.8684	0.5882	0.25
929_TRT22	0.2895	0.7059	0.9167
92_TRT21	0.7105	0.5882	0.9167
92_TRT3	0.1053	0.4706	0.3333
9300_TRT13	0.0263	0.0	0.0
9301_TRT15	0.7632	0.5882	0.8333
9303_TRT15	0.7632	0.5882	1.0
9304_TRT13	0.0	0.0	0.25
9304_TRT15	0.8947	0.9412	1.0
9305_TRT13	0.7105	0.3529	0.4167
9305_TRT15	0.7105	0.5882	1.0
9306_TRT15	0.7632	0.9412	0.5833
9307_TRT15	0.7105	0.9412	1.0
9308_TRT15	0.7105	0.9412	1.0
9309_TRT13	0.0263	0.0	0.0
930_TRT11	0.3421	0.4706	0.1667
930_TRT15	0.1316	0.0	0.0
930_TRT20	0.8684	0.5882	0.4167
930_TRT8	0.7105	0.5882	0.75
9311_TRT13	0.2895	0.3529	0.5
9311_TRT15	0.2105	0.5882	1.0
9312_TRT13	0.7105	0.3529	0.1667
9313_TRT13	0.7105	0.3529	0.8333
9313_TRT15	0.7105	0.9412	1.0
9314_TRT15	0.7105	0.9412	1.0
9315_TRT13	0.0263	0.0	0.0
9315_TRT15	0.1053	0.0588	0.5
9316_TRT15	0.8947	0.9412	1.0
9317_TRT13	0.3684	0.3529	0.1667
9317_TRT15	0.9474	0.5882	0.25
9318_TRT13	0.1579	0.1765	0.5
9319_TRT15	0.9211	0.9412	1.0
931_TRT14	0.1316	0.0	0.1667
931_TRT20	0.6316	0.5882	0.25
931_TRT8	0.7105	0.5882	0.75
9320_TRT13	0.7105	0.3529	0.0
9320_TRT15	0.9474	0.9412	1.0
9321_TRT15	0.8947	0.9412	1.0
9322_TRT15	0.9474	0.9412	0.8333
9322_TRT9	0.6842	0.5882	0.5833
9323_TRT15	0.6842	0.5882	0.8333
9324_TRT13	0.0263	0.0588	0.1667
9325_TRT15	0.8947	0.9412	0.1667
9327_TRT13	0.0263	0.0	0.0
9327_TRT15	0.9211	0.9412	1.0
9328_TRT15	0.6842	0.9412	0.8333
9329_TRT13	0.1842	0.3529	0.1667
932_TRT14	0.0263	0.1765	0.25
9330_TRT15	0.7632	0.5882	1.0
9331_TRT13	0.7105	0.3529	0.1667
9331_TRT15	0.7105	0.5882	0.8333
9332_TRT15	0.6842	0.5882	0.0
9333_TRT13	0.0	0.0	0.25
9333_TRT15	0.7105	0.5882	1.0
9334_TRT13	0.1842	0.3529	0.0
9334_TRT15	0.7632	0.9412	0.8333
9336_TRT9	0.6842	0.5882	0.0
9337_TRT13	0.1316	0.0588	0.1667
9338_TRT13	0.0263	0.0	0.0
9338_TRT15	0.8947	0.9412	0.8333
9339_TRT13	0.2368	0.3529	0.4167
9339_TRT15	0.9211	0.8824	1.0
933_TRT11	0.2632	0.1765	0.0
933_TRT22	0.1316	0.7059	0.9167
933_TRT4	0.1053	0.0588	0.25
9340_TRT15	0.8947	0.9412	1.0
9341_TRT15	0.9737	0.9412	0.8333
9342_TRT15	0.1053	0.2941	0.3333
9343_TRT15	0.8947	0.9412	1.0
9346_TRT15	0.7105	0.9412	1.0
9347_TRT15	0.9737	1.0	0.8333
9348_TRT15	0.9211	0.9412	0.8333
934_TRT11	0.1316	0.2941	0.1667
934_TRT15	0.0	0.1765	0.0833
9350_TRT15	0.6842	0.5882	0.4167
9351_TRT15	0.9211	0.9412	1.0
9352_TRT15	0.7632	0.5882	0.1667
9353_TRT13	0.0263	0.1765	0.0
9353_TRT15	0.8947	0.9412	1.0
9356_TRT13	0.2895	0.4706	0.1667
9357_TRT13	0.1579	0.1765	0.5
9358_TRT13	0.3947	0.2941	0.4167
9358_TRT15	0.9211	0.9412	1.0
935_TRT15	0.0	0.1765	0.0833
935_TRT22	0.1316	0.7059	0.9167
935_TRT4	0.7895	0.7647	0.5
935_TRT7	0.1053	0.2353	0.3333
9360_TRT13	0.2368	0.3529	0.1667
9362_TRT15	0.6842	0.9412	0.8333
9363_TRT13	0.2368	0.3529	0.1667
9363_TRT15	0.7632	0.5882	0.8333
9365_TRT13	0.2368	0.3529	0.4167
9366_TRT13	0.2368	0.3529	0.25
9367_TRT13	0.2368	0.3529	0.0
9367_TRT15	0.9737	1.0	0.8333
9368_TRT13	0.2368	0.3529	0.1667
9368_TRT15	0.7105	0.9412	1.0
9369_TRT13	0.2368	0.3529	0.1667
9369_TRT15	0.9211	0.9412	1.0
936_TRT7	0.1053	0.2353	0.25
936_TRT8	0.7105	0.5882	0.6667
9370_TRT15	0.8947	0.9412	1.0
9371_TRT13	0.0	0.0	0.25
9372_TRT15	0.9737	1.0	0.8333
9373_TRT13	0.2632	0.0	0.25
9373_TRT15	0.7368	0.9412	0.8333
9374_TRT13	0.0263	0.1765	0.0
9375_TRT15	0.7368	0.9412	1.0
9376_TRT13	0.3684	0.3529	0.25
9377_TRT13	0.7105	0.3529	0.1667
9377_TRT15	0.7105	1.0	0.5
9378_TRT13	0.0263	0.1765	0.25
9378_TRT15	0.9737	1.0	0.5
9379_TRT13	0.2632	0.1765	0.4167
9379_TRT15	0.9737	0.9412	1.0
9380_TRT13	0.0263	0.0588	0.1667
9380_TRT15	0.7105	0.9412	1.0
9381_TRT13	0.3684	0.3529	0.0
9382_TRT13	0.0	0.1765	0.0
9382_TRT15	0.9211	0.9412	1.0
9384_TRT13	0.1842	0.3529	0.1667
9384_TRT15	0.7105	0.9412	1.0
9385_TRT15	0.9211	0.9412	1.0
9386_TRT15	0.7105	0.9412	1.0
9387_TRT15	0.9737	0.9412	1.0
9388_TRT13	0.3158	0.2941	0.4167
9388_TRT15	0.7105	0.5882	1.0
9389_TRT15	0.7105	0.9412	1.0
938_TRT11	0.3947	0.4706	0.25
938_TRT15	0.3158	0.2941	0.5
9390_TRT15	0.7105	0.9412	0.8333
9394_TRT15	0.7105	0.5882	1.0
9395_TRT15	0.7368	0.9412	1.0
9396_TRT13	0.0	0.0	0.1667
9397_TRT13	0.0263	0.0588	0.1667
9399_TRT13	0.1842	0.3529	0.8333
9399_TRT15	0.8947	0.5882	1.0
939_TRT15	0.0	0.0	0.25
939_TRT20	0.6316	0.5882	0.9167
939_TRT22	0.1316	0.7059	0.9167
939_TRT8	0.7105	0.5882	0.6667
93_TRT21	0.5263	0.8235	0.0833
93_TRT22	0.1316	0.7059	0.9167
9401_TRT13	0.1579	0.1765	0.25
9401_TRT15	0.7105	0.5882	1.0
9402_TRT15	0.8947	0.9412	1.0
9403_TRT13	0.0263	0.3529	0.1667
9403_TRT15	0.9211	0.9412	1.0
9404_TRT13	0.7105	0.5882	0.1667
9404_TRT15	0.9211	0.9412	1.0
9405_TRT15	0.9211	0.9412	1.0
9406_TRT13	0.0	0.0	0.25
9406_TRT15	0.9211	0.9412	1.0
9407_TRT13	0.0263	0.1765	0.0
9407_TRT15	0.9737	1.0	0.9167
9408_TRT15	0.7105	1.0	0.8333
940_TRT11	0.2632	0.5882	0.25
940_TRT15	0.0	0.0	0.0833
940_TRT20	0.6316	0.5882	0.25
940_TRT8	0.8158	0.7059	0.9167
9410_TRT13	0.0	0.0	0.0
9410_TRT15	0.9737	0.9412	0.8333
9411_TRT13	0.7105	0.3529	0.1667
9412_TRT13	0.0263	0.0	0.1667
9412_TRT15	0.7368	0.9412	1.0
9413_TRT13	0.7105	0.1765	0.1667
9413_TRT15	0.7105	0.9412	1.0
9414_TRT15	0.9211	0.9412	1.0
9415_TRT13	0.4211	0.1765	0.4167
9416_TRT13	0.0263	0.0	0.1667
9416_TRT15	0.9211	0.9412	1.0
9417_TRT13	0.0263	0.2941	0.25
9417_TRT15	0.9474	0.5882	0.25
9418_TRT13	0.1842	0.3529	0.0
9418_TRT15	0.9474	0.5882	0.75
9419_TRT15	0.8947	0.5882	1.0
941_TRT15	0.0	0.0588	0.0833
941_TRT20	0.6316	0.5882	0.25
941_TRT7	0.6316	0.2353	0.25
9420_TRT13	0.7105	0.5882	0.1667
9420_TRT15	0.8947	0.9412	1.0
9421_TRT13	0.1316	0.0	0.0
9422_TRT15	0.9474	0.5882	1.0
9423_TRT15	0.8947	0.9412	1.0
9425_TRT13	0.3421	0.3529	0.8333
9425_TRT15	0.7105	0.5882	1.0
9426_TRT13	0.0263	0.3529	0.0
9428_TRT13	0.7105	0.3529	0.0
9429_TRT13	0.3158	0.3529	0.5
942_TRT15	0.0	0.0	0.0833
942_TRT20	0.8684	0.5882	0.4167
9430_TRT15	0.9211	0.9412	1.0
9431_TRT13	0.0263	0.1765	0.0
9432_TRT15	0.7105	0.9412	1.0
9433_TRT13	0.1579	0.3529	0.1667
9433_TRT15	0.7105	0.9412	1.0
9434_TRT2	0.1053	0.0588	0.0833
9435_TRT13	0.3684	0.3529	0.1667
9435_TRT15	0.7105	0.5882	0.8333
9439_TRT15	0.8947	0.9412	1.0
943_TRT11	0.3947	0.4706	0.1667
943_TRT15	0.0	0.1765	0.0833
943_TRT20	0.8684	0.5882	0.25
943_TRT21	0.5263	0.8235	0.9167
943_TRT22	0.1316	0.7059	0.9167
9440_TRT13	0.1842	0.3529	0.0
9441_TRT13	0.4211	0.1765	0.25
9441_TRT15	0.7105	0.5882	1.0
9445_TRT13	0.1579	0.3529	0.25
9445_TRT15	0.8947	0.5882	1.0
9446_TRT15	0.7632	0.9412	0.8333
9447_TRT15	0.7105	0.5882	1.0
