case:concept:name	CLUS_KME	CLUS_AGG	CLUS_ACT
1286_TRT20	0.6316	0.5882	0.25
1286_TRT22	0.1316	0.7059	0.5
1286_TRT8	0.7105	0.5882	0.6667
12870_TRT18	0.0526	0.0	0.0833
12870_TRT20	0.0263	0.2941	0.5
12870_TRT21	0.2632	0.1765	0.3333
12870_TRT24	0.7105	0.3529	0.0833
12870_TRT6	0.1316	0.0588	0.1667
12870_TRT8	0.1053	0.5882	0.6667
12871_TRT18	0.7105	0.3529	0.4167
12871_TRT20	0.1579	0.3529	0.4167
12871_TRT21	0.5263	0.1765	0.1667
12871_TRT24	0.3421	0.3529	0.0833
12871_TRT6	0.1316	0.0588	0.1667
12872_TRT11	0.2632	0.4706	0.1667
12872_TRT18	0.0	0.1765	0.0833
12872_TRT20	0.0263	0.0588	0.1667
12872_TRT21	0.1316	0.1765	0.5
12872_TRT22	0.1316	0.7059	0.5
12872_TRT24	0.0	0.0	0.0833
12872_TRT6	0.2895	0.2941	0.5
12872_TRT8	0.7105	0.4706	0.3333
12873_TRT18	0.0263	0.1765	0.0833
12873_TRT20	0.0263	0.0	0.1667
12873_TRT22	0.2895	0.7059	0.5
12874_TRT20	0.0263	0.1765	0.0
12874_TRT21	0.2632	0.1765	0.1667
12874_TRT22	0.1316	0.7059	0.5
12874_TRT24	0.2368	0.3529	0.0833
12875_TRT22	0.1316	0.7059	0.5
12875_TRT24	0.1842	0.3529	0.0833
12876_TRT11	0.1316	0.2941	0.1667
12876_TRT18	0.0	0.7059	0.25
12876_TRT21	0.2632	0.1765	0.3333
12876_TRT5	0.5	0.5882	0.4167
12877_TRT11	0.1316	0.2941	0.1667
12877_TRT18	0.2368	0.1765	0.25
12877_TRT21	0.3421	0.1765	0.4167
12877_TRT22	0.1316	0.7059	0.5
12877_TRT8	0.7105	0.5882	0.6667
12878_TRT20	0.0263	0.0588	0.1667
12878_TRT21	0.1316	0.1765	0.0
12879_TRT21	0.0789	0.1765	0.1667
12879_TRT22	0.1316	0.7059	0.1667
12879_TRT24	0.0263	0.0	0.0
12879_TRT6	0.1316	0.2941	0.3333
1287_TRT20	0.8684	0.5882	0.25
1287_TRT21	0.5263	0.8235	0.9167
1287_TRT22	0.1316	0.7059	0.9167
12880_TRT21	0.2632	0.1765	0.3333
12880_TRT22	0.1316	0.7059	0.5
12880_TRT24	0.3684	0.3529	0.0833
12880_TRT6	0.0526	0.0588	0.0833
12881_TRT18	0.0	0.0588	0.0833
12881_TRT20	0.0263	0.0	0.0
12881_TRT21	0.3158	0.1765	0.3333
12881_TRT22	0.1316	0.7059	0.5
12882_TRT21	0.2632	0.1765	0.3333
12882_TRT24	0.2368	0.1765	0.0833
12883_TRT18	0.0	0.1765	0.0833
12883_TRT21	0.3158	0.1765	0.3333
12883_TRT22	0.1316	0.7059	0.5
12883_TRT24	0.7105	0.3529	0.4167
12884_TRT18	0.0	0.7059	0.25
12884_TRT21	0.5263	0.1765	0.1667
12885_TRT18	0.3158	0.2941	0.3333
12885_TRT20	0.2632	0.1765	0.5
12885_TRT21	0.2632	0.1765	0.3333
12885_TRT22	0.1316	0.7059	0.5
12885_TRT24	0.0263	0.1765	0.0833
12886_TRT21	0.2632	0.1765	0.3333
12886_TRT24	0.0	0.0588	0.8333
12887_TRT11	0.0263	0.2941	0.1667
12887_TRT21	0.1316	0.1765	0.3333
12887_TRT22	0.1316	0.7059	0.5
12887_TRT8	0.7105	0.5882	0.6667
12888_TRT18	0.7105	0.3529	0.3333
12888_TRT21	0.5263	0.1765	0.1667
12888_TRT22	0.1316	0.7059	0.5
12888_TRT8	0.7105	0.5882	0.6667
12889_TRT22	0.1316	0.7059	0.8333
12889_TRT8	0.1053	0.5882	0.6667
1288_TRT11	0.3684	0.5882	0.4167
1288_TRT20	0.6842	0.2353	0.0833
1288_TRT21	0.7105	0.8235	0.9167
1288_TRT8	0.7105	0.5882	0.4167
12890_TRT11	0.5526	0.4706	0.1667
12890_TRT20	0.1842	0.3529	0.0833
12890_TRT22	0.1316	0.7059	0.5
12890_TRT24	0.2368	0.1765	0.4167
12891_TRT20	0.7105	0.4706	0.5
12891_TRT21	0.2632	0.1765	0.3333
12891_TRT22	0.1316	0.7059	0.5
12891_TRT24	0.3158	0.2941	0.0833
12892_TRT11	0.1579	0.1765	0.8333
12892_TRT18	0.1316	0.0	0.0
12892_TRT20	0.7105	0.3529	0.0833
12892_TRT21	0.5263	0.1765	0.3333
12892_TRT22	0.1316	0.7059	0.5
12893_TRT20	0.0263	0.0588	0.1667
12893_TRT21	0.2632	0.1765	0.3333
12893_TRT22	0.1316	0.7059	0.5
12893_TRT8	0.7105	0.5882	0.6667
12894_TRT18	0.0263	0.0588	0.25
12894_TRT20	0.7105	0.3529	0.4167
12894_TRT21	0.2632	0.1765	0.3333
12895_TRT22	0.1316	0.7059	0.5
12895_TRT24	0.0	0.1765	0.0833
12895_TRT6	0.3947	0.4706	0.25
12896_TRT11	0.1316	0.0	0.0
12896_TRT18	0.0	0.0588	0.4167
12896_TRT22	0.2895	0.7059	0.5
12896_TRT24	0.0263	0.0588	0.0833
12896_TRT6	0.0263	0.0	0.3333
12897_TRT21	0.2632	0.1765	0.4167
12897_TRT22	0.1316	0.7059	0.5
12897_TRT5	0.7105	0.5294	0.8333
12898_TRT18	0.0	0.0	0.0833
12898_TRT21	0.2632	0.1765	0.0833
12898_TRT22	0.1316	0.7059	0.5
12898_TRT24	0.0263	0.2941	0.4167
12899_TRT18	0.0	0.0	0.25
12899_TRT22	0.1316	0.7059	0.5
1289_TRT11	0.1316	0.4706	0.1667
1289_TRT15	0.1316	0.0588	0.5
1289_TRT18	0.1053	0.2353	0.25
1289_TRT20	0.7105	0.8235	0.9167
1289_TRT21	0.0789	0.8235	0.3333
128_TRT20	0.6316	0.5882	0.1667
128_TRT21	0.7105	0.5882	0.75
128_TRT22	0.2895	0.7059	0.8333
128_TRT4	0.3158	0.4706	0.3333
128_TRT7	0.1053	0.2941	0.25
12900_TRT21	0.3158	0.1765	0.3333
12900_TRT22	0.1316	0.7059	0.5
12900_TRT24	0.0263	0.1765	0.0833
12900_TRT8	0.1053	0.5882	0.6667
12901_TRT11	0.7105	0.4706	0.4167
12901_TRT21	0.1316	0.1765	0.1667
12901_TRT22	0.1316	0.7059	0.5
12901_TRT6	0.7105	0.3529	0.3333
12902_TRT22	0.1316	0.7059	0.5
12902_TRT24	0.1842	0.3529	0.0833
12902_TRT8	0.7105	0.5882	0.5833
12903_TRT11	0.3947	0.4706	0.1667
12903_TRT21	0.1316	0.0588	0.1667
12903_TRT24	0.3947	0.4706	0.5
12903_TRT6	0.0263	0.2941	0.0833
12903_TRT8	0.7105	0.5882	0.6667
12904_TRT20	0.0263	0.0	0.0
12904_TRT21	0.3158	0.1765	0.3333
12904_TRT24	0.0263	0.1765	0.0833
12905_TRT20	0.0263	0.3529	0.0833
12905_TRT21	0.3158	0.1765	0.3333
12905_TRT22	0.1316	0.7059	0.1667
12906_TRT18	0.1842	0.3529	0.0833
12906_TRT20	0.0	0.0	0.25
12906_TRT21	0.3158	0.1765	0.3333
12906_TRT22	0.1316	0.7059	0.5
12906_TRT24	0.7105	0.3529	0.4167
12907_TRT20	0.7105	0.3529	0.0833
12907_TRT22	0.1316	0.7059	0.5
12908_TRT21	0.2632	0.1765	0.0833
12908_TRT22	0.1316	0.7059	0.9167
12908_TRT8	0.7895	0.2941	0.3333
12909_TRT11	0.1316	0.2941	0.25
12909_TRT18	0.0	0.0	0.25
12909_TRT21	0.2632	0.1765	0.0
12909_TRT22	0.1316	0.7059	0.9167
12909_TRT24	0.1842	0.3529	0.0833
1290_TRT14	0.3947	0.4706	0.3333
1290_TRT15	0.2632	0.2941	0.0833
1290_TRT8	0.7105	0.5882	0.6667
12910_TRT18	0.8158	0.4706	0.0833
12910_TRT21	0.5263	0.1765	0.1667
12910_TRT24	0.0263	0.0	0.25
12911_TRT18	0.0263	0.1765	0.3333
12911_TRT21	0.5263	0.1765	0.4167
12911_TRT24	0.0	0.0588	0.4167
12911_TRT8	0.7105	0.1765	0.3333
12912_TRT21	0.3158	0.1765	0.3333
12912_TRT24	0.7105	0.3529	0.0833
12913_TRT20	0.1316	0.0588	0.1667
12914_TRT21	0.2632	0.1765	0.0833
12914_TRT24	0.7105	0.1765	0.0833
12915_TRT11	0.5526	0.4706	0.1667
12915_TRT22	0.1316	0.7059	0.6667
12915_TRT8	0.1316	0.2941	0.5
12916_TRT21	0.1316	0.1765	0.5
12916_TRT22	0.1316	0.7059	0.6667
12916_TRT24	0.2368	0.1765	0.0833
12917_TRT18	0.1842	0.3529	0.0833
12917_TRT20	0.3158	0.4706	0.5
12917_TRT21	0.0789	0.0	0.0
12917_TRT22	0.2895	0.7059	0.9167
12918_TRT18	0.0	0.0588	0.4167
12918_TRT21	0.2632	0.1765	0.4167
12918_TRT22	0.1316	0.7059	0.6667
12918_TRT24	0.0	0.0	0.25
12919_TRT21	0.3158	0.1765	0.3333
12919_TRT22	0.1316	0.7059	0.9167
12919_TRT8	0.7105	0.5882	0.6667
1291_TRT11	0.7105	0.5882	0.0833
1291_TRT12	0.7895	0.6471	0.8333
1291_TRT21	0.7105	0.5882	0.4167
1291_TRT22	0.1316	0.7059	0.6667
1291_TRT8	0.6316	0.5882	0.6667
1291_TRT9	0.2105	0.4118	0.5833
12920_TRT18	0.0	0.0	0.25
12920_TRT21	0.2632	0.1765	0.3333
12920_TRT22	0.1316	0.1176	0.6667
12920_TRT8	0.7105	0.5882	0.25
12921_TRT18	0.1842	0.3529	0.4167
12921_TRT22	0.2895	0.7059	0.6667
12921_TRT24	0.2368	0.1765	0.4167
12922_TRT22	0.1316	0.1176	0.6667
12922_TRT24	0.3684	0.3529	0.0833
12922_TRT6	0.1316	0.4706	0.25
12923_TRT21	0.2632	0.1765	0.5
12923_TRT24	0.2368	0.1765	0.0833
12923_TRT8	0.7105	0.5882	0.6667
12924_TRT18	0.2368	0.1765	0.4167
12924_TRT21	0.1316	0.1765	0.5
12924_TRT8	0.7105	0.5882	0.5833
12925_TRT21	0.2632	0.1765	0.4167
12925_TRT22	0.2895	0.7059	0.5
12925_TRT8	0.7105	0.5882	0.6667
12926_TRT18	0.0	0.7059	0.25
12926_TRT21	0.5263	0.1765	0.5
12926_TRT22	0.2895	0.7059	0.5
12926_TRT24	0.0	0.0	0.0833
12926_TRT6	0.2895	0.4706	0.0833
12927_TRT21	0.2632	0.1765	0.0
12927_TRT24	0.0263	0.1765	0.0833
12928_TRT21	0.3421	0.3529	0.4167
12928_TRT22	0.1316	0.7059	0.9167
12928_TRT8	1.0	0.5882	0.9167
12929_TRT11	0.0263	0.4706	0.1667
12929_TRT21	0.1316	0.1765	0.3333
12929_TRT22	0.2895	0.7059	0.5
12929_TRT24	0.0	0.1765	0.0833
12929_TRT6	0.0	0.0	0.25
12929_TRT8	0.7105	0.5882	0.6667
1292_TRT12	0.7895	0.6471	1.0
1292_TRT15	0.1316	0.2941	0.3333
1292_TRT24	0.1053	0.1176	0.1667
12930_TRT18	0.3684	0.3529	0.4167
12930_TRT21	0.5263	0.1765	0.1667
12930_TRT22	0.1316	0.7059	0.9167
12931_TRT21	0.3158	0.1765	0.3333
12931_TRT24	0.0	0.0588	0.0833
12932_TRT11	0.1316	0.1765	0.1667
12932_TRT22	0.2895	0.7059	0.5
12933_TRT22	0.2895	0.7059	0.9167
12934_TRT21	0.2632	0.1765	0.3333
12934_TRT22	0.1316	0.7059	0.6667
12934_TRT8	0.1053	0.1176	0.9167
12935_TRT11	0.1316	0.0	0.25
12935_TRT18	0.0	0.0	0.0833
12935_TRT20	0.0526	0.3529	0.25
12935_TRT21	0.2632	0.1765	0.3333
12935_TRT6	0.0263	0.0588	0.5
12936_TRT21	0.2632	0.1765	0.3333
12936_TRT6	0.0	0.1765	0.25
12937_TRT20	0.7105	0.3529	0.0833
12937_TRT21	0.2632	0.1765	0.5
12937_TRT22	0.1316	0.7059	0.5
12938_TRT20	0.3684	0.5882	0.0833
12938_TRT22	0.2895	0.7059	0.5
12938_TRT24	0.0526	0.1765	0.0833
12939_TRT11	0.1316	0.2941	0.1667
12939_TRT20	0.0263	0.1765	0.0
12939_TRT21	0.1316	0.1765	0.1667
12939_TRT22	0.1316	0.7059	0.6667
12939_TRT24	0.5	0.1765	0.4167
12939_TRT8	0.3947	0.2941	0.5
1293_TRT12	0.1053	0.6471	0.8333
1293_TRT15	0.0	0.1765	0.0833
1293_TRT18	0.1053	0.1176	1.0
12940_TRT21	0.2632	0.1765	0.1667
12940_TRT22	0.1316	0.7059	0.5
12940_TRT24	0.3684	0.3529	0.0833
12940_TRT8	0.1316	0.2941	0.3333
12941_TRT20	0.7105	0.3529	0.1667
12941_TRT21	0.1316	0.1765	0.1667
12941_TRT22	0.2895	0.7059	0.5
12941_TRT24	0.0263	0.1765	0.0833
12941_TRT8	0.3947	0.2941	0.3333
12942_TRT20	0.0526	0.1765	0.0833
12942_TRT21	0.1316	0.0588	0.1667
12942_TRT24	0.0263	0.1765	0.0833
12942_TRT8	0.3947	0.2941	0.3333
12943_TRT20	0.3684	0.3529	0.0833
12943_TRT21	0.1316	0.1765	0.4167
12943_TRT22	0.1316	0.7059	0.5
12943_TRT24	0.0263	0.1765	0.3333
12944_TRT21	0.1316	0.1765	0.1667
12944_TRT22	0.1316	0.7059	0.9167
12944_TRT8	0.5263	0.2941	0.5
12945_TRT21	0.3158	0.1765	0.0
12945_TRT24	0.0263	0.0	0.25
12945_TRT6	0.0526	0.0588	0.0833
12946_TRT20	0.0263	0.0	0.25
12946_TRT21	0.7105	0.3529	0.5
12946_TRT22	0.1316	0.7059	0.9167
12946_TRT24	0.1842	0.3529	0.1667
12946_TRT8	0.1316	0.2941	0.1667
12947_TRT20	0.4737	0.3529	0.0833
12947_TRT21	0.2632	0.1765	0.3333
12947_TRT24	0.0263	0.1765	0.0833
12948_TRT20	0.0526	0.0588	0.1667
12948_TRT21	0.2632	0.3529	0.4167
12948_TRT22	0.1316	0.1176	0.6667
12948_TRT8	0.1316	0.0588	0.0
12949_TRT21	0.3158	0.1765	0.0
12949_TRT22	0.2895	0.7059	0.5
12949_TRT24	0.7105	0.2941	0.4167
12949_TRT8	0.3947	0.2941	0.3333
1294_TRT12	0.7895	0.6471	0.75
1294_TRT15	0.0	0.0	0.75
1294_TRT21	0.0789	0.8235	0.3333
1294_TRT24	0.1053	0.0	0.25
1294_TRT7	0.1053	0.2941	0.0833
12950_TRT21	0.2632	0.1765	0.4167
12950_TRT22	0.2895	0.7059	0.9167
12951_TRT21	0.5263	0.1765	0.1667
12951_TRT22	0.2895	0.7059	0.9167
12951_TRT24	0.0263	0.0	0.25
12952_TRT18	0.1842	0.3529	0.0833
12952_TRT21	0.1316	0.1765	0.1667
12952_TRT24	0.1842	0.3529	0.0833
12953_TRT21	0.1316	0.1765	0.0833
12953_TRT22	0.2895	0.7059	0.5
12953_TRT24	0.2368	0.3529	0.4167
12954_TRT21	0.2632	0.1765	0.0833
12954_TRT22	0.1316	0.7059	0.5
12954_TRT24	0.2368	0.1765	0.5
12955_TRT20	0.7105	0.3529	0.5
12955_TRT21	0.2632	0.1765	0.5
12955_TRT22	0.1316	0.7059	0.9167
12955_TRT24	0.0263	0.3529	0.0833
12955_TRT8	0.7105	0.4706	0.3333
12956_TRT11	0.2368	0.4706	0.0833
12956_TRT22	0.1316	0.7059	0.9167
12956_TRT24	0.1842	0.1765	0.0833
12956_TRT8	0.3947	0.2941	0.4167
12957_TRT11	0.2368	0.4706	0.0833
12957_TRT21	0.1316	0.0588	0.1667
12957_TRT22	0.1316	0.7059	0.9167
12957_TRT24	0.1579	0.3529	0.0833
12958_TRT18	0.0263	0.0	0.4167
12958_TRT21	0.3158	0.1765	0.0833
12958_TRT24	0.0	0.1765	0.0833
12959_TRT11	0.5526	0.4706	0.0833
12959_TRT20	0.3947	0.4706	0.3333
12959_TRT21	0.1316	0.1765	0.0
12959_TRT22	0.1316	0.7059	0.9167
12959_TRT8	0.7105	0.5882	0.6667
1295_TRT11	0.3684	0.5882	0.4167
1295_TRT15	0.0	0.0	0.0833
1295_TRT18	0.1053	0.1176	0.25
1295_TRT21	0.7105	0.5882	0.9167
1295_TRT24	0.1053	0.1176	0.1667
12960_TRT18	0.7105	0.3529	0.4167
12960_TRT21	0.3158	0.1765	0.4167
12961_TRT24	0.0263	0.0	0.5
12962_TRT24	0.0263	0.0	0.0833
12963_TRT18	0.1316	0.0588	0.5
12963_TRT20	0.7105	0.4706	0.5
12963_TRT21	0.1316	0.1765	0.4167
12963_TRT22	0.2895	0.7059	0.9167
12963_TRT24	0.5263	0.1765	0.3333
12964_TRT11	0.5526	0.4706	0.4167
12964_TRT21	0.5263	0.1765	0.3333
12964_TRT24	0.0	0.1765	0.0833
12965_TRT21	0.1316	0.1765	0.3333
12965_TRT24	0.0789	0.2941	0.5
12965_TRT6	0.3947	0.4706	0.3333
12966_TRT20	0.0526	0.0	0.0
12966_TRT21	0.2632	0.1765	0.3333
12966_TRT22	0.2895	0.7059	0.25
12966_TRT6	0.1316	0.2941	0.5
12966_TRT8	0.1053	0.5882	0.6667
12967_TRT21	0.2632	0.1765	0.5
12967_TRT24	0.0	0.0	0.0833
12967_TRT6	0.3947	0.4706	0.3333
12968_TRT21	0.1316	0.1765	0.0
12968_TRT22	0.1316	0.7059	0.9167
12968_TRT24	0.2368	0.3529	0.0833
12969_TRT21	0.2632	0.1765	0.4167
1296_TRT12	1.0	0.6471	0.4167
1296_TRT14	0.0	0.0	0.0833
1296_TRT15	0.0	0.3529	0.25
1296_TRT18	0.1053	0.2353	0.9167
1296_TRT20	0.8684	0.5882	0.4167
1296_TRT22	0.1316	0.7059	0.9167
12970_TRT11	0.2632	0.4706	0.1667
12970_TRT21	0.2632	0.1765	0.0
12970_TRT22	0.1316	0.7059	0.9167
12970_TRT24	0.0789	0.3529	0.0833
12971_TRT21	0.2632	0.1765	0.3333
12971_TRT22	0.1316	0.7059	0.6667
12971_TRT24	0.0	0.0	0.0833
12971_TRT8	0.7105	0.5882	0.6667
12972_TRT20	0.1579	0.4706	0.5
12972_TRT21	0.2632	0.1765	0.0833
12972_TRT24	0.0	0.0588	0.0833
12973_TRT20	0.0789	0.0588	0.5
12974_TRT18	0.0263	0.2941	0.4167
12974_TRT21	0.2632	0.1765	0.4167
12974_TRT8	0.2895	0.2941	0.5
12975_TRT21	0.2632	0.3529	0.0833
12975_TRT22	0.8158	0.7059	0.9167
12976_TRT21	0.2632	0.1765	0.1667
12976_TRT8	0.3947	0.2941	0.4167
12977_TRT21	0.2632	0.1765	0.3333
12977_TRT8	0.5263	0.2941	0.0833
12978_TRT21	0.2632	0.1765	0.5
12978_TRT24	0.1842	0.3529	0.0833
12978_TRT8	0.5263	0.2941	0.25
12979_TRT11	0.2632	0.4706	0.0833
12979_TRT21	0.5263	0.1765	0.4167
12979_TRT22	0.2895	0.7059	0.5
12979_TRT24	0.0	0.0588	0.0833
1297_TRT11	0.2895	0.4706	0.5
1297_TRT12	0.3947	0.6471	0.4167
1297_TRT15	0.1842	0.1765	0.3333
1297_TRT18	0.1053	0.0	0.0
1297_TRT20	0.8684	0.5882	0.25
1297_TRT21	0.5263	0.8235	0.9167
1297_TRT22	0.1316	0.7059	0.9167
12980_TRT21	0.1316	0.0588	0.1667
12980_TRT22	0.1316	0.7059	0.9167
12980_TRT8	0.3947	0.2941	0.4167
12981_TRT21	0.2632	0.1765	0.0833
12981_TRT22	0.1316	0.7059	0.9167
12981_TRT8	0.1316	0.2941	0.5
12982_TRT21	0.3158	0.1765	0.5
12982_TRT8	0.3947	0.2941	0.6667
12983_TRT18	0.0	0.0588	0.0833
12983_TRT24	0.3421	0.3529	0.0833
12984_TRT22	0.1316	0.7059	0.9167
12984_TRT24	0.3684	0.3529	0.0833
12985_TRT21	0.2632	0.1765	0.5
12985_TRT24	0.0	0.0	0.0833
12985_TRT8	0.3947	0.2941	0.5
12986_TRT18	0.0263	0.1765	0.0833
12986_TRT22	0.1316	0.7059	0.9167
12986_TRT8	0.1316	0.2941	0.5
12987_TRT24	0.0	0.1765	0.0833
12987_TRT6	0.0	0.0588	0.0833
12987_TRT8	0.2632	0.4706	0.5
12988_TRT11	0.7105	0.4706	0.0833
12988_TRT18	0.0	0.0	0.4167
12988_TRT21	0.1316	0.1765	0.3333
12988_TRT22	0.1316	0.1176	0.9167
12988_TRT24	0.0263	0.1765	0.4167
12988_TRT5	1.0	0.5294	0.4167
12988_TRT8	0.1316	0.1765	0.5
12989_TRT18	0.1842	0.3529	0.4167
12989_TRT22	0.1316	0.2941	0.3333
12989_TRT8	0.8158	0.4706	0.3333
1298_TRT11	0.1842	0.4706	0.0833
1298_TRT12	0.6579	0.5882	0.1667
1298_TRT14	0.0	0.0588	0.25
1298_TRT20	0.7105	0.5882	0.9167
1298_TRT24	0.1053	0.2353	0.0
1298_TRT8	0.7105	0.5882	0.6667
12990_TRT11	0.3947	0.4706	0.4167
12990_TRT18	0.1316	0.2941	0.3333
12990_TRT21	0.3158	0.1765	0.3333
12990_TRT22	0.2895	0.7059	0.8333
12990_TRT8	0.5263	0.2941	0.5
12991_TRT21	0.1316	0.1765	0.0
12991_TRT6	0.1316	0.2941	0.3333
12992_TRT21	0.2632	0.1765	0.1667
12992_TRT22	0.2895	0.7059	0.8333
12992_TRT24	0.0	0.1765	0.0833
12993_TRT21	0.3158	0.1765	0.3333
12993_TRT24	0.3684	0.3529	0.0833
12993_TRT8	0.3158	0.2941	0.3333
12994_TRT21	0.3158	0.1765	0.0833
12994_TRT22	0.2895	0.7059	0.9167
12994_TRT24	0.5263	0.1765	0.3333
12994_TRT8	0.8158	0.2941	0.5
12995_TRT21	0.7105	0.1765	0.4167
12996_TRT21	0.1316	0.1765	0.3333
12996_TRT22	0.1316	0.7059	0.5
12996_TRT8	0.2632	0.1765	0.3333
12997_TRT21	0.5263	0.1765	0.1667
12997_TRT22	0.1316	0.7059	0.5
12997_TRT24	0.0263	0.0	0.0833
12998_TRT20	0.5	0.4706	0.5
12998_TRT21	0.2632	0.1765	0.3333
12998_TRT22	0.2895	0.7059	0.9167
12999_TRT18	0.0263	0.1765	0.4167
12999_TRT21	0.1316	0.1765	0.1667
12999_TRT24	0.7105	0.1765	0.0833
1299_TRT11	0.1842	0.5882	0.1667
1299_TRT15	0.1316	0.0588	0.5
1299_TRT18	0.6316	0.2353	0.9167
1299_TRT22	0.1316	0.7059	0.9167
1299_TRT4	0.4211	0.7647	0.8333
1299_TRT8	0.7105	0.5882	0.6667
1299_TRT9	0.2105	0.4118	0.5833
129_TRT13	0.1053	0.0588	0.5
129_TRT21	0.7105	0.5882	0.9167
12_TRT11	0.6316	0.2941	0.25
13000_TRT11	0.1316	0.2941	0.1667
13000_TRT21	0.2632	0.1765	0.1667
13000_TRT22	0.1316	0.1765	0.0833
13000_TRT24	0.1842	0.3529	0.0833
13001_TRT20	0.2368	0.1765	0.0833
13001_TRT21	0.1316	0.1765	0.1667
13001_TRT24	0.1842	0.3529	0.0833
13001_TRT6	0.8158	0.2941	0.5
13002_TRT20	0.0263	0.0588	0.0833
13002_TRT21	0.2632	0.1765	0.3333
13002_TRT22	0.1316	0.7059	0.9167
13002_TRT24	0.7895	0.0	0.25
13002_TRT8	0.1316	0.2941	0.3333
13003_TRT20	0.2895	0.0	0.5
13003_TRT22	0.1316	0.7059	0.9167
13003_TRT8	0.7105	0.1765	0.5
13004_TRT21	0.2632	0.1765	0.5
13004_TRT22	0.1316	0.7059	0.9167
13004_TRT24	0.5526	0.4706	0.5
13004_TRT6	0.3947	0.4706	0.3333
13005_TRT21	0.2632	0.1765	0.5
13006_TRT20	0.7105	0.1765	0.4167
13006_TRT21	0.2632	0.1765	0.0833
13006_TRT22	0.1316	0.7059	0.9167
13006_TRT24	0.1316	0.0	0.0
13007_TRT11	0.1316	0.1765	0.1667
13007_TRT24	0.0	0.0588	0.0833
13007_TRT8	0.5263	0.2941	0.5
13008_TRT20	0.0789	0.0	0.25
13008_TRT21	0.0789	0.1765	0.1667
13008_TRT22	0.1316	0.7059	0.9167
13009_TRT21	0.2632	0.1765	0.0
13009_TRT22	0.1316	0.7059	0.6667
13009_TRT24	0.1842	0.3529	0.0833
1300_TRT12	0.1053	0.8824	1.0
1300_TRT14	0.0	0.0	0.25
1300_TRT15	0.1316	0.2941	0.5
1300_TRT21	0.5263	0.8235	0.9167
13010_TRT20	0.4211	0.0588	0.1667
13010_TRT22	0.1316	0.7059	0.9167
13010_TRT24	0.2368	0.1765	0.0833
13010_TRT5	0.5	0.5294	0.4167
13010_TRT8	0.5263	0.4706	0.5
13011_TRT11	0.1316	0.0588	0.0
13011_TRT20	0.0263	0.1765	0.5
13011_TRT21	0.8158	0.2941	0.5
13011_TRT8	0.2895	0.4706	0.4167
13012_TRT20	0.7105	0.1765	0.0833
13012_TRT21	0.5	0.4706	0.5
13012_TRT22	0.1316	0.1176	0.6667
13012_TRT24	0.0263	0.1765	0.1667
13012_TRT8	0.4737	0.5882	0.0833
13013_TRT21	0.1316	0.2941	0.3333
13013_TRT22	0.1316	0.1176	0.6667
13013_TRT5	0.7105	0.5294	0.4167
13014_TRT21	0.3158	0.2941	0.5
13014_TRT22	0.1316	0.7059	0.6667
13014_TRT24	0.7105	0.0	0.0833
13015_TRT11	0.0263	0.1765	0.0833
13015_TRT20	0.1579	0.4706	0.5
13015_TRT22	0.1316	0.7059	0.9167
13015_TRT6	0.8158	0.2941	0.3333
13016_TRT22	0.1316	0.7059	0.9167
13016_TRT24	0.0	0.0588	0.25
13016_TRT8	0.7105	0.5882	0.6667
13017_TRT21	0.2632	0.3529	0.5
13017_TRT22	0.1316	0.7059	0.9167
13018_TRT11	0.1579	0.4706	0.25
13018_TRT21	0.0789	0.4706	0.5
13018_TRT22	0.1316	0.7059	0.5
13018_TRT24	0.0789	0.0	0.0
13018_TRT8	0.1053	0.1176	0.6667
13019_TRT18	0.0263	0.1765	0.1667
13019_TRT24	0.1316	0.0	0.25
1301_TRT12	0.8421	0.8824	1.0
1301_TRT14	0.0	0.2941	0.3333
1301_TRT15	0.1316	0.0588	0.3333
1301_TRT20	0.6316	0.5882	0.25
1301_TRT21	0.5263	0.8235	0.9167
1301_TRT8	0.7105	0.5882	0.6667
13020_TRT21	0.0789	0.0588	0.5
13021_TRT22	0.1316	0.7059	0.9167
13021_TRT24	0.0263	0.1765	0.1667
13022_TRT18	0.1316	0.2941	0.3333
13022_TRT21	0.1316	0.1176	0.5
13022_TRT22	0.1316	0.7059	0.9167
13023_TRT18	0.8158	0.1765	0.3333
13023_TRT20	0.1842	0.3529	0.0833
13023_TRT24	0.2368	0.1765	0.4167
13024_TRT11	0.1316	0.5882	0.1667
13024_TRT18	0.1316	0.2941	0.3333
13024_TRT22	0.2895	0.7059	0.9167
13024_TRT8	0.1316	0.2941	0.5
13025_TRT22	0.1316	0.7059	0.6667
13025_TRT24	0.0	0.0	0.25
13025_TRT8	0.5263	0.2941	0.5
13026_TRT18	0.1316	0.0588	0.5
13026_TRT22	0.1316	0.1176	0.6667
13026_TRT24	0.0263	0.1765	0.0833
13026_TRT6	0.0526	0.0	0.0
13027_TRT22	0.1316	0.1176	0.6667
13028_TRT22	0.1316	0.7059	0.9167
13028_TRT24	0.0	0.0588	0.0833
13029_TRT11	0.1316	0.4706	0.1667
13029_TRT20	0.1316	0.0588	0.1667
13029_TRT21	0.5	0.4706	0.4167
13029_TRT24	0.0	0.0588	0.0833
13029_TRT8	0.5263	0.2941	0.5
1302_TRT12	1.0	0.8824	0.4167
1302_TRT15	0.0	0.0	0.0833
1302_TRT20	0.8684	0.5882	0.4167
1302_TRT21	0.7105	0.8235	0.9167
