EVENT_LOG	DISCOVERY_ALG	PRECISION	FITNESS	ALIGNMENTS_MARKOV	ABS_EDGES_ONLY_IN_LOG	ABS_EDGES_ONLY_IN_LOG_W	ABS_EDGES_ONLY_IN_LOG_BTW	ABS_EDGES_ONLY_IN_LOG_BTW_NORM	ABS_EDGES_ONLY_IN_LOG_CC	ABS_EDGES_ONLY_IN_MODEL	ABS_EDGES_ONLY_IN_MODEL_W	ABS_MAX_DEGREE	ABS_MAX_DEGREE_DIV	ABS_MAX_CLUSTER	ABS_MAX_CLUSTER_DIV	ABS_DEGREE_ENTROPY	ABS_DEGREE_ENTROPY_DIV	ABS_LINK_DENSITY_DIV	ABS_LOG_MAX_DEGREE	ABS_LOG_DEGREE_ENTROPY	ABS_LOG_LINK_DENSITY	ABS_MODEL_MAX_DEGREE	ABS_MODEL_DEGREE_ENTROPY	ABS_MODEL_LINK_DENSITY	ABS_MEAN_DEGREE	ABS_MEAN_DEGREE_DIV	ABS_NODE_LINK_RATIO	ABS_NODE_LINK_RATIO_DIV	ABS_LINK_DENSITY	ABS_MEAN_CLUST	ABS_MEAN_CLUST_DIV	ABS_MAX_BTW	ABS_MAX_BTW_DIV	ABS_MEAN_BTW	ABS_MEAN_BTW_DIV	ABS_BTW_ENTROPY	ABS_BTW_ENTROPY_DIV	ABS_BTW_ENTROPY_NORM	ABS_BTW_ENTROPY_NORM_DIV	ABS_DFT_ENTROPY	ABS_DFT_ENTROPY_DIV	ABS_CC_ENTROPY	ABS_CC_ENTROPY_DIV	ABS_CC_ENTROPY_NORM	ABS_DEGREE_ASSORT	ABS_DEGREE_ASSORT_DIV	LOG_EVENTS	LOG_EVENTS_TYPES	LOG_SEQS	LOG_UNIQUE_SEQS	LOG_PERC_UNIQUE_SEQS	LOG_AVG_SEQS_LENGTH	LOG_AVG_EDIT_DIST	variant_entropy	variant_entropy_norm	sequence_entropy	sequence_entropy_norm	PN_SILENT_TRANS	PN_PERC_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	PN_IN_ARCS_MEAN	PN_OUT_ARCS_MEAN	PN_IN_ARCS_TRAN_MEAN	PN_OUT_ARCS_TRAN_MEAN	PN_IN_ARCS_INV_TRAN_MEAN	PN_OUT_ARCS_INV_TRAN_MEAN	PN_IN_ARCS_MAX	PN_OUT_ARCS_MAX	PN_IN_ARCS_TRAN_MAX	PN_OUT_ARCS_TRAN_MAX	PN_IN_ARCS_INV_TRAN_MAX	PN_OUT_ARCS_INV_TRAN_MAX	TIME_MARKOV	FOOTPRINT_COST_FIT_W	FOOTPRINT_COST_FIT	FOOTPRINT_COST_PRE_W	FOOTPRINT_COST_PRE	ABS_EDGES_ONLY_IN_MODEL_W_2	DIST_NODES_PERCENT	DIST_EDGES_PERCENT	ALIGNMENTS_MARKOV_2_K1	ALIGNMENTS_MARKOV_1_K1	ALIGNMENTS_MARKOV_3_K1	FITNESS_50_FREQ	FITNESS_50_RAND	FITNESS_25_FREQ	FITNESS_25_RAND	PRECISION_50_FREQ	PRECISION_50_RAND	PRECISION_25_FREQ	PRECISION_25_RAND	ABS_LOG_NODE_LINK_RATIO	ABS_LOG_MAX_CLUST_COEF	ABS_LOG_MEAN_CLUST_COEF	ABS_LOG_MAX_BTW	ABS_LOG_MEAN_BTW	ABS_LOG_BTW_ENTROPY	ABS_LOG_BTW_ENTROPY_NORM	ABS_LOG_DFT_ENTROPY	ABS_LOG_CC_ENTROPY	ABS_LOG_CC_ENTROPY_NORM	ABS_LOG_DEGREE_ASSORT	TIME_ALIGN	ALIGNMENTS_MARKOV_4_K1
activitylog_uci_detailed_labour	IMd	0.0768	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.4118	-6.3444	4	1.3333	0.1731	1.2093	-45.0936	-45.0936	2.4284	12	-13.5098	0.4118	16	-58.6034	1.0	9.4118	2.4286	-0.0893	0.4117	0.5882	0.3897	1.6732	-0.1941	0.2436	-0.0591	0.0619	-56.6034	29.3017	-53.2451	29.3017	-0.4893	0.8237	0	-1	0	-0.0357	2.5455	1392	16	25	25	100.0	55.68	36.9367	4040.0953	0.4443	9786.9452	0.9713	46	0.7419	16	36	3.5556	7	1.7778	1.7778	1.0	1.0	1.0435	1.0435	5	5	1	1	3	3	1986.5942	1.0	1.0	0.603	0.4523	0.539	0.0	0.5882				0.9996	0.9996	0.9996	0.9996	0.0725	0.0751	0.0695	0.0713	0.1518	0.8269	0.5789	0.2566	0.063	-2.0	-10.7549	-44466.1358	0	0	-0.0231	2.42	1.0
activitylog_uci_detailed_labour	ETM	0.9905	0.5943	0.8518	0.9548	0.8582	1.0	0.0037	0.0234	1.0	1.0	-5	0.5833	0.1731	1.2093	-12.8966	-12.8966	0.4286	12	-13.5098	0.4118	7	-26.4064	0.1765	-3.7647	0.4286	0.2024	2.3333	-0.2353	-0.329	0.4317	0.3392	2.3219	0.0645	2.0238	-26.2647	14.1324	-17.5098	14.1324	0.0146	1.0053	0	-1	0	0.0444	-0.9221	1392	16	25	25	100.0	55.68	36.9367	4040.0953	0.4443	9786.9452	0.9713	10	0.0962	94	100	2.24	11	1.12	1.12	1.0	1.0	1.8	1.8	6	5	1	1	3	3	0.482	0.8537	0.422	1.0	1.0	1.0	0.0	0.5714	0.5449	0.8518	0.5412	0.6375	0.5772	0.6758	0.5762	0.9848	0.9091	0.9737	0.9688	0.1518	0.8269	0.5789	0.2566	0.063	-2.0	-10.7549	-44466.1358	0	0	-0.0231	3.45	0.5449
activitylog_uci_detailed_weekends	IMf	0.2893	0.7513	0.7555	0.9237	0.759	0.0	0.0	0.0516	0.8235	0.4378	-5	0.5455	-0.14	0.86	4.7549	4.7549	1.1593	11	-13.5098	0.3333	6	-8.7549	0.3864	-0.75	0.85	0.0353	1.1765	0.0531	0.0368	1.0798	0.1561	1.617	0.0848	1.9895	-12.7549	2.8882	-10.7549	2.8882	-0.4795	0.8248	0	-1	0	0.1326	4.7039	488	15	10	10	100.0	48.8	35.0	1000.2578	0.3667	2940.3212	0.9733	34	0.7556	11	29	3.1034	5	1.5517	1.5517	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0218	0.749	0.5128	0.8498	0.8163	0.8524	0.25	0.5281	0.7555	0.7555	0.7555	0.717	0.7527	0.6914	0.8687	0.2152	0.2549	0.1739	0.24	0.2	1.0	0.4612	0.253	0.0857	-6.7549	-8.7549	-12279.9518	0	0	0.0358	0.2	0.7555
activitylog_uci_detailed_weekends	IMd	0.0792	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.3556	-6.5341	4	1.3636	0.0	1.0	-36.5959	-36.5959	2.8128	11	-13.5098	0.3333	15	-50.1057	0.9375	9.0625	2.8125	-0.1289	0.3555	0.6042	0.4741	2.028	-0.1244	0.5083	-0.0768	0.1039	-43.3508	7.4177	-49.8485	7.4177	-0.4015	0.8533	0	-1	0	-0.0916	-1.5587	488	15	10	10	100.0	48.8	35.0	1000.2578	0.3667	2940.3212	0.9733	46	0.7541	15	33	3.697	9	1.8485	1.8485	1.0	1.0	1.0	1.0	7	7	1	1	1	1	109.8816	1.0	1.0	0.512	0.3939	0.4548	0.0	0.6444				0.9997	0.9997	0.9997	0.9997	0.0765	0.0761	0.0743	0.0736	0.2	1.0	0.4612	0.253	0.0857	-6.7549	-8.7549	-12279.9518	0	0	0.0358	0.62	1.0
activitylog_uci_detailed_weekends	ETM	0.9773	0.6348	0.7732	0.9177	0.7711	0.0	0.0	0.0374	0.9286	0.6908	-4	0.6364	0.0	1.0	-4.8547	-4.8547	0.6925	11	-13.5098	0.3333	7	-18.3645	0.2308	-2.0	0.6	0.1333	1.6665	-0.1025	-0.1915	0.5848	0.2577	2.0186	0.0562	1.6558	2.0	0.7039	2.0	0.7039	-0.0438	0.984	0	-1	0	-0.0813	-1.271	488	15	10	10	100.0	48.8	35.0	1000.2578	0.3667	2940.3212	0.9733	6	0.0896	61	66	2.0606	3	1.0303	1.0303	1.0	1.0	1.1667	1.1667	2	2	1	1	2	2	0.1235	0.7615	0.4744	0.9332	0.9268	0.933	0.125	0.5301	0.6123	0.7732	0.6123	0.6742	0.6322	0.5825	0.6	0.9655	0.9412	0.6667	0.6667	0.2	1.0	0.4612	0.253	0.0857	-6.7549	-8.7549	-12279.9518	0	0	0.0358	0.9	0.6123
edited_hh102_labour	IMf	0.2609	0.7831	0.7912	0.9479	0.8068	1.0	0.0029	0.0296	0.6739	-1.0205	-4	0.7143	-0.1352	0.8343	-0.8547	-0.8547	1.0659	14	-16.7549	0.3596	10	-17.6096	0.3833	-0.7237	0.8882	0.0194	1.1256	0.0237	-0.0832	0.8434	0.0319	1.1257	0.0573	1.9363	-22.2647	5.6825	-13.0196	5.6825	-0.0757	0.9723	0	-1	0	0.3676	6.0985	1152	18	18	18	100.0	64.0	38.6797	2832.6121	0.4158	7693.1463	0.9473	50	0.7692	15	43	3.1163	5	1.5581	1.5581	1.0	1.0	1.04	1.04	3	3	1	1	3	3	0.9494	0.8007	0.4959	0.735	0.6667	0.7374	0.1579	0.5948				0.7899	0.7786	0.8019	0.7536	0.2222	0.2482	0.2222	0.2222	0.1545	0.8158	0.5314	0.2538	0.0612	-4.7549	-14.0	-28787.794	0	0	0.0721	0.76	0.7854
edited_hh102_labour	IMd	0.0718	0.9951	0.9951	0.9957	0.9923	17.1667	0.0502	0.03	0.4083	-6.5556	3	1.2143	0.1842	1.2258	-43.8485	-43.8485	2.6263	14	-16.7549	0.3596	17	-60.6034	0.9444	9.5819	2.4801	-0.0922	0.4032	0.5848	0.4113	1.774	-0.1398	0.4492	-0.0543	0.1127	-55.8485	12.7455	-55.4869	12.7455	-0.2984	0.8907	0	-1	0	-0.1224	-0.6976	1152	18	18	18	100.0	64.0	38.6797	2832.6121	0.4158	7693.1463	0.9473	7	0.2917	17	8	6.0	17	3.0	3.0	1.0	1.0	1.0	1.0	15	15	1	1	1	1	0.0212	0.9921	0.9587	0.5766	0.4514	0.5162	0.0526	0.5986	0.9951	0.9951	0.9951	0.9965	0.993	0.9999	0.9925	0.0683	0.0683	0.0653	0.0652	0.1545	0.8158	0.5314	0.2538	0.0612	-4.7549	-14.0	-28787.794	0	0	0.0721	0.25	0.9951
VITORIA_-_5a_VARA_CIVEL_-_TJES	IMf	0.322	0.7888	0.8189	0.9819	0.8181	9.15	0.0051	0.0098	0.8315	0.5164	-27	0.2895	0.0	1.0	41.7744	41.7744	2.3702	38	-53.7744	0.1788	11	-12.0	0.4238	-1.5783	0.7899	0.0354	1.266	0.245	-0.1343	0.8119	-0.0691	0.8357	0.0368	2.3285	36.1057	0.3327	83.6836	0.3327	-1.5191	0.6411	0	-1	0	0.2211	0.5	13546	42	206	206	100.0	65.7573	60.7943	64029.6347	0.5428	126011.4812	0.9778	30	0.6818	14	31	3.0968	5	1.5484	1.5484	1.0	1.0	1.1333	1.1333	4	4	1	1	4	4	0.2444	0.8296	0.2133	0.9257	0.8421	0.8968	0.6512	0.7811				0.8136	0.7959	0.8457	0.798	0.2896	0.304	0.2894	0.2963	0.1331	1.0	0.7138	0.4207	0.0277	-54.1057	-107.1934	-2247159.4176	0	0	-0.4422	11.32	0.7953
VITORIA_-_5a_VARA_CIVEL_-_TJES	IMd	0.0426	0.9965	0.9965	0.9964	0.9942	3.0909	0.0017	0.0056	0.303	-11.085	-8	0.7895	-0.0322	0.9678	-80.8315	-80.8315	5.4183	38	-53.7744	0.1788	30	-134.6059	0.9688	21.5529	3.8693	-0.0987	0.2585	0.79	0.2516	1.3525	-0.3552	0.1557	-0.0255	0.0794	-86.7757	2.6038	-40.0133	2.6038	-0.7019	0.8342	0	-1	0	0.411	0.0706	13546	42	206	206	100.0	65.7573	60.7943	64029.6347	0.5428	126011.4812	0.9778	37	0.5522	30	27	4.963	14	2.4815	2.4815	1.0	1.0	1.0	1.0	12	12	1	1	1	1	27.1118	0.9942	0.84	0.5915	0.2993	0.5994	0.2791	0.7129				0.9959	0.9958	0.9973	0.9948	0.0404	0.0395	0.0386	0.0396	0.1331	1.0	0.7138	0.4207	0.0277	-54.1057	-107.1934	-2247159.4176	0	0	-0.4422	7.36	0.9965
VITORIA_-_5a_VARA_CIVEL_-_TJES	ETM	0.8603	-1.0	0.8093	0.9785	0.7853	17.1394	0.0095	0.0056	0.9643	0.9948	-32	0.1579	0.0	1.0	42.2646	42.2646	1.4234	38	-53.7744	0.1788	6	-11.5098	0.2545	-4.9661	0.3389	0.2598	2.9519	0.0757	-0.4066	0.4304	0.1293	1.3073	0.1965	8.0939	45.3508	0.1618	98.4385	0.1618	-1.8787	0.5561	0	-1	0	0.6026	-0.3627	13546	42	206	206	100.0	65.7573	60.7943	64029.6347	0.5428	126011.4812	0.9778	13	0.1646	66	72	2.1944	3	1.0972	1.0972	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.1304	0.7885	0.08	0.9766	0.96	0.9782	0.7442	0.9167	0.5172	0.8093	0.5173	-1.0	0.5886	0.6008	0.5893	0.4221	0.8418	0.0	0.8382	0.1331	1.0	0.7138	0.4207	0.0277	-54.1057	-107.1934	-2247159.4176	0	0	-0.4422	18.61	0.5172
Receipt phase of an environmental permit application process (_WABO_) CoSeLoG project	IMd	0.1375	0.9434	0.981	0.997	0.9752	0.0	0.0	0.0017	0.2658	-12.9474	13	2.0	-0.2111	0.7625	-11.6355	-11.6355	2.9847	13	-35.8743	0.1508	26	-47.5098	0.4501	7.6323	2.8746	-0.1602	0.3477	0.2993	0.1669	1.4386	0.009	1.0288	-0.0346	0.5221	-73.974	4.3225	-61.0774	4.3225	-0.2183	0.9371	0	-1	0	-0.102	2.1711	8577	27	1434	116	8.0893	5.9812	3.1029	2349.3403	0.6798	5845.597	0.7652	34	0.5667	26	29	4.2069	7	2.1034	2.1034	1.0	1.0	1.0294	1.0294	5	5	1	1	2	2	0.5448	0.9657	0.7273	0.3302	0.2424	0.3785	0.0357	0.7572				0.9429	0.8666	0.9496	0.966	0.0944	0.1202	0.0923	0.1121	0.2456	0.8889	0.3805	0.3125	0.0724	-22.2647	-35.1613	-1347472.9196	0	0	-0.0871	1.33	0.9436
3a_VARA_DE_FAMILIA_E_REGISTRO_CIVIL_DA_COMARCA_DE_OLINDA_-_TJPE	IMf	0.3027	0.6655	0.6712	0.995	0.6938	0.0	0.0	0.0411	0.6875	-0.2121	1	1.2	0.0	1.0	6.0	6.0	1.5407	5	-14.7549	0.2308	6	-8.7549	0.3556	0.4308	1.1556	-0.0486	0.8654	0.1248	0.0595	1.2264	0.0189	1.0335	0.0164	1.1091	-5.5098	1.9183	-5.5098	1.9183	-0.3795	0.8501	0	-1	0	0.1628	0.5249	2583	12	232	33	14.2241	11.1336	3.2226	624.7064	0.5792	1843.844	0.7996	29	0.7632	9	25	3.04	5	1.52	1.52	1.0	1.0	1.0	1.0	4	3	1	1	1	1	0.015	0.6333	0.5882	0.6832	0.6667	0.7202	0.2308	0.5217	0.6712	0.6712	0.6712	0.6628	0.6581	0.6593	0.6702	0.1738	0.2442	0.1612	0.2369	0.3611	0.5	0.2628	0.5644	0.1503	-6.0	-6.0	-124666.1197	0	0	-0.3427	0.13	0.6712
3a_VARA_DE_FAMILIA_E_REGISTRO_CIVIL_DA_COMARCA_DE_OLINDA_-_TJPE	IMd	0.1731	0.9988	0.9988	0.9986	0.9972	18.0	0.1154	0.0227	0.2909	-5.6359	5	2.0	0.5	2.0	-13.7744	-13.7744	4.3328	5	-14.7549	0.2308	10	-28.5293	1.0	7.2308	3.6112	-0.2611	0.2769	0.7692	0.6867	3.613	-0.4644	0.1772	-0.1402	0.0672	-22.5293	4.7549	-27.2193	4.7549	-0.4887	0.807	0	-1	0	0.2518	0.2652	2583	12	232	33	14.2241	11.1336	3.2226	624.7064	0.5792	1843.844	0.7996	5	0.3333	10	6	5.0	11	2.5	2.5	1.0	1.0	1.0	1.0	9	9	1	1	1	1	0.0071	0.9966	0.8824	0.4118	0.3297	0.3799	0.1538	0.7193	0.9988	0.9988	0.9988	0.9999	0.997	0.9999	0.9989	0.1488	0.1582	0.1423	0.1495	0.3611	0.5	0.2628	0.5644	0.1503	-6.0	-6.0	-124666.1197	0	0	-0.3427	0.08	0.9988
3a_VARA_DE_FAMILIA_E_REGISTRO_CIVIL_DA_COMARCA_DE_OLINDA_-_TJPE	ETM	0.8923	0.9615	0.9917	0.9922	0.9812	12.0	0.0769	0.0016	1.0	1.0	-2	0.6	-0.5	0.0	3.1453	3.1453	1.4441	5	-14.7549	0.2308	3	-11.6096	0.3333	-0.7692	0.7222	0.1389	1.3847	0.1025	-0.2628	0.0	0.2356	1.4174	0.2211	2.4711	-9.5098	2.585	-9.5098	2.585	-0.8596	0.6605	0	-1	0	0.1289	0.6239	2583	12	232	33	14.2241	11.1336	3.2226	624.7064	0.5792	1843.844	0.7996	7	0.35	13	15	2.6667	4	1.3333	1.3333	1.0	1.0	1.0	1.0	3	2	1	1	1	1	0.0057	0.9775	0.3529	1.0	1.0	1.0	0.4615	0.6111	0.9616	0.9917	0.9253	0.972	0.9413	0.9805	0.96	0.8644	0.8641	0.8388	0.7658	0.3611	0.5	0.2628	0.5644	0.1503	-6.0	-6.0	-124666.1197	0	0	-0.3427	0.08	0.9616
PRIMEIRA_VARA_CRIMINAL_-_COMARCA_DE_VARZEA_GRANDE_-_SDCR_-_TJMT	IMf	0.7168	0.5251	0.6802	0.9665	0.6127	0.0	0.0	0.01	0.9355	0.9389	-36	0.122	0.0	1.0	55.7744	55.7744	3.7866	41	-61.7744	0.1462	5	-6.0	0.5536	-2.8484	0.5763	0.1094	1.7357	0.4074	-0.0858	0.8706	-0.2243	0.6142	0.1186	6.5681	38.2647	0.1105	101.9321	0.1105	-2.3288	0.4788	0	-1	0	0.5371	-0.235	8527	46	47	47	100.0	181.4255	190.9759	29917.5413	0.3976	76839.45	0.9955	30	0.8108	7	26	2.9231	4	1.4615	1.4615	1.0	1.0	1.0333	1.0333	2	2	1	1	2	2	0.1447	0.6156	0.0754	0.9936	0.9583	0.9844	0.8298	0.9088	0.6789	0.6802	0.5913	0.5126	0.5101	0.5087	0.5036	0.3424	0.5056	0.3534	0.2667	0.1487	1.0	0.6633	0.5814	0.0213	-43.0196	-106.687	-1145407.0153	0	0	-0.4349	0.8	0.6789
PRIMEIRA_VARA_CRIMINAL_-_COMARCA_DE_VARZEA_GRANDE_-_SDCR_-_TJMT	IMd	0.0633	0.95	0.9506	0.9831	0.8895	18.8333	0.0087	0.0047	0.4286	-3.3965	-21	0.4878	0.0	1.0	-18.9362	-18.9362	7.1819	41	-61.7744	0.1462	20	-80.7106	1.05	13.2266	2.9672	-0.0986	0.3369	0.9038	0.3367	1.5076	-0.5814	0.0	-0.0213	0.0	-43.419	2.0093	20.2484	2.0093	-1.5177	0.6603	0	-1	0	0.3849	0.115	8527	46	47	47	100.0	181.4255	190.9759	29917.5413	0.3976	76839.45	0.9955	27	0.587	19	22	4.2727	12	2.1364	2.1364	1.0	1.0	1.037	1.037	10	10	1	1	2	2	11.5133	0.8912	0.5311	0.8008	0.4488	0.7947	0.5745	0.6857				0.9239	0.9352	0.9163	0.949	0.0574	0.0599	0.0551	0.0582	0.1487	1.0	0.6633	0.5814	0.0213	-43.0196	-106.687	-1145407.0153	0	0	-0.4349	1.73	0.95
BPI_Challenge_2014_Control summary	IMf	0.9391	0.8945	0.8945	1.0	0.8419	7.0	0.125	0.0115	1.0	1.0	-2	0.6	0.0	1.0	0.0	0.0	0.8626	5	-6.7549	0.3036	3	-6.7549	0.2619	-0.5536	0.7395	0.1658	1.3523	-0.0417	-0.0087	0.961	0.0714	1.1666	0.1041	1.4115	-2.0	1.1723	-2.0	1.1723	-0.2893	0.8648	0	-1	0	0.1686	-1.5545	161296	7	43808	59	0.1347	3.6819	1.1525	224.7354	0.4119	3047.9948	0.58	8	0.5714	6	11	2.5455	3	1.2727	1.2727	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.0047	0.9998	0.6667	1.0	1.0	1.0	0.125	0.3529	0.8945	0.8945	0.8945	0.9034	0.8983	0.9023	0.9998	0.9085	0.9394	0.9168	0.9328	0.4706	0.5	0.223	0.4286	0.253	-11.6096	-11.6096	-18031875.716	0	0	-0.066	0.44	0.8945
BPI_Challenge_2014_Control summary	IMd	0.8442	0.8963	0.8963	1.0	0.8449	10.0	0.1786	0.0231	0.6818	0.7785	0	1.0	0.25	1.5	-2.0	-2.0	1.2941	5	-6.7549	0.3036	5	-8.7549	0.3929	0.625	1.2941	-0.107	0.7726	0.0893	0.1967	1.8821	0.0	1.0	-0.009	0.9644	-1.1453	1.0987	-1.1453	1.0987	-0.1957	0.9085	0	-1	0	0.3299	-3.9985	161296	7	43808	59	0.1347	3.6819	1.1525	224.7354	0.4119	3047.9948	0.58	3	0.3	7	7	2.8571	5	1.4286	1.4286	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0031	0.9999	0.9167	0.9152	0.6471	0.9332	0.0	0.375	0.8963	0.8963	0.8963	0.9052	0.8923	0.9042	0.9994	0.7292	0.8645	0.7454	0.4622	0.4706	0.5	0.223	0.4286	0.253	-11.6096	-11.6096	-18031875.716	0	0	-0.066	0.41	0.8963
BPI_Challenge_2014_Control summary	ETM	0.6471	0.9975	0.9975	1.0	0.996	7.0	0.125	0.0	0.7692	0.4312	-1	0.8	-0.1	0.8	-1.2451	-1.2451	1.4272	5	-6.7549	0.3036	4	-8.0	0.4333	0.0417	1.0196	-0.0091	0.9807	0.1297	0.0727	1.326	-0.0786	0.8166	-0.0363	0.8565	4.8547	0.5818	4.8547	0.5818	-0.3569	0.8332	0	-1	0	-0.0516	1.7818	161296	7	43808	59	0.1347	3.6819	1.1525	224.7354	0.4119	3047.9948	0.58	10	0.625	6	13	3.6923	11	1.8462	1.8462	1.0	1.0	1.8	1.8	6	5	1	1	3	3	0.0068	0.9931	0.5	0.6578	0.6667	0.7594	0.25	0.5	0.9975	0.9975	0.9975	0.9973	0.9905	0.9975	0.9993	0.6466	0.7215	0.6441	0.7006	0.4706	0.5	0.223	0.4286	0.253	-11.6096	-11.6096	-18031875.716	0	0	-0.066	0.48	0.9975
BPI_Challenge_2014_Department control parcels	IMf	0.9914	0.7241	0.7241	0.9998	0.6755	0.0	0.0	0.0236	1.0	1.0	-2	0.6	-0.5	0.5	2.0	2.0	1.1668	5	-2.0	0.5714	3	0.0	0.6667	-1.4286	0.5833	0.2083	1.7141	0.0953	-0.2303	0.6615	0.0667	1.1539	0.1203	1.7019	0.0	1.0	0.0	1.0	-0.4506	0.7724	0	-1	0	-0.3067	-0.6678	46669	6	29297	349	1.1912	1.593	1.0469	4276.4	0.682	17748.7984	0.6497	6	0.6667	3	7	2.5714	4	1.2857	1.2857	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.003	0.9655	0.2632	1.0	1.0	1.0	0.4286	0.6667	0.7241	0.7241	0.7241	0.7627	0.7465	0.7602	0.6894	0.9952	0.9927	0.996	0.9938	0.2917	1.0	0.6803	0.4333	0.1714	-2.0	-2.0	-7928369.9268	0	0	0.1839	0.29	0.7241
BPI_Challenge_2014_Department control parcels	IMd	0.9646	0.9999	0.9999	0.9999	0.9995	10.0	0.2381	0.0008	0.9412	0.9976	-1	0.8	-0.3077	0.6923	-4.7549	-4.7549	1.4876	5	-2.0	0.5714	4	-6.7549	0.85	-0.0286	0.9917	0.0024	1.0082	0.2786	0.0018	1.0026	-0.1833	0.577	-0.0714	0.5834	-4.7549	3.3775	-4.7549	3.3775	-0.4232	0.7862	0	-1	0	-0.3339	-0.8157	46669	6	29297	349	1.1912	1.593	1.0469	4276.4	0.682	17748.7984	0.6497	12	0.75	4	10	3.2	5	1.6	1.6	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0074	0.9984	0.6316	1.0	1.0	0.999	0.2857	0.36	0.9999	0.9999	0.9999	0.9997	0.9998	0.9997	0.9998	0.9642	0.9585	0.97	0.9763	0.2917	1.0	0.6803	0.4333	0.1714	-2.0	-2.0	-7928369.9268	0	0	0.1839	0.31	0.9999
BPI_Challenge_2014_Department control parcels	ETM	0.4675	0.9928	0.9993	0.9999	0.9979	0.0	0.0	0.0028	0.8125	0.0991	0	1.0	-0.1	0.9	2.0	2.0	1.4001	5	-2.0	0.5714	5	0.0	0.8	-0.2286	0.9333	0.0208	1.0713	0.2286	0.0875	1.1286	-0.1555	0.6411	-0.0714	0.5834	0.0	1.0	0.0	1.0	-0.4412	0.7771	0	-1	0	-0.4546	-1.472	46669	6	29297	349	1.1912	1.593	1.0469	4276.4	0.682	17748.7984	0.6497	6	0.5455	5	9	2.6667	4	1.3333	1.3333	1.0	1.0	1.1667	1.1667	3	2	1	1	2	2	0.0061	0.9914	0.4737	0.8146	0.9	0.8453	0.2857	0.5185	0.9928	0.9993	0.1401	0.9896	0.9701	0.99	0.9456	0.4563	0.7828	0.4498	0.7602	0.2917	1.0	0.6803	0.4333	0.1714	-2.0	-2.0	-7928369.9268	0	0	0.1839	0.36	0.9928
ElectronicInvoicingENG	IMf	0.5691	0.9328	0.9328	1.0	0.9714	12.0	0.1333	0.0	1.0	1.0	-1	0.6667	0.0	-1.0	-12.4064	-12.4064	0.8501	3	-12.0	0.2222	2	-24.4064	0.1889	-0.3	0.85	0.0882	1.1764	-0.0333	0.0	-1.0	-0.0903	0.847	0.1278	1.3434	-19.6097	2.4409	-19.6097	2.4409	0.0028	1.0016	0	-1	0	0.1345	1.3079	309030	9	20135	7	0.0348	15.3479	4.2501	95.2116	0.4224	424.8217	0.7625	13	0.5909	9	16	2.75	3	1.375	1.375	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.0074	0.9674	0.8333	1.0	1.0	1.0	0.0	0.15	0.9328	0.9328	0.9328	0.9467	0.9802	0.9999	0.931	0.5401	0.5714	0.5333	0.5	0.5	0.0	0.0	0.5903	0.3722	-13.6096	-13.6096	-12581054.408	0	0	0.4369	0.39	0.9328
ElectronicInvoicingENG	IMd	0.2114	0.9766	0.9766	1.0	0.9843	12.0	0.1333	0.0	0.4	-1.8936	5	2.6667	0.5	-1.0	-9.6515	-9.6515	2.2502	3	-12.0	0.2222	8	-21.6515	0.5	2.5	2.25	-0.2778	0.4444	0.2778	0.4806	-1.0	-0.0903	0.847	-0.2222	0.403	-10.7968	1.7933	-10.7968	1.7933	0.1645	1.0963	0	-1	0	-0.2849	0.3479	309030	9	20135	7	0.0348	15.3479	4.2501	95.2116	0.4224	424.8217	0.7625	13	0.5909	9	16	2.75	3	1.375	1.375	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.0168	0.9821	0.8889	0.3923	0.3721	0.4082	0.0	0.617	0.9766	0.9766	0.9766	0.9819	0.9474	0.9999	0.9522	0.2046	0.1753	0.2025	0.1538	0.5	0.0	0.0	0.5903	0.3722	-13.6096	-13.6096	-12581054.408	0	0	0.4369	0.42	0.9766
