EVENT_LOG	DISCOVERY_ALG	PRECISION	FITNESS	ALIGNMENTS_MARKOV	ABS_EDGES_ONLY_IN_LOG	ABS_EDGES_ONLY_IN_LOG_W	ABS_EDGES_ONLY_IN_LOG_BTW	ABS_EDGES_ONLY_IN_LOG_BTW_NORM	ABS_EDGES_ONLY_IN_LOG_CC	ABS_EDGES_ONLY_IN_MODEL	ABS_EDGES_ONLY_IN_MODEL_W	ABS_MAX_DEGREE	ABS_MAX_DEGREE_DIV	ABS_MAX_CLUSTER	ABS_MAX_CLUSTER_DIV	ABS_DEGREE_ENTROPY	ABS_DEGREE_ENTROPY_DIV	ABS_LINK_DENSITY_DIV	ABS_LOG_MAX_DEGREE	ABS_LOG_DEGREE_ENTROPY	ABS_LOG_LINK_DENSITY	ABS_MODEL_MAX_DEGREE	ABS_MODEL_DEGREE_ENTROPY	ABS_MODEL_LINK_DENSITY	ABS_MEAN_DEGREE	ABS_MEAN_DEGREE_DIV	ABS_NODE_LINK_RATIO	ABS_NODE_LINK_RATIO_DIV	ABS_LINK_DENSITY	ABS_MEAN_CLUST	ABS_MEAN_CLUST_DIV	ABS_MAX_BTW	ABS_MAX_BTW_DIV	ABS_MEAN_BTW	ABS_MEAN_BTW_DIV	ABS_BTW_ENTROPY	ABS_BTW_ENTROPY_DIV	ABS_BTW_ENTROPY_NORM	ABS_BTW_ENTROPY_NORM_DIV	ABS_DFT_ENTROPY	ABS_DFT_ENTROPY_DIV	ABS_CC_ENTROPY	ABS_CC_ENTROPY_DIV	ABS_CC_ENTROPY_NORM	ABS_DEGREE_ASSORT	ABS_DEGREE_ASSORT_DIV	LOG_EVENTS	LOG_EVENTS_TYPES	LOG_SEQS	LOG_UNIQUE_SEQS	LOG_PERC_UNIQUE_SEQS	LOG_AVG_SEQS_LENGTH	LOG_AVG_EDIT_DIST	variant_entropy	variant_entropy_norm	sequence_entropy	sequence_entropy_norm	PN_SILENT_TRANS	PN_PERC_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	PN_IN_ARCS_MEAN	PN_OUT_ARCS_MEAN	PN_IN_ARCS_TRAN_MEAN	PN_OUT_ARCS_TRAN_MEAN	PN_IN_ARCS_INV_TRAN_MEAN	PN_OUT_ARCS_INV_TRAN_MEAN	PN_IN_ARCS_MAX	PN_OUT_ARCS_MAX	PN_IN_ARCS_TRAN_MAX	PN_OUT_ARCS_TRAN_MAX	PN_IN_ARCS_INV_TRAN_MAX	PN_OUT_ARCS_INV_TRAN_MAX	TIME_MARKOV	FOOTPRINT_COST_FIT_W	FOOTPRINT_COST_FIT	FOOTPRINT_COST_PRE_W	FOOTPRINT_COST_PRE	ABS_EDGES_ONLY_IN_MODEL_W_2	DIST_NODES_PERCENT	DIST_EDGES_PERCENT	ALIGNMENTS_MARKOV_2_K1	ALIGNMENTS_MARKOV_1_K1	ALIGNMENTS_MARKOV_3_K1	FITNESS_50_FREQ	FITNESS_50_RAND	FITNESS_25_FREQ	FITNESS_25_RAND	PRECISION_50_FREQ	PRECISION_50_RAND	PRECISION_25_FREQ	PRECISION_25_RAND	ABS_LOG_NODE_LINK_RATIO	ABS_LOG_MAX_CLUST_COEF	ABS_LOG_MEAN_CLUST_COEF	ABS_LOG_MAX_BTW	ABS_LOG_MEAN_BTW	ABS_LOG_BTW_ENTROPY	ABS_LOG_BTW_ENTROPY_NORM	ABS_LOG_DFT_ENTROPY	ABS_LOG_CC_ENTROPY	ABS_LOG_CC_ENTROPY_NORM	ABS_LOG_DEGREE_ASSORT	TIME_ALIGN	ALIGNMENTS_MARKOV_4_K1
1a_VARA_CRIMINAL_DA_CAPITAL_-_TJAM	IMf	0.4786	0.7214	0.7283	0.9596	0.6402	0.0	0.0	0.0036	0.5938	0.5476	-18	0.3793	-0.24	0.76	34.3645	34.3645	1.1746	29	-57.1194	0.1781	11	-22.7549	0.2092	-3.2136	0.5253	0.1335	1.9039	0.0311	-0.2177	0.678	0.1772	1.4127	0.0622	3.2455	-35.41	4.0501	21.4839	4.0501	-1.3032	0.6892	0	-1	0	0.0559	0.8627	5463	38	131	128	97.7099	41.7023	40.8571	23596.8202	0.5378	46560.9705	0.9788	32	0.6531	17	31	3.3548	11	1.6774	1.6774	1.0	1.0	1.0938	1.0938	6	9	1	1	3	3	9.3575	0.6498	0.1174	0.9401	0.6042	0.9026	0.5385	0.869	0.7283	0.7283	0.5695	0.7574	0.7611	0.7296	0.7875	0.3592	0.3683	0.2804	0.3595	0.1477	1.0	0.676	0.4294	0.0277	-11.6096	-68.5035	-687995.2424	0	0	-0.4072	2.28	0.7283
1a_VARA_CRIMINAL_DA_CAPITAL_-_TJAM	IMd	0.06	0.9924	0.9927	0.9921	0.987	46.3333	0.0313	0.0019	0.291	-7.7177	-2	0.931	0.0	1.0	-65.092	-65.092	5.6148	29	-57.1194	0.1781	27	-122.2114	1.0	20.2308	3.9887	-0.1107	0.2505	0.8219	0.3055	1.4519	-0.3924	0.0862	-0.0264	0.0469	-116.7724	11.0583	-59.8785	11.0583	-0.734	0.825	0	-1	0	0.3728	0.0845	5463	38	131	128	97.7099	41.7023	40.8571	23596.8202	0.5378	46560.9705	0.9788	21	0.4375	27	16	6.0	17	3.0	3.0	1.0	1.0	1.0	1.0	15	15	1	1	1	1	1.9276	0.9865	0.8259	0.7014	0.2906	0.7039	0.2821	0.725				0.9908	0.993	0.9951	0.9952	0.0519	0.0574	0.0468	0.0489	0.1477	1.0	0.676	0.4294	0.0277	-11.6096	-68.5035	-687995.2424	0	0	-0.4072	2.25	0.9924
1a_VARA_CRIMINAL_DA_CAPITAL_-_TJAM	ETM	0.9956	0.533	0.7507	0.9585	0.6827	21.1	0.0142	0.0077	0.9697	0.9814	-21	0.2759	0.0	1.0	39.1194	39.1194	1.1875	29	-57.1194	0.1781	8	-18.0	0.2115	-4.2307	0.375	0.2462	2.6669	0.0334	-0.1915	0.7167	0.2953	1.6877	0.1023	4.6931	4.8547	0.5818	57.7486	0.5818	-1.5219	0.6371	0	-1	0	0.058	0.8576	5463	38	131	128	97.7099	41.7023	40.8571	23596.8202	0.5378	46560.9705	0.9788	10	0.1562	54	59	2.4407	11	1.2203	1.2203	1.0	1.0	1.8	1.8	6	5	1	1	3	3	0.0835	0.6847	0.1215	0.9969	0.9677	0.9969	0.6667	0.8792	0.4878	0.7507	0.4456	0.5648	0.5734	0.5164	0.5772	0.9929	0.9911	0.7609	0.9833	0.1477	1.0	0.676	0.4294	0.0277	-11.6096	-68.5035	-687995.2424	0	0	-0.4072	3.63	0.4878
2A._VARA_DE_EXECUTIVO_FISCAL_JOAO_PESSOA_-_TJPB	IMf	0.1414	0.9597	0.9597	0.99	0.9459	5.4	0.0067	0.0083	0.6932	-1.0005	-6	0.7391	0.0	1.0	-30.5959	-30.5959	2.5903	23	-21.5098	0.298	17	-52.1057	0.7719	5.5499	1.6651	-0.0478	0.601	0.4739	0.1313	1.1709	-0.1739	0.3827	-0.0157	0.5124	-39.3508	3.5372	-25.5936	3.5372	-0.8025	0.768	0	-1	0	0.5145	-0.2282	5663	28	229	227	99.1266	24.7293	21.9296	24371.0466	0.6184	46146.2469	0.9467	13	0.4194	18	12	5.1667	15	2.5833	2.5833	1.0	1.0	1.0	1.0	13	13	1	1	1	1	0.0318	0.9584	0.7647	0.8256	0.6898	0.8234	0.3448	0.4334				0.9481	0.9606	0.9328	0.9654	0.1177	0.1199	0.1535	0.1136	0.1198	1.0	0.7684	0.2817	0.0322	-15.5098	-40.4064	-598554.6744	0	0	-0.4189	1.14	0.9597
2A._VARA_DE_EXECUTIVO_FISCAL_JOAO_PESSOA_-_TJPB	IMd	0.1509	0.9369	0.9395	0.9912	0.9143	0.0	0.0	0.0195	0.5249	-2.7902	-4	0.8261	-0.0476	0.9524	-44.4902	-44.4902	3.1966	23	-21.5098	0.298	19	-66.0	0.9526	9.7552	2.169	-0.0646	0.4608	0.6546	0.1766	1.2298	-0.2291	0.1867	-0.0269	0.1646	-61.5489	4.9684	-36.6523	4.9684	-0.5414	0.8435	0	-1	0	0.3742	0.1067	5663	28	229	227	99.1266	24.7293	21.9296	24371.0466	0.6184	46146.2469	0.9467	19	0.5	19	15	5.0667	10	2.5333	2.5333	1.0	1.0	1.0	1.0	8	8	1	1	1	1	0.2123	0.9124	0.7738	0.7386	0.5262	0.7401	0.3103	0.5411	0.9369	0.9369	0.9369	0.931	0.9276	0.9227	0.93	0.1138	0.13	0.099	0.1249	0.1198	1.0	0.7684	0.2817	0.0322	-15.5098	-40.4064	-598554.6744	0	0	-0.4189	1.56	0.9369
2A._VARA_DE_EXECUTIVO_FISCAL_JOAO_PESSOA_-_TJPB	ETM	0.9656	0.5161	0.6439	0.9644	0.5747	0.5	0.0006	0.0278	0.9697	0.9779	-18	0.2174	-0.5	0.5	-6.1417	-6.1417	0.4614	23	-21.5098	0.298	5	-27.6515	0.1375	-6.2823	0.2472	0.365	4.0467	-0.1605	-0.6284	0.1822	0.2608	1.9258	0.1315	5.0839	5.5098	0.6448	28.4064	0.6448	-0.7129	0.7939	0	-1	0	0.1859	0.5562	5663	28	229	227	99.1266	24.7293	21.9296	24371.0466	0.6184	46146.2469	0.9467	8	0.1356	51	53	2.5283	11	1.2642	1.2642	1.0	1.0	2.0	2.0	6	5	1	1	3	3	0.0847	0.5985	0.1357	0.9796	0.9688	0.9802	0.4483	0.8683	0.4508	0.6439	0.448	0.5207	0.534	0.4948	0.5396	0.9664	0.9776	0.9355	0.9338	0.1198	1.0	0.7684	0.2817	0.0322	-15.5098	-40.4064	-598554.6744	0	0	-0.4189	3.88	0.4508
VARA_DE_SUCESSOES_DE_CAMPINA_GRANDE_-_TJPB	IMd	0.118	0.7565	0.7638	0.9741	0.7718	1.5	0.0023	0.0223	0.3442	-6.4779	4	1.2222	-0.1185	0.8815	-38.9937	-38.9937	3.1465	18	-24.3645	0.2738	22	-63.3582	0.8615	11.2447	2.6425	-0.0908	0.3785	0.5877	0.2032	1.3088	-0.078	0.6749	-0.0306	0.2369	-84.4386	43.2193	-58.0322	43.2193	-0.5833	0.8331	0	-1	0	0.2073	0.1728	1557	25	25	25	100.0	62.28	50.9067	4656.867	0.4232	11347.2659	0.9915	25	0.5435	21	21	4.4762	14	2.2381	2.2381	1.0	1.0	1.04	1.04	12	12	1	1	2	2	0.6409	0.765	0.7605	0.563	0.3405	0.5751	0.1538	0.6879				0.7461	0.7749	0.7447	0.8049	0.0825	0.0881	0.0635	0.0871	0.1461	1.0	0.6581	0.2399	0.0401	-2.0	-28.4064	-139316.3838	0	0	-0.2506	2.07	0.7565
VARA_DE_SUCESSOES_DE_CAMPINA_GRANDE_-_TJPB	ETM	0.9672	0.5917	0.7568	0.9102	0.696	0.0	0.0	0.0254	0.973	0.835	-12	0.3333	0.0	1.0	2.8547	2.8547	0.5632	18	-24.3645	0.2738	6	-21.5098	0.1542	-4.5337	0.3378	0.2863	2.9596	-0.1196	-0.4301	0.3465	0.3823	2.5936	0.1185	3.9551	-6.7549	4.3774	16.8966	4.3774	-0.6276	0.8205	0	-1	0	0.2481	0.01	1557	25	25	25	100.0	62.28	50.9067	4656.867	0.4232	11347.2659	0.9915	12	0.1348	77	88	2.2273	11	1.1136	1.1136	1.0	1.0	1.75	1.75	6	5	1	1	3	3	0.2681	0.7069	0.2036	0.9795	0.9737	0.9767	0.3846	0.7989	0.5462	0.7568	0.5453	0.6058	0.6082	0.6561	0.6586	0.9583	0.9535	0.9512	0.9444	0.1461	1.0	0.6581	0.2399	0.0401	-2.0	-28.4064	-139316.3838	0	0	-0.2506	2.54	0.5462
BPI_Challenge_2020_PrepaidTravelCost	IMf	0.4029	0.8486	0.9406	0.9949	0.918	11.0	0.0126	0.002	0.4383	-2.6673	3	1.2308	-0.066	0.934	4.3904	4.3904	2.1198	13	-29.5098	0.2011	16	-25.1194	0.4263	2.2667	1.3886	-0.0479	0.7205	0.2252	0.2402	1.6047	0.0535	1.2239	0.028	1.6731	1.4099	0.9506	25.7412	0.9506	-0.7066	0.7962	0	-1	0	0.1857	0.1571	18246	29	2099	202	9.6236	8.6927	3.8252	5445.904	0.7181	12632.861	0.7971	22	0.5366	19	34	2.7647	5	1.3824	1.3824	1.0	1.0	1.2727	1.2727	3	4	1	1	3	3	51.1458	0.9138	0.4049	0.4817	0.443	0.4675	0.3333	0.7331				0.8659	0.895	0.8737	0.908	0.3778	0.4067	0.3605	0.3432	0.1714	1.0	0.3972	0.2389	0.0416	-28.5293	-58.8606	-2397287.337	0	0	-0.2203	7.05	0.8486
BPI_Challenge_2020_PrepaidTravelCost	IMd	0.3485	0.7371	0.8936	0.995	0.8519	11.0	0.0126	0.002	0.3645	-3.9429	10	1.7692	-0.1852	0.8148	3.2451	3.2451	1.995	13	-29.5098	0.2011	23	-26.2647	0.4012	2.9928	1.5131	-0.0581	0.661	0.2001	0.2281	1.5743	0.0706	1.2955	-0.0117	0.7188	-48.5294	2.701	-18.1981	2.701	-0.5278	0.8478	0	-1	0	-0.0929	1.4217	18246	29	2099	202	9.6236	8.6927	3.8252	5445.904	0.7181	12632.861	0.7971	20	0.4762	22	22	3.9091	7	1.9545	1.9545	1.0	1.0	1.05	1.05	4	4	1	1	2	2	0.0649	0.8155	0.4049	0.4645	0.386	0.4414	0.2333	0.7566	0.737	0.8806	0.737	0.7461	0.7494	0.7525	0.6371	0.3395	0.3489	0.294	0.2117	0.1714	1.0	0.3972	0.2389	0.0416	-28.5293	-58.8606	-2397287.337	0	0	-0.2203	1.12	0.737
BPI_Challenge_2020_PrepaidTravelCost	ETM	0.6796	0.9095	0.9097	0.9926	0.8769	11.0	0.0126	0.002	0.6154	0.3327	-9	0.3077	-0.6	0.4	2.0	2.0	0.7131	13	-29.5098	0.2011	4	-27.5098	0.1434	-3.5392	0.3933	0.2645	2.5432	-0.0577	-0.1558	0.6078	0.2361	1.9883	0.192	5.6154	2.9197	0.8977	33.251	0.8977	-0.9913	0.7141	0	-1	0	0.6657	-2.0218	18246	29	2099	202	9.6236	8.6927	3.8252	5445.904	0.7181	12632.861	0.7971	16	0.5	16	26	3.6923	11	1.8462	1.8462	1.0	1.0	2.0	2.0	6	5	1	1	3	3	0.0165	0.8633	0.1288	0.6953	0.5833	0.7259	0.4333	0.8737	0.9095	0.9097	0.8909	0.925	0.8603	0.9353	0.8947	0.676	0.6611	0.668	0.6178	0.1714	1.0	0.3972	0.2389	0.0416	-28.5293	-58.8606	-2397287.337	0	0	-0.2203	0.4	0.9095
JUIZO_DA_1a_ESCRIVANIA_CRIMINAL_DE_ARAPOEMA_-_TJTO	IMf	0.0805	0.8523	0.8548	0.9473	0.8695	4.7833	0.0031	0.0258	0.582	-5.174	-4	0.84	-0.0479	0.9521	27.4637	27.4637	4.4761	25	-59.0733	0.1718	21	-31.6096	0.769	8.681	2.2957	-0.0843	0.4354	0.5972	0.3326	1.6537	-0.1324	0.5256	-0.0215	0.3994	-13.7095	1.6158	39.456	1.6158	-1.2274	0.682	0	-1	0	0.1527	0.5603	1474	39	43	41	95.3488	34.2791	39.9812	4320.2728	0.4575	10249.3688	0.968	31	0.6078	20	27	3.8519	11	1.9259	1.9259	1.0	1.0	1.0323	1.0323	9	9	1	1	2	2	1.345	0.884	0.7023	0.6813	0.6033	0.6607	0.475	0.5335				0.8267	0.878	0.8038	0.916	0.0	0.1024	0.0	0.0629	0.1493	1.0	0.5088	0.2791	0.0358	-22.2647	-97.1194	-106538.44	0	0	-0.3473	0.62	0.8523
JUIZO_DA_1a_ESCRIVANIA_CRIMINAL_DE_ARAPOEMA_-_TJTO	IMd	0.0735	0.6931	0.7099	0.9367	0.7034	4.7833	0.0031	0.0258	0.3848	-7.677	0	1.0	-0.2345	0.7655	-9.9463	-9.9463	4.3364	25	-59.0733	0.1718	25	-69.0196	0.745	11.18	2.6687	-0.0934	0.3744	0.5732	0.2379	1.4676	0.0379	1.1358	-0.0231	0.3547	-87.7744	4.9423	-12.9197	4.9423	-1.147	0.7028	0	-1	0	0.2773	0.2016	1474	39	43	41	95.3488	34.2791	39.9812	4320.2728	0.4575	10249.3688	0.968	25	0.5102	24	19	5.1579	14	2.5789	2.5789	1.0	1.0	1.0	1.0	12	12	1	1	1	1	1.3023	0.7086	0.645	0.5667	0.4082	0.5334	0.375	0.6832				0.6777	0.7266	0.6768	0.6957	0.0	0.0643	0.0	0.0421	0.1493	1.0	0.5088	0.2791	0.0358	-22.2647	-97.1194	-106538.44	0	0	-0.3473	1.5	0.6931
JUIZO_DA_1a_ESCRIVANIA_CRIMINAL_DE_ARAPOEMA_-_TJTO	ETM	0.8301	0.4844	0.6121	0.8431	0.4595	45.1952	0.029	0.0257	0.9375	0.9143	-20	0.2	-0.5	0.5	35.0733	35.0733	0.8871	25	-59.0733	0.1718	5	-24.0	0.1524	-4.5667	0.3184	0.3195	3.14	-0.0194	-0.3299	0.3516	0.1962	1.703	0.1466	5.095	17.5098	0.2136	89.1194	0.2136	-1.3346	0.6542	0	-1	0	0.3362	0.032	1474	39	43	41	95.3488	34.2791	39.9812	4320.2728	0.4575	10249.3688	0.968	11	0.2683	30	38	2.5789	11	1.2895	1.2895	1.0	1.0	1.7273	1.7273	6	5	1	1	3	3	0.0336	0.4375	0.1069	0.9659	0.9333	0.9669	0.625	0.8889	0.4689	0.6121	0.4564	0.5427	0.454	0.4909	0.5453	0.7759	0.7465	775.0	0.8	0.1493	1.0	0.5088	0.2791	0.0358	-22.2647	-97.1194	-106538.44	0	0	-0.3473	0.83	0.4689
BPI_Challenge_2014_Reference alignment	IMf	0.9231	0.8595	0.8595	1.0	0.821	0.0	0.0	0.0719	0.8125	0.7458	-1	0.8	-0.0417	0.9333	0.0	0.0	0.8001	5	-4.0	0.4762	4	-4.0	0.381	-0.5714	0.8	0.0875	1.25	-0.0952	-0.136	0.7106	0.2	1.6667	0.0952	1.5403	-2.7549	1.4078	-2.7549	1.4078	0.0374	1.0209	0	-1	0	0.1385	-0.8691	128554	6	43802	515	1.1757	2.9349	1.5702	9402.1885	0.6895	42015.943	0.638	9	0.6	6	11	2.7273	4	1.3636	1.3636	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.0061	0.9987	0.7333	0.9129	0.7857	0.9327	0.0	0.4348	0.8595	0.8595	0.8595	0.8794	0.9992	0.8781	0.997	0.9235	0.8729	0.9197	0.8087	0.35	0.625	0.47	0.3	0.1762	-6.7549	-6.7549	-12747566.7105	0	0	-0.0741	0.53	0.8595
BPI_Challenge_2014_Reference alignment	IMd	0.8302	0.8596	0.8596	1.0	0.8216	0.0	0.0	0.0719	0.8095	0.7237	-1	0.8	0.125	1.2	-2.7549	-2.7549	1.05	5	-4.0	0.4762	4	-6.7549	0.5	0.1429	1.05	-0.0167	0.9523	0.0238	0.0097	1.0206	0.1	1.3333	0.0238	1.1351	-2.7549	1.4078	-2.7549	1.4078	0.0392	1.0219	0	-1	0	0.1141	-0.5398	128554	6	43802	515	1.1757	2.9349	1.5702	9402.1885	0.6895	42015.943	0.638	4	0.4	6	7	2.8571	5	1.4286	1.4286	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0034	1.0	0.9333	0.919	0.8235	0.9271	0.0	0.2917	0.8596	0.8596	0.8596	0.8796	0.9999	0.8782	0.9999	0.8271	0.7581	0.8205	0.7038	0.35	0.625	0.47	0.3	0.1762	-6.7549	-6.7549	-12747566.7105	0	0	-0.0741	0.57	0.8596
BPI_Challenge_2014_Reference alignment	ETM	0.62	0.9837	0.9996	1.0	0.9982	0.0	0.0	0.0122	0.6667	0.2327	0	1.0	0.0417	1.0667	-2.7549	-2.7549	1.26	5	-4.0	0.4762	5	-6.7549	0.6	0.1429	1.05	-0.0167	0.9523	0.1238	0.0856	1.1821	-0.1	0.6667	-0.0512	0.7094	2.7549	0.5922	2.7549	0.5922	-0.2173	0.8785	0	-1	0	-0.0509	1.6869	128554	6	43802	515	1.1757	2.9349	1.5702	9402.1885	0.6895	42015.943	0.638	17	0.7391	6	20	3.9	11	1.95	1.95	1.0	1.0	1.9412	1.9412	6	5	1	1	3	3	0.068	0.9963	0.5333	0.6693	0.625	0.7273	0.1429	0.5385	0.9829	0.9996	0.9793	0.9771	0.9767	0.9773	0.9255	0.6175	0.5818	0.6126	0.7775	0.35	0.625	0.47	0.3	0.1762	-6.7549	-6.7549	-12747566.7105	0	0	-0.0741	0.72	0.9829
Hospital Billing - Event Log	IMf	0.7475	0.821	0.8226	0.9999	0.8836	0.0	0.0	0.0004	0.7885	-0.1441	-4	0.7333	-0.0333	0.96	-6.0	-6.0	1.0719	15	-8.0	0.462	11	-14.0	0.4952	-1.3825	0.8338	0.0239	1.1987	0.0332	0.1029	1.1875	0.2013	2.8919	0.0395	1.8624	-29.2611	5.3318	-24.016	5.3318	-0.4706	0.844	0	-1	0	0.0063	0.9624	451359	18	100000	1020	1.02	4.5136	2.8935	24210.8816	0.7446	81738.0917	0.6928	20	0.5882	14	20	3.5	7	1.75	1.75	1.0	1.0	1.05	1.05	4	4	1	1	2	2	0.0365	0.8828	0.5035	0.7737	0.7742	0.7979	0.2105	0.5444	0.821	0.8226	0.821	0.8765	0.8704	0.8779	0.9925	0.6651	0.7121	0.6157	0.6531	0.1203	0.8333	0.5489	0.1064	0.0458	-6.7549	-12.0	-83955389.1754	0	0	-0.1675	4.41	0.821
Hospital Billing - Event Log	IMd	0.625	0.9983	0.9983	1.0	0.9952	0.0	0.0	0.0101	0.6633	-2.1061	0	1.0	0.0369	1.0443	-34.8086	-34.8086	1.7948	15	-8.0	0.462	15	-42.8086	0.8292	4.1217	1.4956	-0.0399	0.6683	0.3672	0.2943	1.5362	0.0222	1.2086	-0.0256	0.441	-43.3508	7.4177	-38.1057	7.4177	-0.2876	0.9046	0	-1	0	0.0743	0.5564	451359	18	100000	1020	1.02	4.5136	2.8935	24210.8816	0.7446	81738.0917	0.6928	20	0.5714	15	16	4.375	10	2.1875	2.1875	1.0	1.0	1.0	1.0	8	8	1	1	1	1	0.3425	0.9938	0.8322	0.6996	0.6503	0.727	0.1579	0.4133				0.9959	0.9962	0.9982	0.9973	0.5564	0.5538	0.4748	0.3162	0.1203	0.8333	0.5489	0.1064	0.0458	-6.7549	-12.0	-83955389.1754	0	0	-0.1675	5.1	0.9983
Hospital Billing - Event Log	ETM	0.5305	0.9454	0.9568	0.9998	0.9363	88.5	0.2588	0.001	0.5806	-1.7063	-6	0.6	0.1364	1.1637	4.0	4.0	1.8639	15	-8.0	0.462	9	-4.0	0.8611	-1.4269	0.8284	0.0249	1.207	0.3991	0.3136	1.5713	-0.0445	0.5818	-0.018	0.607	0.0	1.0	1.2451	1.0	-1.202	0.6015	0	-1	0	-0.0062	1.037	451359	18	100000	1020	1.02	4.5136	2.8935	24210.8816	0.7446	81738.0917	0.6928	26	0.7222	10	27	4.1481	16	2.0741	2.0741	1.0	1.0	1.7692	1.7692	9	7	1	1	4	4	4.1921	0.9299	0.2238	0.5734	0.5926	0.589	0.5263	0.8043	0.9483	0.9568	0.6061	0.937	0.9501	0.9414	0.9672	0.5302	0.5319	0.5122	0.4551	0.1203	0.8333	0.5489	0.1064	0.0458	-6.7549	-12.0	-83955389.1754	0	0	-0.1675	25.77	0.9483
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR	IMf	0.4487	0.5886	0.886	0.9965	0.8787	0.0	0.0	0.0014	0.401	-3.2068	-1	0.9333	-0.1111	0.8889	-13.7744	-13.7744	3.4498	15	-18.7549	0.2319	14	-32.5293	0.8	6.6667	2.25	-0.1042	0.4443	0.5681	0.1986	1.3195	-0.1012	0.7017	-0.0309	0.3808	-33.6515	2.7124	-18.7737	2.7124	-0.9375	0.7337	0	-1	0	0.2613	0.317	14208	23	513	395	76.9981	27.6959	18.6026	39939.5896	0.6458	90648.9756	0.8461	54	0.7826	15	42	3.3333	5	1.6667	1.6667	1.0	1.0	1.0185	1.0185	3	3	1	1	2	2	0.8993	0.8697	0.582	0.5991	0.4356	0.5618	0.3333	0.6831				0.5903	0.5892	0.5978	0.5887	0.4006	0.4428	0.3114	0.3555	0.1875	1.0	0.6216	0.3393	0.0499	-19.6515	-34.5293	-1042542.8422	0	0	-0.3826	2.3	0.8626
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR	IMd	0.1169	0.9982	0.9982	0.9983	0.9961	0.0	0.0	0.0014	0.3189	-8.3116	3	1.2	0.0	1.0	-50.732	-50.732	4.552	15	-18.7549	0.2319	18	-69.4869	1.0556	12.6111	3.3646	-0.1318	0.2971	0.8237	0.3784	1.6088	-0.3393	0.0	-0.0499	0.0	-55.4072	3.8195	-40.5294	3.8195	-0.848	0.7591	0	-1	0	0.327	0.1453	14208	23	513	395	76.9981	27.6959	18.6026	39939.5896	0.6458	90648.9756	0.8461	45	0.7258	17	31	4.0	10	2.0	2.0	1.0	1.0	1.0	1.0	8	8	1	1	1	1	597.7258	0.9958	0.7951	0.5362	0.3356	0.5175	0.25	0.704				0.9969	0.9974	0.9982	0.9978	0.1097	0.1052	0.0939	0.0956	0.1875	1.0	0.6216	0.3393	0.0499	-19.6515	-34.5293	-1042542.8422	0	0	-0.3826	3.13	0.9982
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR	ETM	0.9136	0.7838	0.893	0.9933	0.8633	3.6667	0.0066	0.0105	0.9677	0.9328	-9	0.4	0.0	1.0	8.0	8.0	1.2152	15	-18.7549	0.2319	6	-10.7549	0.2818	-2.5151	0.5284	0.1673	1.8923	0.0499	-0.1818	0.7075	0.2107	1.621	0.1147	3.2986	15.6515	0.2035	30.5293	0.2035	-1.2347	0.6493	0	-1	0	0.1634	0.5729	14208	23	513	395	76.9981	27.6959	18.6026	39939.5896	0.6458	90648.9756	0.8461	20	0.4167	28	43	2.6512	11	1.3256	1.3256	1.0	1.0	1.45	1.45	6	5	1	1	3	3	0.0288	0.8535	0.2213	0.9728	0.9688	0.972	0.5417	0.7674	0.7296	0.893	0.7276	0.8067	0.7766	0.8448	0.7857	0.9206	0.8641	0.8514	0.8751	0.1875	1.0	0.6216	0.3393	0.0499	-19.6515	-34.5293	-1042542.8422	0	0	-0.3826	2.61	0.7296
Road_Traffic_Fine_Management_Process	IMf	0.7347	0.7893	0.9176	1.0	0.9254	4.0	0.0303	0.0054	0.7303	-1.1929	-1	0.9091	-0.0953	0.8999	-6.0	-6.0	1.141	11	-4.0	0.5909	10	-10.0	0.6742	0.9167	1.141	-0.019	0.8765	0.0833	0.0174	1.0235	0.0472	1.3761	-0.003	0.9381	-9.2451	2.3687	-9.2451	2.3687	-0.0868	0.9655	0	-1	0	0.0516	0.7048	561470	11	150370	231	0.1536	3.7339	2.1787	1882.7079	0.7654	8525.8181	0.5976	16	0.5926	11	26	2.5385	3	1.2692	1.2692	1.0	1.4545	1.375	1.0625	2	2	1	6	3	2	1.3069	0.8708	0.8143	0.6091	0.7308	0.6228	0.0	0.3627	0.7893	0.9176	0.7838	0.8332	0.8544	0.8329	0.9903	0.6672	0.5773	0.5009	0.5653	0.1538	0.9524	0.7415	0.1255	0.0485	-6.7549	-6.7549	-80836473.9447	0	0	-0.1748	6.66	0.7892
