min_pts	weight_clus	meas_perc	k	n	min_perc	max_perc	eps	Fit	ARI	Vm
1	0.001	0.3	2	1	0.0	0.9	0.3	1.4173	0.6674	0.7959
1	0.001	0.3	2	1	0.0	0.9	0.6	0.8997	0.7798	0.8566
1	0.001	0.3	2	1	0.0	0.9	0.9	0.8997	0.7798	0.8566
1	0.001	0.3	2	1	0.0	1.0	0.3	1.5143	0.6009	0.762
1	0.001	0.3	2	1	0.0	1.0	0.6	0.8997	0.7798	0.8566
1	0.001	0.3	2	1	0.0	1.0	0.9	0.8997	0.7798	0.8566
1	0.001	0.3	2	1	0.1	0.9	0.3	1.4173	0.6674	0.7959
1	0.001	0.3	2	1	0.1	0.9	0.6	0.8997	0.7798	0.8566
1	0.001	0.3	2	1	0.1	0.9	0.9	0.8997	0.7798	0.8566
1	0.001	0.3	2	1	0.1	1.0	0.3	1.5143	0.6009	0.762
1	0.001	0.3	2	1	0.1	1.0	0.6	0.8997	0.7798	0.8566
1	0.001	0.3	2	1	0.1	1.0	0.9	0.8997	0.7798	0.8566
1	0.001	0.3	2	2	0.0	0.9	0.3	6.5664	0.0031	0.4882
1	0.001	0.3	2	2	0.0	0.9	0.6	6.5424	0.0077	0.4925
1	0.001	0.3	2	2	0.0	0.9	0.9	6.5258	0.0122	0.4959
1	0.001	0.3	2	2	0.0	1.0	0.3	6.5664	0.0031	0.4882
1	0.001	0.3	2	2	0.0	1.0	0.6	6.5424	0.0077	0.4925
1	0.001	0.3	2	2	0.0	1.0	0.9	6.5258	0.0122	0.4959
1	0.001	0.3	2	2	0.1	0.9	0.3	6.5067	0.0036	0.4867
1	0.001	0.3	2	2	0.1	0.9	0.6	6.4692	0.009	0.4918
1	0.001	0.3	2	2	0.1	0.9	0.9	6.3099	0.0227	0.501
1	0.001	0.3	2	2	0.1	1.0	0.3	6.5067	0.0036	0.4867
1	0.001	0.3	2	2	0.1	1.0	0.6	6.4692	0.009	0.4918
1	0.001	0.3	2	2	0.1	1.0	0.9	6.3099	0.0227	0.501
1	0.001	0.3	3	1	0.0	0.9	0.3	1.3256	0.6674	0.7959
1	0.001	0.3	3	1	0.0	0.9	0.6	0.7877	0.7798	0.8566
1	0.001	0.3	3	1	0.0	0.9	0.9	0.7877	0.7798	0.8566
1	0.001	0.3	3	1	0.0	1.0	0.3	1.4295	0.6009	0.762
1	0.001	0.3	3	1	0.0	1.0	0.6	0.7877	0.7798	0.8566
1	0.001	0.3	3	1	0.0	1.0	0.9	0.7877	0.7798	0.8566
1	0.001	0.3	3	1	0.1	0.9	0.3	1.3256	0.6674	0.7959
1	0.001	0.3	3	1	0.1	0.9	0.6	0.7877	0.7798	0.8566
1	0.001	0.3	3	1	0.1	0.9	0.9	0.7877	0.7798	0.8566
1	0.001	0.3	3	1	0.1	1.0	0.3	1.4295	0.6009	0.762
1	0.001	0.3	3	1	0.1	1.0	0.6	0.7877	0.7798	0.8566
1	0.001	0.3	3	1	0.1	1.0	0.9	0.7877	0.7798	0.8566
1	0.001	0.3	3	2	0.0	0.9	0.3	6.1002	0.0031	0.4882
1	0.001	0.3	3	2	0.0	0.9	0.6	6.0497	0.0077	0.4925
1	0.001	0.3	3	2	0.0	0.9	0.9	6.0175	0.0122	0.4959
1	0.001	0.3	3	2	0.0	1.0	0.3	6.1002	0.0031	0.4882
1	0.001	0.3	3	2	0.0	1.0	0.6	6.0497	0.0077	0.4925
1	0.001	0.3	3	2	0.0	1.0	0.9	6.0175	0.0122	0.4959
1	0.001	0.3	3	2	0.1	0.9	0.3	6.0404	0.0036	0.4867
1	0.001	0.3	3	2	0.1	0.9	0.6	5.9688	0.009	0.4918
1	0.001	0.3	3	2	0.1	0.9	0.9	5.7932	0.0227	0.501
1	0.001	0.3	3	2	0.1	1.0	0.3	6.0404	0.0036	0.4867
1	0.001	0.3	3	2	0.1	1.0	0.6	5.9688	0.009	0.4918
1	0.001	0.3	3	2	0.1	1.0	0.9	5.7932	0.0227	0.501
1	0.001	0.4	2	1	0.0	0.9	0.3	1.4173	0.6674	0.7959
1	0.001	0.4	2	1	0.0	0.9	0.6	0.8997	0.7798	0.8566
1	0.001	0.4	2	1	0.0	0.9	0.9	0.8997	0.7798	0.8566
1	0.001	0.4	2	1	0.0	1.0	0.3	1.5143	0.6009	0.762
1	0.001	0.4	2	1	0.0	1.0	0.6	0.8997	0.7798	0.8566
1	0.001	0.4	2	1	0.0	1.0	0.9	0.8997	0.7798	0.8566
1	0.001	0.4	2	1	0.1	0.9	0.3	1.4173	0.6674	0.7959
1	0.001	0.4	2	1	0.1	0.9	0.6	0.8997	0.7798	0.8566
1	0.001	0.4	2	1	0.1	0.9	0.9	0.8997	0.7798	0.8566
1	0.001	0.4	2	1	0.1	1.0	0.3	1.5143	0.6009	0.762
1	0.001	0.4	2	1	0.1	1.0	0.6	0.8997	0.7798	0.8566
1	0.001	0.4	2	1	0.1	1.0	0.9	0.8997	0.7798	0.8566
1	0.001	0.4	2	2	0.0	0.9	0.3	6.5664	0.0031	0.4882
1	0.001	0.4	2	2	0.0	0.9	0.6	6.5424	0.0077	0.4925
1	0.001	0.4	2	2	0.0	0.9	0.9	6.5258	0.0122	0.4959
1	0.001	0.4	2	2	0.0	1.0	0.3	6.5664	0.0031	0.4882
1	0.001	0.4	2	2	0.0	1.0	0.6	6.5424	0.0077	0.4925
1	0.001	0.4	2	2	0.0	1.0	0.9	6.5258	0.0122	0.4959
1	0.001	0.4	2	2	0.1	0.9	0.3	6.5067	0.0036	0.4867
1	0.001	0.4	2	2	0.1	0.9	0.6	6.4692	0.009	0.4918
1	0.001	0.4	2	2	0.1	0.9	0.9	6.3099	0.0227	0.501
1	0.001	0.4	2	2	0.1	1.0	0.3	6.5067	0.0036	0.4867
1	0.001	0.4	2	2	0.1	1.0	0.6	6.4692	0.009	0.4918
1	0.001	0.4	2	2	0.1	1.0	0.9	6.3099	0.0227	0.501
1	0.001	0.4	3	1	0.0	0.9	0.3	1.3256	0.6674	0.7959
1	0.001	0.4	3	1	0.0	0.9	0.6	0.7877	0.7798	0.8566
1	0.001	0.4	3	1	0.0	0.9	0.9	0.7877	0.7798	0.8566
1	0.001	0.4	3	1	0.0	1.0	0.3	1.4295	0.6009	0.762
1	0.001	0.4	3	1	0.0	1.0	0.6	0.7877	0.7798	0.8566
1	0.001	0.4	3	1	0.0	1.0	0.9	0.7877	0.7798	0.8566
1	0.001	0.4	3	1	0.1	0.9	0.3	1.3256	0.6674	0.7959
1	0.001	0.4	3	1	0.1	0.9	0.6	0.7877	0.7798	0.8566
1	0.001	0.4	3	1	0.1	0.9	0.9	0.7877	0.7798	0.8566
1	0.001	0.4	3	1	0.1	1.0	0.3	1.4295	0.6009	0.762
1	0.001	0.4	3	1	0.1	1.0	0.6	0.7877	0.7798	0.8566
1	0.001	0.4	3	1	0.1	1.0	0.9	0.7877	0.7798	0.8566
1	0.001	0.4	3	2	0.0	0.9	0.3	6.1002	0.0031	0.4882
1	0.001	0.4	3	2	0.0	0.9	0.6	6.0497	0.0077	0.4925
1	0.001	0.4	3	2	0.0	0.9	0.9	6.0175	0.0122	0.4959
1	0.001	0.4	3	2	0.0	1.0	0.3	6.1002	0.0031	0.4882
1	0.001	0.4	3	2	0.0	1.0	0.6	6.0497	0.0077	0.4925
1	0.001	0.4	3	2	0.0	1.0	0.9	6.0175	0.0122	0.4959
1	0.001	0.4	3	2	0.1	0.9	0.3	6.0404	0.0036	0.4867
1	0.001	0.4	3	2	0.1	0.9	0.6	5.9688	0.009	0.4918
1	0.001	0.4	3	2	0.1	0.9	0.9	5.7932	0.0227	0.501
1	0.001	0.4	3	2	0.1	1.0	0.3	6.0404	0.0036	0.4867
1	0.001	0.4	3	2	0.1	1.0	0.6	5.9688	0.009	0.4918
1	0.001	0.4	3	2	0.1	1.0	0.9	5.7932	0.0227	0.501
4	0.0	0.2	2	1	0.0	0.9	0.3	1.2835	0.6674	0.7959
4	0.0	0.2	2	1	0.0	0.9	0.6	0.9067	0.7798	0.8566
4	0.0	0.2	2	1	0.0	0.9	0.9	0.9067	0.7798	0.8566
4	0.0	0.2	2	1	0.0	1.0	0.3	1.3531	0.6009	0.762
4	0.0	0.2	2	1	0.0	1.0	0.6	0.9067	0.7798	0.8566
4	0.0	0.2	2	1	0.0	1.0	0.9	0.9067	0.7798	0.8566
4	0.0	0.2	2	1	0.1	0.9	0.3	1.2835	0.6674	0.7959
4	0.0	0.2	2	1	0.1	0.9	0.6	0.9067	0.7798	0.8566
4	0.0	0.2	2	1	0.1	0.9	0.9	0.9067	0.7798	0.8566
4	0.0	0.2	2	1	0.1	1.0	0.3	1.3531	0.6009	0.762
4	0.0	0.2	2	1	0.1	1.0	0.6	0.9067	0.7798	0.8566
4	0.0	0.2	2	1	0.1	1.0	0.9	0.9067	0.7798	0.8566
4	0.0	0.2	2	2	0.0	0.9	0.3	-1.0	0.0031	0.4882
4	0.0	0.2	2	2	0.0	0.9	0.6	-1.0	0.0077	0.4925
4	0.0	0.2	2	2	0.0	0.9	0.9	6.6327	0.0122	0.4959
4	0.0	0.2	2	2	0.0	1.0	0.3	-1.0	0.0031	0.4882
4	0.0	0.2	2	2	0.0	1.0	0.6	-1.0	0.0077	0.4925
4	0.0	0.2	2	2	0.0	1.0	0.9	6.6327	0.0122	0.4959
4	0.0	0.2	2	2	0.1	0.9	0.3	-1.0	0.0036	0.4867
4	0.0	0.2	2	2	0.1	0.9	0.6	-1.0	0.009	0.4918
4	0.0	0.2	2	2	0.1	0.9	0.9	4.2197	0.0227	0.501
4	0.0	0.2	2	2	0.1	1.0	0.3	-1.0	0.0036	0.4867
4	0.0	0.2	2	2	0.1	1.0	0.6	-1.0	0.009	0.4918
4	0.0	0.2	2	2	0.1	1.0	0.9	4.2197	0.0227	0.501
4	0.0	0.2	3	1	0.0	0.9	0.3	1.203	0.6674	0.7959
4	0.0	0.2	3	1	0.0	0.9	0.6	0.7947	0.7798	0.8566
4	0.0	0.2	3	1	0.0	0.9	0.9	0.7947	0.7798	0.8566
4	0.0	0.2	3	1	0.0	1.0	0.3	1.288	0.6009	0.762
4	0.0	0.2	3	1	0.0	1.0	0.6	0.7947	0.7798	0.8566
4	0.0	0.2	3	1	0.0	1.0	0.9	0.7947	0.7798	0.8566
4	0.0	0.2	3	1	0.1	0.9	0.3	1.203	0.6674	0.7959
4	0.0	0.2	3	1	0.1	0.9	0.6	0.7947	0.7798	0.8566
4	0.0	0.2	3	1	0.1	0.9	0.9	0.7947	0.7798	0.8566
4	0.0	0.2	3	1	0.1	1.0	0.3	1.288	0.6009	0.762
4	0.0	0.2	3	1	0.1	1.0	0.6	0.7947	0.7798	0.8566
4	0.0	0.2	3	1	0.1	1.0	0.9	0.7947	0.7798	0.8566
4	0.0	0.2	3	2	0.0	0.9	0.3	-1.0	0.0031	0.4882
4	0.0	0.2	3	2	0.0	0.9	0.6	-1.0	0.0077	0.4925
4	0.0	0.2	3	2	0.0	0.9	0.9	5.1903	0.0122	0.4959
4	0.0	0.2	3	2	0.0	1.0	0.3	-1.0	0.0031	0.4882
4	0.0	0.2	3	2	0.0	1.0	0.6	-1.0	0.0077	0.4925
4	0.0	0.2	3	2	0.0	1.0	0.9	5.1903	0.0122	0.4959
4	0.0	0.2	3	2	0.1	0.9	0.3	-1.0	0.0036	0.4867
4	0.0	0.2	3	2	0.1	0.9	0.6	-1.0	0.009	0.4918
4	0.0	0.2	3	2	0.1	0.9	0.9	3.3644	0.0227	0.501
4	0.0	0.2	3	2	0.1	1.0	0.3	-1.0	0.0036	0.4867
4	0.0	0.2	3	2	0.1	1.0	0.6	-1.0	0.009	0.4918
4	0.0	0.2	3	2	0.1	1.0	0.9	3.3644	0.0227	0.501
4	0.0	0.3	2	1	0.0	0.9	0.3	1.2835	0.6674	0.7959
4	0.0	0.3	2	1	0.0	0.9	0.6	0.9067	0.7798	0.8566
4	0.0	0.3	2	1	0.0	0.9	0.9	0.9067	0.7798	0.8566
4	0.0	0.3	2	1	0.0	1.0	0.3	1.3531	0.6009	0.762
4	0.0	0.3	2	1	0.0	1.0	0.6	0.9067	0.7798	0.8566
4	0.0	0.3	2	1	0.0	1.0	0.9	0.9067	0.7798	0.8566
4	0.0	0.3	2	1	0.1	0.9	0.3	1.2835	0.6674	0.7959
4	0.0	0.3	2	1	0.1	0.9	0.6	0.9067	0.7798	0.8566
4	0.0	0.3	2	1	0.1	0.9	0.9	0.9067	0.7798	0.8566
4	0.0	0.3	2	1	0.1	1.0	0.3	1.3531	0.6009	0.762
4	0.0	0.3	2	1	0.1	1.0	0.6	0.9067	0.7798	0.8566
4	0.0	0.3	2	1	0.1	1.0	0.9	0.9067	0.7798	0.8566
4	0.0	0.3	2	2	0.0	0.9	0.3	-1.0	0.0031	0.4882
4	0.0	0.3	2	2	0.0	0.9	0.6	-1.0	0.0077	0.4925
4	0.0	0.3	2	2	0.0	0.9	0.9	6.6327	0.0122	0.4959
4	0.0	0.3	2	2	0.0	1.0	0.3	-1.0	0.0031	0.4882
4	0.0	0.3	2	2	0.0	1.0	0.6	-1.0	0.0077	0.4925
4	0.0	0.3	2	2	0.0	1.0	0.9	6.6327	0.0122	0.4959
4	0.0	0.3	2	2	0.1	0.9	0.3	-1.0	0.0036	0.4867
4	0.0	0.3	2	2	0.1	0.9	0.6	-1.0	0.009	0.4918
4	0.0	0.3	2	2	0.1	0.9	0.9	4.2197	0.0227	0.501
4	0.0	0.3	2	2	0.1	1.0	0.3	-1.0	0.0036	0.4867
4	0.0	0.3	2	2	0.1	1.0	0.6	-1.0	0.009	0.4918
4	0.0	0.3	2	2	0.1	1.0	0.9	4.2197	0.0227	0.501
4	0.0	0.3	3	1	0.0	0.9	0.3	1.203	0.6674	0.7959
4	0.0	0.3	3	1	0.0	0.9	0.6	0.7947	0.7798	0.8566
4	0.0	0.3	3	1	0.0	0.9	0.9	0.7947	0.7798	0.8566
4	0.0	0.3	3	1	0.0	1.0	0.3	1.288	0.6009	0.762
4	0.0	0.3	3	1	0.0	1.0	0.6	0.7947	0.7798	0.8566
4	0.0	0.3	3	1	0.0	1.0	0.9	0.7947	0.7798	0.8566
4	0.0	0.3	3	1	0.1	0.9	0.3	1.203	0.6674	0.7959
4	0.0	0.3	3	1	0.1	0.9	0.6	0.7947	0.7798	0.8566
4	0.0	0.3	3	1	0.1	0.9	0.9	0.7947	0.7798	0.8566
4	0.0	0.3	3	1	0.1	1.0	0.3	1.288	0.6009	0.762
4	0.0	0.3	3	1	0.1	1.0	0.6	0.7947	0.7798	0.8566
4	0.0	0.3	3	1	0.1	1.0	0.9	0.7947	0.7798	0.8566
4	0.0	0.3	3	2	0.0	0.9	0.3	-1.0	0.0031	0.4882
4	0.0	0.3	3	2	0.0	0.9	0.6	-1.0	0.0077	0.4925
4	0.0	0.3	3	2	0.0	0.9	0.9	5.1903	0.0122	0.4959
4	0.0	0.3	3	2	0.0	1.0	0.3	-1.0	0.0031	0.4882
4	0.0	0.3	3	2	0.0	1.0	0.6	-1.0	0.0077	0.4925
4	0.0	0.3	3	2	0.0	1.0	0.9	5.1903	0.0122	0.4959
4	0.0	0.3	3	2	0.1	0.9	0.3	-1.0	0.0036	0.4867
4	0.0	0.3	3	2	0.1	0.9	0.6	-1.0	0.009	0.4918
4	0.0	0.3	3	2	0.1	0.9	0.9	3.3644	0.0227	0.501
4	0.0	0.3	3	2	0.1	1.0	0.3	-1.0	0.0036	0.4867
4	0.0	0.3	3	2	0.1	1.0	0.6	-1.0	0.009	0.4918
4	0.0	0.3	3	2	0.1	1.0	0.9	3.3644	0.0227	0.501
4	0.0	0.4	2	1	0.0	0.9	0.3	1.2835	0.6674	0.7959
4	0.0	0.4	2	1	0.0	0.9	0.6	0.9067	0.7798	0.8566
4	0.0	0.4	2	1	0.0	0.9	0.9	0.9067	0.7798	0.8566
4	0.0	0.4	2	1	0.0	1.0	0.3	1.3531	0.6009	0.762
4	0.0	0.4	2	1	0.0	1.0	0.6	0.9067	0.7798	0.8566
4	0.0	0.4	2	1	0.0	1.0	0.9	0.9067	0.7798	0.8566
4	0.0	0.4	2	1	0.1	0.9	0.3	1.2835	0.6674	0.7959
4	0.0	0.4	2	1	0.1	0.9	0.6	0.9067	0.7798	0.8566
4	0.0	0.4	2	1	0.1	0.9	0.9	0.9067	0.7798	0.8566
4	0.0	0.4	2	1	0.1	1.0	0.3	1.3531	0.6009	0.762
4	0.0	0.4	2	1	0.1	1.0	0.6	0.9067	0.7798	0.8566
4	0.0	0.4	2	1	0.1	1.0	0.9	0.9067	0.7798	0.8566
4	0.0	0.4	2	2	0.0	0.9	0.3	-1.0	0.0031	0.4882
4	0.0	0.4	2	2	0.0	0.9	0.6	-1.0	0.0077	0.4925
4	0.0	0.4	2	2	0.0	0.9	0.9	6.6327	0.0122	0.4959
4	0.0	0.4	2	2	0.0	1.0	0.3	-1.0	0.0031	0.4882
4	0.0	0.4	2	2	0.0	1.0	0.6	-1.0	0.0077	0.4925
4	0.0	0.4	2	2	0.0	1.0	0.9	6.6327	0.0122	0.4959
4	0.0	0.4	2	2	0.1	0.9	0.3	-1.0	0.0036	0.4867
4	0.0	0.4	2	2	0.1	0.9	0.6	-1.0	0.009	0.4918
4	0.0	0.4	2	2	0.1	0.9	0.9	4.2197	0.0227	0.501
4	0.0	0.4	2	2	0.1	1.0	0.3	-1.0	0.0036	0.4867
4	0.0	0.4	2	2	0.1	1.0	0.6	-1.0	0.009	0.4918
4	0.0	0.4	2	2	0.1	1.0	0.9	4.2197	0.0227	0.501
4	0.0	0.4	3	1	0.0	0.9	0.3	1.203	0.6674	0.7959
4	0.0	0.4	3	1	0.0	0.9	0.6	0.7947	0.7798	0.8566
4	0.0	0.4	3	1	0.0	0.9	0.9	0.7947	0.7798	0.8566
4	0.0	0.4	3	1	0.0	1.0	0.3	1.288	0.6009	0.762
4	0.0	0.4	3	1	0.0	1.0	0.6	0.7947	0.7798	0.8566
4	0.0	0.4	3	1	0.0	1.0	0.9	0.7947	0.7798	0.8566
4	0.0	0.4	3	1	0.1	0.9	0.3	1.203	0.6674	0.7959
4	0.0	0.4	3	1	0.1	0.9	0.6	0.7947	0.7798	0.8566
4	0.0	0.4	3	1	0.1	0.9	0.9	0.7947	0.7798	0.8566
4	0.0	0.4	3	1	0.1	1.0	0.3	1.288	0.6009	0.762
4	0.0	0.4	3	1	0.1	1.0	0.6	0.7947	0.7798	0.8566
4	0.0	0.4	3	1	0.1	1.0	0.9	0.7947	0.7798	0.8566
4	0.0	0.4	3	2	0.0	0.9	0.3	-1.0	0.0031	0.4882
4	0.0	0.4	3	2	0.0	0.9	0.6	-1.0	0.0077	0.4925
4	0.0	0.4	3	2	0.0	0.9	0.9	5.1903	0.0122	0.4959
4	0.0	0.4	3	2	0.0	1.0	0.3	-1.0	0.0031	0.4882
4	0.0	0.4	3	2	0.0	1.0	0.6	-1.0	0.0077	0.4925
4	0.0	0.4	3	2	0.0	1.0	0.9	5.1903	0.0122	0.4959
4	0.0	0.4	3	2	0.1	0.9	0.3	-1.0	0.0036	0.4867
4	0.0	0.4	3	2	0.1	0.9	0.6	-1.0	0.009	0.4918
4	0.0	0.4	3	2	0.1	0.9	0.9	3.3644	0.0227	0.501
4	0.0	0.4	3	2	0.1	1.0	0.3	-1.0	0.0036	0.4867
4	0.0	0.4	3	2	0.1	1.0	0.6	-1.0	0.009	0.4918
4	0.0	0.4	3	2	0.1	1.0	0.9	3.3644	0.0227	0.501
4	0.01	0.2	2	1	0.0	0.9	0.3	1.1635	0.6674	0.7959
4	0.01	0.2	2	1	0.0	0.9	0.6	0.8367	0.7798	0.8566
4	0.01	0.2	2	1	0.0	0.9	0.9	0.8367	0.7798	0.8566
4	0.01	0.2	2	1	0.0	1.0	0.3	1.2231	0.6009	0.762
4	0.01	0.2	2	1	0.0	1.0	0.6	0.8367	0.7798	0.8566
4	0.01	0.2	2	1	0.0	1.0	0.9	0.8367	0.7798	0.8566
4	0.01	0.2	2	1	0.1	0.9	0.3	1.1635	0.6674	0.7959
4	0.01	0.2	2	1	0.1	0.9	0.6	0.8367	0.7798	0.8566
4	0.01	0.2	2	1	0.1	0.9	0.9	0.8367	0.7798	0.8566
4	0.01	0.2	2	1	0.1	1.0	0.3	1.2231	0.6009	0.762
4	0.01	0.2	2	1	0.1	1.0	0.6	0.8367	0.7798	0.8566
4	0.01	0.2	2	1	0.1	1.0	0.9	0.8367	0.7798	0.8566
4	0.01	0.2	2	2	0.0	0.9	0.3	-1.0	0.0031	0.4882
4	0.01	0.2	2	2	0.0	0.9	0.6	-1.0	0.0077	0.4925
4	0.01	0.2	2	2	0.0	0.9	0.9	6.6227	0.0122	0.4959
4	0.01	0.2	2	2	0.0	1.0	0.3	-1.0	0.0031	0.4882
4	0.01	0.2	2	2	0.0	1.0	0.6	-1.0	0.0077	0.4925
4	0.01	0.2	2	2	0.0	1.0	0.9	6.6227	0.0122	0.4959
4	0.01	0.2	2	2	0.1	0.9	0.3	-1.0	0.0036	0.4867
4	0.01	0.2	2	2	0.1	0.9	0.6	-1.0	0.009	0.4918
4	0.01	0.2	2	2	0.1	0.9	0.9	4.1997	0.0227	0.501
4	0.01	0.2	2	2	0.1	1.0	0.3	-1.0	0.0036	0.4867
4	0.01	0.2	2	2	0.1	1.0	0.6	-1.0	0.009	0.4918
4	0.01	0.2	2	2	0.1	1.0	0.9	4.1997	0.0227	0.501
4	0.01	0.2	3	1	0.0	0.9	0.3	1.083	0.6674	0.7959
4	0.01	0.2	3	1	0.0	0.9	0.6	0.7247	0.7798	0.8566
4	0.01	0.2	3	1	0.0	0.9	0.9	0.7247	0.7798	0.8566
4	0.01	0.2	3	1	0.0	1.0	0.3	1.158	0.6009	0.762
4	0.01	0.2	3	1	0.0	1.0	0.6	0.7247	0.7798	0.8566
4	0.01	0.2	3	1	0.0	1.0	0.9	0.7247	0.7798	0.8566
4	0.01	0.2	3	1	0.1	0.9	0.3	1.083	0.6674	0.7959
4	0.01	0.2	3	1	0.1	0.9	0.6	0.7247	0.7798	0.8566
4	0.01	0.2	3	1	0.1	0.9	0.9	0.7247	0.7798	0.8566
4	0.01	0.2	3	1	0.1	1.0	0.3	1.158	0.6009	0.762
4	0.01	0.2	3	1	0.1	1.0	0.6	0.7247	0.7798	0.8566
4	0.01	0.2	3	1	0.1	1.0	0.9	0.7247	0.7798	0.8566
4	0.01	0.2	3	2	0.0	0.9	0.3	-1.0	0.0031	0.4882
4	0.01	0.2	3	2	0.0	0.9	0.6	-1.0	0.0077	0.4925
4	0.01	0.2	3	2	0.0	0.9	0.9	5.1803	0.0122	0.4959
4	0.01	0.2	3	2	0.0	1.0	0.3	-1.0	0.0031	0.4882
4	0.01	0.2	3	2	0.0	1.0	0.6	-1.0	0.0077	0.4925
4	0.01	0.2	3	2	0.0	1.0	0.9	5.1803	0.0122	0.4959
4	0.01	0.2	3	2	0.1	0.9	0.3	-1.0	0.0036	0.4867
4	0.01	0.2	3	2	0.1	0.9	0.6	-1.0	0.009	0.4918
4	0.01	0.2	3	2	0.1	0.9	0.9	3.3444	0.0227	0.501
4	0.01	0.2	3	2	0.1	1.0	0.3	-1.0	0.0036	0.4867
4	0.01	0.2	3	2	0.1	1.0	0.6	-1.0	0.009	0.4918
4	0.01	0.2	3	2	0.1	1.0	0.9	3.3444	0.0227	0.501
4	0.01	0.3	2	1	0.0	0.9	0.3	1.1635	0.6674	0.7959
4	0.01	0.3	2	1	0.0	0.9	0.6	0.8367	0.7798	0.8566
4	0.01	0.3	2	1	0.0	0.9	0.9	0.8367	0.7798	0.8566
4	0.01	0.3	2	1	0.0	1.0	0.3	1.2231	0.6009	0.762
4	0.01	0.3	2	1	0.0	1.0	0.6	0.8367	0.7798	0.8566
4	0.01	0.3	2	1	0.0	1.0	0.9	0.8367	0.7798	0.8566
4	0.01	0.3	2	1	0.1	0.9	0.3	1.1635	0.6674	0.7959
4	0.01	0.3	2	1	0.1	0.9	0.6	0.8367	0.7798	0.8566
4	0.01	0.3	2	1	0.1	0.9	0.9	0.8367	0.7798	0.8566
4	0.01	0.3	2	1	0.1	1.0	0.3	1.2231	0.6009	0.762
4	0.01	0.3	2	1	0.1	1.0	0.6	0.8367	0.7798	0.8566
4	0.01	0.3	2	1	0.1	1.0	0.9	0.8367	0.7798	0.8566
4	0.01	0.3	2	2	0.0	0.9	0.3	-1.0	0.0031	0.4882
4	0.01	0.3	2	2	0.0	0.9	0.6	-1.0	0.0077	0.4925
4	0.01	0.3	2	2	0.0	0.9	0.9	6.6227	0.0122	0.4959
4	0.01	0.3	2	2	0.0	1.0	0.3	-1.0	0.0031	0.4882
4	0.01	0.3	2	2	0.0	1.0	0.6	-1.0	0.0077	0.4925
4	0.01	0.3	2	2	0.0	1.0	0.9	6.6227	0.0122	0.4959
4	0.01	0.3	2	2	0.1	0.9	0.3	-1.0	0.0036	0.4867
4	0.01	0.3	2	2	0.1	0.9	0.6	-1.0	0.009	0.4918
4	0.01	0.3	2	2	0.1	0.9	0.9	4.1997	0.0227	0.501
4	0.01	0.3	2	2	0.1	1.0	0.3	-1.0	0.0036	0.4867
4	0.01	0.3	2	2	0.1	1.0	0.6	-1.0	0.009	0.4918
4	0.01	0.3	2	2	0.1	1.0	0.9	4.1997	0.0227	0.501
4	0.01	0.3	3	1	0.0	0.9	0.3	1.083	0.6674	0.7959
4	0.01	0.3	3	1	0.0	0.9	0.6	0.7247	0.7798	0.8566
4	0.01	0.3	3	1	0.0	0.9	0.9	0.7247	0.7798	0.8566
4	0.01	0.3	3	1	0.0	1.0	0.3	1.158	0.6009	0.762
4	0.01	0.3	3	1	0.0	1.0	0.6	0.7247	0.7798	0.8566
4	0.01	0.3	3	1	0.0	1.0	0.9	0.7247	0.7798	0.8566
4	0.01	0.3	3	1	0.1	0.9	0.3	1.083	0.6674	0.7959
4	0.01	0.3	3	1	0.1	0.9	0.6	0.7247	0.7798	0.8566
4	0.01	0.3	3	1	0.1	0.9	0.9	0.7247	0.7798	0.8566
4	0.01	0.3	3	1	0.1	1.0	0.3	1.158	0.6009	0.762
4	0.01	0.3	3	1	0.1	1.0	0.6	0.7247	0.7798	0.8566
4	0.01	0.3	3	1	0.1	1.0	0.9	0.7247	0.7798	0.8566
4	0.01	0.3	3	2	0.0	0.9	0.3	-1.0	0.0031	0.4882
4	0.01	0.3	3	2	0.0	0.9	0.6	-1.0	0.0077	0.4925
4	0.01	0.3	3	2	0.0	0.9	0.9	5.1803	0.0122	0.4959
4	0.01	0.3	3	2	0.0	1.0	0.3	-1.0	0.0031	0.4882
4	0.01	0.3	3	2	0.0	1.0	0.6	-1.0	0.0077	0.4925
4	0.01	0.3	3	2	0.0	1.0	0.9	5.1803	0.0122	0.4959
4	0.01	0.3	3	2	0.1	0.9	0.3	-1.0	0.0036	0.4867
4	0.01	0.3	3	2	0.1	0.9	0.6	-1.0	0.009	0.4918
4	0.01	0.3	3	2	0.1	0.9	0.9	3.3444	0.0227	0.501
4	0.01	0.3	3	2	0.1	1.0	0.3	-1.0	0.0036	0.4867
4	0.01	0.3	3	2	0.1	1.0	0.6	-1.0	0.009	0.4918
4	0.01	0.3	3	2	0.1	1.0	0.9	3.3444	0.0227	0.501
4	0.01	0.4	2	1	0.0	0.9	0.3	1.1635	0.6674	0.7959
4	0.01	0.4	2	1	0.0	0.9	0.6	0.8367	0.7798	0.8566
4	0.01	0.4	2	1	0.0	0.9	0.9	0.8367	0.7798	0.8566
4	0.01	0.4	2	1	0.0	1.0	0.3	1.2231	0.6009	0.762
4	0.01	0.4	2	1	0.0	1.0	0.6	0.8367	0.7798	0.8566
4	0.01	0.4	2	1	0.0	1.0	0.9	0.8367	0.7798	0.8566
