exchange_leaf	exchange_op	exchange_subtree	prob_up	inner_similarity	trees_similarity	ARI
0	2	2	0.5	1.897	0.279252404479578	(1.0, 4)
0	2	2	0.5	1.792	0.231982826185047	(0.9711031316894083, 4)
0	2	2	0.5	2.023	0.356917295023817	(1.0, 4)
0	2	2	0.5	1.563	0.307899868247694	(1.0, 4)
0	2	2	0.7	1.628	0.119651790048243	(1.0, 5)
0	2	2	0.7	1.574	0.290419230769231	(0.9889559571089976, 5)
0	2	2	0.7	2.041	0.132286182336182	(1.0, 5)
0	2	2	0.7	1.82	0.235494871794872	(1.0, 5)
0	2	2	0.7	1.64	0.207086677814939	(1.0, 5)
0	2	3	0.3	2.177	0.256190455840456	(1.0, 5)
0	2	3	0.3	1.617	0.23940982585106	(0.9459441944399539, 5)
0	2	3	0.3	1.097	-0.045630354881617	(0.8096288881549057, 5)
0	2	3	0.3	1.609	0.28166011091045	(0.9358134329266067, 5)
0	2	3	0.3	1.131	0.147182021244107	(0.6032691235276256, 5)
0	2	3	0.5	2.047	0.225312298583079	(0.9782792646040236, 5)
0	2	3	0.5	1.836	0.120333069156912	(0.9889834939688638, 5)
0	2	3	0.5	1.783	0.14358856180434	(0.9354666673296818, 5)
0	2	3	0.5	1.02	0.168985514997831	(0.835003306333228, 5)
0	2	3	0.5	1.054	0.196745768514919	(0.8194742687893373, 5)
0	2	3	0.7	1.027	0.055390047408356	(0.8752894112269142, 5)
0	2	3	0.7	0.985	0.240689357008087	(0.8711995059730414, 5)
0	2	3	0.7	1.123	0.093961618698803	(0.8027739138336737, 5)
0	2	3	0.7	0.993	0.041610294117647	(0.9932783642256218, 5)
0	2	3	0.7	1.451	0.097801605568768	(1.0, 5)
0	3	0	0.3	1.069	0.066599222026534	(1.0, 5)
0	3	0	0.3	1.015	0.139230207017971	(1.0, 5)
0	3	0	0.3	1.061	0.125175291727536	(1.0, 5)
0	3	0	0.3	1.11	0.161649706373777	(1.0, 5)
0	3	0	0.3	1.256	0.14820779444154	(0.9923588164613998, 5)
0	3	0	0.5	1.15	0.126780542986425	(0.9865038616843391, 5)
0	3	0	0.5	1.636	0.14308852041284	(1.0, 5)
0	3	0	0.5	1.684	0.128791782486519	(1.0, 5)
0	3	0	0.5	1.394	0.138892041587288	(0.9813942504460456, 5)
0	3	0	0.5	1.187	0.162340044587335	(1.0, 5)
0	3	0	0.7	1.006	0.140197518823974	(1.0, 5)
0	3	0	0.7	1.332	0.078923051720382	(1.0, 5)
0	3	0	0.7	1.512	0.099444522564412	(0.9911914496802453, 5)
0	3	0	0.7	1.108	0.073797850345062	(0.9841756815998286, 5)
0	3	0	0.7	1.62	0.21016119313696	(0.9608071999649408, 5)
0	3	1	0.3	1.981	0.195931912502896	(0.9811563143371655, 5)
0	3	1	0.3	0.936	0.191338537316772	(0.745523049504573, 5)
0	3	1	0.3	1.212	0.220384493020848	(0.7520242218056379, 5)
0	3	1	0.3	1.476	0.169727710279564	(0.6785491772162817, 5)
0	3	1	0.3	1.291	0.100817851324078	(0.8208038511666407, 5)
0	3	1	0.5	1.218	0.180640397410761	(0.689431818412469, 5)
0	3	1	0.5	1.579	0.217917153679558	(0.8465670109941041, 5)
0	3	1	0.5	1.862	0.17765539455547	(1.0, 4)
0	3	1	0.5	1.7	0.29718408211901	(0.9565530585407122, 5)
0	3	1	0.5	1.148	0.199364357486826	(0.8360629216904732, 5)
0	3	1	0.7	0.964	0.098968613469855	(0.7088802231772225, 5)
0	3	1	0.7	1.163	0.15529190985452	(0.7165478373498619, 5)
0	3	1	0.7	0.995	0.23032034261131	(0.6968806701004552, 5)
0	3	1	0.7	0.93	0.149184041600215	(0.6977918592404653, 5)
0	3	1	0.7	0.881	0.085096975842313	(0.6752800823113868, 5)
0	3	2	0.3	0.855	0.076646130099767	(0.6342004649115468, 5)
0	3	2	0.3	1.004	0.10555839133886	(0.5847508688541633, 5)
0	3	2	0.3	0.99	-0.054236549288959	(0.5634063391859093, 5)
0	3	2	0.3	0.965	0.048319981132107	(0.6367406016400015, 5)
0	3	2	0.3	1	0.026343749054447	(0.5923187845157378, 5)
0	3	2	0.5	1.16	0.192731415247161	(0.7389680533210756, 5)
0	3	2	0.5	1.36	0.20730176045262	(0.9253545138457632, 5)
0	3	2	0.5	1.414	0.180322466970667	(0.8953213337557746, 5)
0	3	2	0.5	1.329	0.202109288665405	(0.8949041970155122, 5)
0	3	2	0.5	1.139	0.101395091136618	(0.7034069248848012, 5)
0	3	2	0.7	0.941	0.026157023678894	(0.9805899923079229, 5)
0	3	2	0.7	1.244	0.074813713576872	(0.9696514089275958, 5)
0	3	2	0.7	1.112	0.10393932415097	(0.9013504164327647, 5)
0	3	2	0.7	1.296	0.236471336168704	(0.9912855599567879, 5)
0	3	2	0.7	1.233	0.093023885471254	(0.9690353348188813, 5)
0	3	3	0.3	1.431	0.182250780389835	(0.9254880940589733, 5)
0	3	3	0.3	1.385	0.037958629594868	(0.9149236494289748, 5)
0	3	3	0.3	2.01	0.235076890322069	(0.9156193165887208, 5)
0	3	3	0.3	2.358	0.196057096794213	(0.9780199875035702, 5)
0	3	3	0.3	1.25	0.20212805428169	(0.5517895469733809, 5)
0	3	3	0.5	1.757	0.133828662240585	(0.9672069340124531, 5)
0	3	3	0.5	1.768	0.053250644254239	(0.9524497323586286, 5)
0	3	3	0.5	1.58	0.08281886216671	(0.9072052064362603, 5)
0	3	3	0.5	1.008	0.11449422340046	(0.6569826174800572, 5)
0	3	3	0.5	1.271	0.212582280378987	(0.5562472046945806, 5)
0	3	3	0.7	1.745	0.219044899837516	(0.8952170076819043, 4)
0	3	3	0.7	1.331	0.346013584459912	(0.9799789184784903, 5)
0	3	3	0.7	1.29	0.221777910021163	(0.9402151441930328, 5)
0	3	3	0.7	1.573	0.169341575959184	(0.9099566868849199, 5)
0	3	3	0.7	1.304	0.212579035333837	(0.9890937071359271, 5)
1	0	0	0.3	1.282	0.234713714250637	(0.8906143276872093, 5)
1	0	0	0.3	1.296	0.195135550470714	(0.9071062667467361, 5)
1	0	0	0.3	1.3	0.237175528494902	(0.92702973426925, 5)
1	0	0	0.3	1.264	0.211259857066524	(0.925917273199455, 5)
1	0	0	0.3	1.383	0.161440494862888	(0.9573693865675594, 5)
1	0	0	0.5	1.345	0.200083305226713	(0.9674537375804626, 5)
1	0	0	0.5	1.394	0.164457998023764	(0.9889700429884132, 5)
1	0	0	0.5	1.221	0.147845644369131	(0.9061387901649608, 5)
1	0	0	0.5	1.282	0.149697028515656	(0.9073326793597004, 5)
1	0	0	0.5	1.21	0.128409830505723	(0.9473785825074931, 5)
1	0	0	0.7	1.343	0.167015993930546	(0.9252693509965373, 5)
1	0	0	0.7	1.292	0.09112537081999	(0.907571953696008, 5)
1	0	0	0.7	1.23	0.132356289969651	(0.8870719862297903, 5)
1	0	0	0.7	1.284	0.09076656162591	(0.8516371538176227, 5)
1	0	0	0.7	1.272	0.084665309118876	(0.8789955597474849, 5)
1	0	1	0.3	1.275	0.185258508548305	(0.8991541901591684, 5)
1	0	1	0.3	1.071	0.137559858139432	(0.9893020969664562, 5)
1	0	1	0.3	1.113	0.155735908831013	(1.0, 5)
1	0	1	0.3	1.055	0.0818902736926	(0.8952896838260586, 5)
1	0	1	0.3	1.06	0.147984805294337	(0.8379101909794477, 5)
1	0	1	0.5	1.093	0.092409194520927	(0.885129287670582, 5)
1	0	1	0.5	1.125	0.054801101449995	(0.8293790660686032, 5)
1	0	1	0.5	1.058	0.082158131012904	(0.8653736563893966, 5)
1	0	1	0.5	1.17	0.134789194549012	(0.9781468676992059, 5)
1	0	1	0.5	1.163	0.088072294134639	(0.7369302114794773, 5)
1	0	1	0.7	1.106	-0.008980356249737	(0.7324006438303766, 5)
1	0	1	0.7	1.11	0.05773287317623	(0.7368028783814117, 5)
1	0	1	0.7	0.987	0.133552118257472	(0.7513342871777665, 5)
1	0	1	0.7	1.059	0.057624287024886	(0.8192674846465097, 5)
1	0	1	0.7	1.172	0.055226797455326	(0.8520251271313192, 5)
1	0	2	0.3	1.246	0.210360754651624	(0.9259627408530333, 5)
1	0	2	0.3	1.14	0.040822918880364	(0.8594471632946019, 5)
1	0	2	0.3	1.038	-0.006816835983723	(0.9409579893385678, 5)
1	0	2	0.3	1.019	-0.095120231196392	(0.9595922201245509, 5)
1	0	2	0.3	1.045	0.04154098050153	(0.9149426617101062, 5)
1	0	2	0.5	1.013	0.196774279298444	(0.9692302278387963, 5)
1	0	2	0.5	1.161	0.175144744818459	(0.9364539671710651, 5)
1	0	2	0.5	1.021	0.143180201398316	(0.9414002139545941, 5)
1	0	2	0.5	1.107	0.039696965995396	(0.9066906958433075, 5)
1	0	2	0.5	1.115	0.28793552915539	(0.895611000814766, 5)
1	0	2	0.7	1.048	0.126855320213215	(0.9281367111377604, 5)
1	0	2	0.7	1.189	0.165333342313048	(0.9261429845824569, 5)
1	0	2	0.7	1.035	0.231532663236581	(0.9311166986146727, 5)
1	0	2	0.7	1.203	0.132404530043459	(0.9415911379657603, 5)
1	0	2	0.7	1.142	0.057370321940116	(0.9833010262935699, 5)
1	0	3	0.3	1.126	0.195075793717265	(0.9476203529261413, 5)
1	0	3	0.3	1.203	0.134955544203935	(0.9657233076365282, 5)
1	0	3	0.3	1.074	0.096128495948692	(0.9379830704449246, 5)
1	0	3	0.3	1.464	-0.061129528950582	(0.9907553762322698, 5)
1	0	3	0.3	0.998	0.245501212031155	(0.926415412180891, 5)
1	0	3	0.5	0.912	0.059613403302958	(0.9366697022351184, 5)
1	0	3	0.5	0.885	0.030678567602715	(0.961652288492461, 5)
1	0	3	0.5	0.958	0.124973965070391	(0.9931355539510975, 5)
1	0	3	0.5	0.996	0.078067720219243	(0.979661204778758, 5)
1	0	3	0.5	0.914	-0.022349671815113	(0.992862871419991, 5)
1	0	3	0.7	1.011	0.127809268139467	(0.9897256232551565, 5)
1	0	3	0.7	0.945	0.105272656473828	(0.9575795393878058, 5)
1	0	3	0.7	1.016	0.061286801694776	(0.9293888805558126, 5)
1	0	3	0.7	1.126	0.025335759790366	(0.7657363673346236, 5)
1	0	3	0.7	0.882	0.112697102091457	(0.9425175315408063, 5)
1	1	0	0.3	0.924	0.016702163906498	(0.9475909487877345, 4)
1	1	0	0.3	0.931	-0.01045654689308	(0.9559852888836161, 5)
1	1	0	0.3	0.827	0.002767547513852	(0.9563155812791473, 5)
1	1	0	0.3	0.912	0.026704489633927	(0.9491773796043429, 5)
1	1	0	0.3	1.04	0.034540996527065	(0.9809953733453284, 5)
1	1	0	0.5	0.787	0.02705353487125	(0.965240792800938, 5)
1	1	0	0.5	1.051	0.100696133511199	(1.0, 5)
1	1	0	0.5	1.018	0.060545793217317	(0.9906749614330078, 5)
1	1	0	0.5	1.096	0.123750147160313	(0.9921241240226437, 5)
1	1	0	0.5	1.677	0.242006284651021	(0.9920107117069178, 5)
1	1	0	0.7	1.228	0.125655908638145	(0.9844080203923049, 5)
1	1	0	0.7	1.016	-0.057800785870142	(0.9303412182376899, 5)
1	1	0	0.7	1.51	0.217167796854868	(0.9914807897850602, 5)
1	1	0	0.7	1.298	0.196580397672503	(0.9619499394428744, 5)
1	1	0	0.7	1.129	0.198522730663484	(0.7536079150136631, 5)
1	1	1	0.3	1.287	0.330495344624864	(1.0, 5)
1	1	1	0.3	1.732	0.248539250816962	(0.9905208139029802, 5)
1	1	1	0.3	1.467	0.141989110691884	(0.9807249589686319, 5)
1	1	1	0.3	1.343	0.151477438718123	(0.9191590761794556, 5)
1	1	1	0.3	1.502	0.133201753259869	(0.9800928191193884, 5)
1	1	1	0.5	1.657	0.076203233159755	(0.9481198780762813, 5)
1	1	1	0.5	1.39	0.235622898237028	(0.9337690302052254, 5)
1	1	1	0.5	1.256	0.362015505050343	(0.9305836385747338, 5)
1	1	1	0.5	1.246	0.190531798280018	(0.9575603896970506, 5)
1	1	1	0.5	1.217	0.155991432747268	(0.9787789515732108, 5)
1	1	1	0.7	1.462	0.254001601297253	(0.9894692135031877, 5)
1	1	1	0.7	1.44	0.106056528584561	(1.0, 5)
1	1	1	0.7	1.796	0.116738504973287	(1.0, 5)
1	1	1	0.7	1.819	0.142257971014493	(0.9651257096512571, 5)
1	1	1	0.7	1.885	0.116968773910303	(0.9525424954667484, 5)
1	1	2	0.3	2.143	0.29522177834243	(0.9756878166396372, 4)
1	1	2	0.3	1.64	0.111685943792809	(0.9629783639789488, 4)
1	1	2	0.3	1.36	0.277774025643819	(0.9552788589343935, 5)
1	1	2	0.3	1.285	0.110316207280618	(0.9294724747619366, 4)
1	1	2	0.3	1.263	0.160561238928531	(0.9891510882286192, 5)
1	1	2	0.5	1.439	0.122834073588078	(1.0, 5)
1	1	2	0.5	1.644	0.184355279503105	(1.0, 5)
1	1	2	0.5	1.319	0.171110764432618	(0.9149312732748588, 4)
1	1	2	0.5	1.479	0.267536018570801	(0.8617852120051468, 4)
1	1	2	0.5	1.406	0.1193476390759	(0.8847036909009824, 4)
1	1	2	0.7	1.073	0.196370406365594	(1.0, 5)
1	1	2	0.7	1.173	0.138044910614526	(0.7745252641339246, 5)
1	1	2	0.7	1.351	0.213632098952532	(0.8778825148599905, 5)
1	1	2	0.7	1.189	0.260902806258069	(0.915599864175401, 5)
1	1	2	0.7	1.44	0.182426533505481	(0.9277029486712778, 5)
1	1	3	0.3	1.136	0.122509980213286	(0.8818491041058467, 5)
1	1	3	0.3	1.293	0.144976320033595	(0.9301102909080327, 5)
1	1	3	0.3	1.032	0.156206631675209	(0.8578017598459575, 5)
1	1	3	0.3	1.205	0.174613447944953	(0.8519366682980964, 5)
1	1	3	0.3	1.251	0.236088627651342	(0.7818940777458909, 5)
1	1	3	0.5	0.998	0.012546301651565	(0.958601476304448, 4)
1	1	3	0.5	1.012	0.044635596520788	(0.9232780481757858, 5)
1	1	3	0.5	1.77	0.269905053642011	(0.9890006841406107, 4)
1	1	3	0.5	1.1	0.182468130186238	(1.0, 5)
1	1	3	0.5	1.006	0.135259159447466	(0.7339071364016311, 5)
1	1	3	0.7	0.982	0.222983377911436	(0.7406150863588298, 5)
1	1	3	0.7	1.189	0.039397157756999	(0.8940781111548021, 5)
1	1	3	0.7	0.963	0.042513478674757	(0.8525367941313984, 5)
1	1	3	0.7	1.115	0.052318434929188	(0.9246488810739326, 5)
1	1	3	0.7	1.281	0.188279092250895	(0.8277983107555164, 5)
1	2	0	0.3	1.15	0.156064185782363	(0.9305836385747338, 5)
1	2	0	0.3	1.066	0.213030222777477	(0.9813090808347623, 5)
1	2	0	0.3	1.245	0.235502480606602	(0.9706595715997057, 5)
1	2	0	0.3	1.063	0.107574081374036	(0.961652288492461, 5)
1	2	0	0.3	0.97	0.097299546451488	(0.9625773714485685, 5)
1	2	0	0.5	1.353	0.261081568722425	(0.9542650689699104, 5)
1	2	0	0.5	1.029	0.168556916894563	(0.963866081625293, 5)
1	2	0	0.5	1.251	0.103696687959103	(0.9484302844445714, 5)
1	2	0	0.5	1.142	0.122114169316851	(0.9633541242294937, 5)
1	2	0	0.5	1.407	0.262473558940125	(0.9168266601078533, 5)
1	2	0	0.7	1.218	0.174981817076519	(0.928980898609038, 5)
1	2	0	0.7	1.131	0.078238539645009	(0.854118860078604, 5)
1	2	0	0.7	1.141	0.112315655798139	(0.9023518668398326, 5)
1	2	0	0.7	1.381	0.242483490168519	(0.9174392797673124, 5)
1	2	0	0.7	1.369	0.151068442091979	(0.9164432989936305, 5)
1	2	1	0.3	1.18	0.162524511634858	(0.5688264332098991, 5)
1	2	1	0.3	1.431	0.106956401657995	(0.8866548422949082, 5)
1	2	1	0.3	1.365	0.1161101590115	(0.9370405376423243, 5)
1	2	1	0.3	1.434	-0.045254010916722	(0.9382007970384156, 5)
1	2	1	0.3	1.24	-0.034679775663789	(0.9282372069406761, 5)
1	2	1	0.5	1.841	0.138945473637618	(0.9675805208652232, 5)
1	2	1	0.5	1.579	0.23026462331785	(0.9635909296128196, 5)
1	2	1	0.5	1.402	0.077488389884265	(0.9615474985961183, 5)
1	2	1	0.5	1.754	0.212495914119636	(1.0, 5)
1	2	1	0.5	1.708	0.234443420232229	(0.9462163463554507, 5)
1	2	1	0.7	1.635	0.334451662102831	(0.9890339888509021, 5)
1	2	1	0.7	1.295	0.183141121745704	(0.9901735953707901, 5)
1	2	1	0.7	1.487	0.231901618984602	(1.0, 5)
1	2	1	0.7	1.444	0.226968388912828	(1.0, 5)
1	2	1	0.7	1.106	0.087050502945489	(0.6899187768752986, 5)
1	2	2	0.3	1.083	0.072440296770402	(0.7138597732675545, 5)
1	2	2	0.3	1.036	0.191224215134316	(0.8517214996174445, 5)
