EVENT_LOG	DISCOVERY_ALG	PRECISION	FITNESS	ALIGNMENTS_MARKOV	ABS_EDGES_ONLY_IN_LOG	ABS_EDGES_ONLY_IN_LOG_W	ABS_EDGES_ONLY_IN_LOG_BTW	ABS_EDGES_ONLY_IN_LOG_BTW_NORM	ABS_EDGES_ONLY_IN_LOG_CC	ABS_EDGES_ONLY_IN_MODEL	ABS_EDGES_ONLY_IN_MODEL_W	ABS_MAX_DEGREE	ABS_MAX_DEGREE_DIV	ABS_MAX_CLUSTER	ABS_MAX_CLUSTER_DIV	ABS_DEGREE_ENTROPY	ABS_DEGREE_ENTROPY_DIV	ABS_LINK_DENSITY_DIV	ABS_LOG_MAX_DEGREE	ABS_LOG_DEGREE_ENTROPY	ABS_LOG_LINK_DENSITY	ABS_MODEL_MAX_DEGREE	ABS_MODEL_DEGREE_ENTROPY	ABS_MODEL_LINK_DENSITY	LOG_EVENTS	LOG_EVENTS_TYPES	LOG_SEQS	LOG_UNIQUE_SEQS	LOG_PERC_UNIQUE_SEQS	LOG_AVG_SEQS_LENGTH	LOG_AVG_EDIT_DIST	variant_entropy	variant_entropy_norm	sequence_entropy	sequence_entropy_norm	PN_SILENT_TRANS	PN_PERC_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	PN_IN_ARCS_MEAN	PN_OUT_ARCS_MEAN	PN_IN_ARCS_TRAN_MEAN	PN_OUT_ARCS_TRAN_MEAN	PN_IN_ARCS_INV_TRAN_MEAN	PN_OUT_ARCS_INV_TRAN_MEAN	PN_IN_ARCS_MAX	PN_OUT_ARCS_MAX	PN_IN_ARCS_TRAN_MAX	PN_OUT_ARCS_TRAN_MAX	PN_IN_ARCS_INV_TRAN_MAX	PN_OUT_ARCS_INV_TRAN_MAX	TIME_MARKOV	FOOTPRINT_COST_FIT_W	FOOTPRINT_COST_FIT	FOOTPRINT_COST_PRE_W	FOOTPRINT_COST_PRE	ABS_EDGES_ONLY_IN_MODEL_W_2	DIST_NODES_PERCENT	DIST_EDGES_PERCENT	FITNESS_50_FREQ	FITNESS_50_RAND	FITNESS_25_FREQ	FITNESS_25_RAND	PRECISION_50_FREQ	PRECISION_50_RAND	PRECISION_25_FREQ	PRECISION_25_RAND
BPI_Challenge_2014_Inspection	ETM	0.9975	-1.0	0.5597	0.9982	0.6791	442.0	0.0111	0.0	0.963	0.9949	-7	0.2222	0.3333	2.9994	894.3288	894.3288	4.7019	9	-991.3224	0.0104	2	-96.9936	0.0489	197717	15	5485	3190	58.1586	36.0469	39.6714	461944.1948	0.6204	1525065.9712	0.8182	3	0.0968	28	30	2.0667	3	1.0333	1.0333	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.0194	0.8337	0.2239	1.0	1.0	0.9925	0.88	0.9373	-1.0	-1.0	0.7175	-1.0	0.9971	0.996	0.9902	0.9971
BPI_Challenge_2014_Geo parcel document	IMf	0.3713	-1.0	0.8497	0.9982	0.8522	4888.1833	0.0133	0.0	0.2229	-0.912	-1	0.9167	-0.2574	0.4852	-311.767	-311.767	1.7547	12	-3440.8576	0.0053	11	-3752.6246	0.0093	569209	16	29059	9274	31.9144	19.588	16.8236	1224971.0955	0.7295	2668507.692	0.804	44	0.7857	12	37	3.1892	6	1.5946	1.5946	1.0	1.0	1.0682	1.0682	5	3	1	1	2	2	881.4062	0.9417	0.5289	0.8532	0.7442	0.2748	0.6987	0.8329	0.9391	0.9426	0.9455	0.9287	0.3317	0.3348	0.3143	0.3646
BPI_Challenge_2014_Geo parcel document	ETM	0.6923	0.8372	0.6497	0.9972	0.6563	0.0	0.0	0.0	0.7755	0.7761	-8	0.3333	-0.1667	0.6666	3238.6459	3238.6459	7.5849	12	-3440.8576	0.0053	4	-202.2117	0.0402	569209	16	29059	9274	31.9144	19.588	16.8236	1224971.0955	0.7295	2668507.692	0.804	25	0.7576	8	31	3.2258	11	1.6129	1.6129	1.0	1.0	1.68	1.68	6	5	1	1	3	3	0.0779	0.7786	0.1405	0.9875	0.9474	0.7922	0.9103	0.9422	0.8608	0.7964	0.8843	0.7612	0.6879	0.6873	0.684	0.7107
BPI_Challenge_2012	ETM	-1.0	-1.0	0.0	0.9978	0.0	1680.0	0.0131	0.0	0.0	0.9566	-12	0.1429	-0.5	0.0	2013.3896	2013.3896	5.9231	14	-2176.9697	0.0052	2	-163.5801	0.0308	262200	24	13087	4366	33.3614	20.0351	24.1151	469331.1569	0.6999	1584263.0089	0.7167	0	0.0	34	33	2.0606	3	1.0303	1.0303	1.0	1.0	0.0	0.0	2	2	1	1	0	0	0.0399	0.0	0.0						-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
3a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG	ETM	0.9877	0.5233	0.2144	0.6061	0.2803	1096.8333	0.003	0.0	0.7767	0.9366	-6	0.4	0.0	1.0	3903.2293	3903.2293	5.6786	10	-4304.6974	0.0028	4	-401.4681	0.0159	2246	30	35	35	100.0	64.1714	56.8672	7343.1938	0.4435	17217.4488	0.9879	5	0.045	106	106	2.0943	3	1.0472	1.0472	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.7249	0.7042	0.2095	0.9064	0.898	0.8269	0.8876	0.9223	0.5093	0.5475	0.4378	0.5331	0.6296	0.9787	0.8889	0.95
BPI_Challenge_2020_InternationalDeclarations	ETM	0.6348	0.8453	0.577	0.9904	0.5517	1760.0	0.0067	0.0	0.2768	0.541	-4	0.5	-0.5	0.0	2691.424	2691.424	4.6389	8	-3321.0095	0.0036	4	-629.5855	0.0167	72151	34	6449	753	11.6762	11.1879	5.4197	30396.2374	0.7502	73857.3427	0.7994	24	0.4898	25	39	3.7436	11	1.8718	1.8718	1.0	1.0	2.0	2.0	6	5	1	1	3	3	0.1059	0.799	0.2143	0.8436	0.7833	0.3092	0.8881	0.9315	0.8568	0.8402	0.8622	0.8135	0.6337	0.6338	0.5309	0.6469
DocumentProcessingENG	IMf	0.5438	0.8455	0.808	1.0	0.8853	48.0	0.08	0.0	0.3167	0.3452	0	1.0	0.5	-1.0	-30.0651	-30.0651	1.2622	2	-100.2387	0.045	2	-130.3038	0.0568	262682	10	18352	3	0.0163	14.3135	6.0295	18.2042	0.2149	133.2317	0.8487	13	0.5909	9	16	2.75	3	1.375	1.375	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.2145	0.9242	0.7895	1.0	1.0	0.3006	0.5128	0.7206	0.9999	0.4666	0.9999	0.4666	0.5333	0.5	0.5333	0.5333
DocumentProcessingENG	IMd	0.194	0.9142	0.8348	1.0	0.8853	48.0	0.08	0.0	0.0384	-2.0607	6	4.0	0.2857	-1.0	-612.3427	-612.3427	0.4022	2	-100.2387	0.045	8	-712.5814	0.0181	262682	10	18352	3	0.0163	14.3135	6.0295	18.2042	0.2149	133.2317	0.8487	13	0.5909	9	16	2.75	3	1.375	1.375	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.1167	0.9242	0.7895	0.3671	0.3488	0.0377	0.8895	0.9622	0.9999	0.909	0.9999	0.7499	0.2025	0.1733	0.2025	0.2025
DocumentProcessingENG	ETM	0.9085	0.8573	0.8271	1.0	0.9285	48.0	0.08	0.0	0.6286	0.9145	0	1.0	0.5	-1.0	-6.4719	-6.4719	0.9578	2	-100.2387	0.045	2	-106.7106	0.0431	262682	10	18352	3	0.0163	14.3135	6.0295	18.2042	0.2149	133.2317	0.8487	4	0.1818	18	20	2.2	3	1.1	1.1	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.009	0.9805	0.9474	0.9653	0.9474	0.6769	0.3125	0.45	1.0	1.0	1.0	0.5	0.8889	0.8889	0.8889	0.8889
edited_hh110_labour	IMf	0.256	0.7628	0.5806	0.8892	0.6249	1514.0	0.0509	0.0	0.0927	-1.5568	0	1.0	0.3333	-1.0	-559.9498	-559.9498	2.0101	7	-907.1511	0.0099	7	-1467.1009	0.0199	1390	17	21	21	100.0	66.1905	37.5714	3336.9214	0.4252	9389.9241	0.9334	29	0.7838	8	27	2.963	4	1.4815	1.4815	1.0	1.0	1.1034	1.1034	2	2	1	1	3	3	21.8743	0.7064	0.3861	0.9204	0.907	0.0947	0.8097	0.9165	0.778	0.7637	0.7748	0.7229	0.2857	0.2019	0.2857	0.2857
1a_VARA_DE_FEITOS_TRIBUTARIOS_DO_ESTADO_-_TJMG	ETM	0.9659	0.5636	0.3064	0.7004	0.3934	391.8333	0.0016	0.0025	0.9326	0.9844	-7	0.3636	-0.3333	0.3334	3052.0346	3052.0346	5.7353	11	-3366.1519	0.0034	4	-314.1173	0.0195	2476	32	28	28	100.0	88.4286	72.6138	7708.5005	0.4131	19214.899	0.9917	10	0.0826	111	122	2.1311	11	1.0656	1.0656	1.0	1.0	1.9	1.9	6	5	1	1	3	3	0.6795	0.759	0.1927	1.0	1.0	0.9554	0.868	0.903	0.5565	0.5694	0.5605	0.5329	0.0	0.9677	0.0	0.95
QUARTA_VARA_CRIMINAL_-_COMARCA_DE_VARZEA_GRANDE_-_SDCR_-_TJMT	IMf	0.5623	0.7536	0.347	0.8033	0.3895	4460.3619	0.0074	0.0	0.3414	0.5798	-18	0.2174	-0.1667	0.6666	4917.6228	4917.6228	9.4643	23	-5365.3194	0.0028	5	-447.6966	0.0265	7659	45	52	52	100.0	147.2885	115.8793	28717.455	0.4314	68099.3052	0.993	24	0.7059	10	23	3.0435	4	1.5217	1.5217	1.0	1.0	1.0417	1.0417	2	2	1	1	2	2	27.5107	0.6418	0.0763	0.9654	0.6552	0.4427	0.9321	0.9335	0.7572	0.7572	0.7582	0.7365	0.0	0.428	0.0	0.4015
edited_hh104_weekends	IMd	0.0724	0.9842	0.9583	0.9719	0.9607	2385.0	0.0224	0.0	0.0107	-10.8378	6	1.6	0.0919	1.5513	-37213.901	-37213.901	0.6786	10	-1910.2809	0.0056	16	-39124.1819	0.0038	1728	19	18	18	100.0	96.0	64.0392	4206.9628	0.3912	12305.8167	0.9553	20	0.5556	16	19	4.0	12	2.0	2.0	1.0	1.0	1.1	1.1	10	10	1	1	3	3	251.6573	0.9754	0.905	0.828	0.7137	0.0141	0.9192	0.9894	0.9771	0.9854	0.9858	0.9856	0.0698	0.0704	0.0684	0.0684
edited_hh104_weekends	ETM	0.98	0.5953	0.3172	0.7093	0.4411	5353.3333	0.0502	0.0	0.781	0.8709	-5	0.5	0.3333	2.9994	1432.3646	1432.3646	2.4464	10	-1910.2809	0.0056	5	-477.9163	0.0137	1728	19	18	18	100.0	96.0	64.0392	4206.9628	0.3912	12305.8167	0.9553	2	0.0156	126	124	2.0645	3	1.0323	1.0323	1.0	1.0	1.0	1.0	2	2	1	1	1	1	1.0565	0.7503	0.3073	0.9862	0.9649	0.7137	0.7794	0.8684	0.586	0.5852	0.6096	0.4761	0.6667	0.6667	0.6667	0.6667
1a_VARA_CRIMINAL_DA_CAPITAL_-_TJAM	IMf	0.4786	0.7214	0.3535	0.7591	0.4216	2430.6667	0.0038	0.0005	0.2226	0.2184	-11	0.5	-0.2143	0.5714	4551.3694	4551.3694	6.88	22	-5695.2495	0.0025	11	-1143.8801	0.0172	5463	38	131	128	97.7099	41.7023	40.8571	23596.8202	0.5378	46560.9705	0.9788	32	0.6531	17	31	3.3548	11	1.6774	1.6774	1.0	1.0	1.0938	1.0938	6	9	1	1	3	3	9.5964	0.6498	0.1174	0.9401	0.6042	0.3278	0.9053	0.9126	0.7574	0.7611	0.7296	0.7875	0.3592	0.3683	0.2804	0.3595
1a_VARA_CRIMINAL_DA_CAPITAL_-_TJAM	ETM	0.9956	0.533	0.2602	0.7346	0.307	2430.6667	0.0038	0.0005	0.8333	0.9932	-17	0.2273	-0.5	0.0	5462.1126	5462.1126	10.08	22	-5695.2495	0.0025	5	-233.1369	0.0252	5463	38	131	128	97.7099	41.7023	40.8571	23596.8202	0.5378	46560.9705	0.9788	10	0.1562	54	59	2.4407	11	1.2203	1.2203	1.0	1.0	1.8	1.8	6	5	1	1	3	3	0.0861	0.6847	0.1215	0.9969	0.9677	0.8597	0.9416	0.9631	0.5648	0.5734	0.5164	0.5772	0.9929	0.9911	0.7609	0.9833
2A._VARA_DE_EXECUTIVO_FISCAL_JOAO_PESSOA_-_TJPB	IMd	0.1509	0.9369	0.7629	0.9422	0.7957	1544.25	0.002	0.0	0.0138	-8.9365	6	1.4615	-0.2429	0.5142	-65447.7209	-65447.7209	1.1739	13	-6301.0772	0.0023	19	-71748.7981	0.0027	5663	28	229	227	99.1266	24.7293	21.9296	24371.0466	0.6184	46146.2469	0.9467	19	0.5	19	15	5.0667	10	2.5333	2.5333	1.0	1.0	1.0	1.0	8	8	1	1	1	1	3114.9854	0.9124	0.7738	0.7386	0.5262	0.0226	0.8861	0.9863	0.931	0.9276	0.9227	0.93	0.1138	0.13	0.099	0.1249
2A._VARA_DE_EXECUTIVO_FISCAL_JOAO_PESSOA_-_TJPB	ETM	0.9656	0.5161	0.1817	0.7194	0.2066	19420.9238	0.0247	0.0	0.7969	0.9893	-10	0.2308	-0.5	0.0	6072.1513	6072.1513	10.4783	13	-6301.0772	0.0023	3	-228.9259	0.0241	5663	28	229	227	99.1266	24.7293	21.9296	24371.0466	0.6184	46146.2469	0.9467	8	0.1356	51	53	2.5283	11	1.2642	1.2642	1.0	1.0	2.0	2.0	6	5	1	1	3	3	0.0831	0.5985	0.1357	0.9796	0.9688	0.8359	0.9462	0.9724	0.5207	0.534	0.4948	0.5396	0.9664	0.9776	0.9355	0.9338
VARA_DE_SUCESSOES_DE_CAMPINA_GRANDE_-_TJPB	ETM	0.9672	0.5917	0.1962	0.6005	0.2745	1829.2214	0.0096	0.0	0.8571	0.9626	-7	0.3	0.0	1.0	2642.2051	2642.2051	5.4737	10	-2928.3877	0.0038	3	-286.1826	0.0208	1557	25	25	25	100.0	62.28	50.9067	4656.867	0.4232	11347.2659	0.9915	12	0.1348	77	88	2.2273	11	1.1136	1.1136	1.0	1.0	1.75	1.75	6	5	1	1	3	3	0.2786	0.7069	0.2036	0.9795	0.9737	0.8866	0.8643	0.9022	0.6058	0.6082	0.6561	0.6586	0.9583	0.9535	0.9512	0.9444
BPI_Challenge_2020_PrepaidTravelCost	IMd	0.3485	0.7371	0.4975	0.9817	0.6393	897.5	0.0071	0.0	0.0183	-1.7332	12	2.2	-0.2353	0.5294	-4993.6042	-4993.6042	0.9318	10	-2314.0726	0.0044	22	-7307.6768	0.0041	18246	29	2099	202	9.6236	8.6927	3.8252	5445.904	0.7181	12632.861	0.7971	20	0.4762	22	22	3.9091	7	1.9545	1.9545	1.0	1.0	1.05	1.05	4	4	1	1	2	2	423.516	0.8155	0.4049	0.4645	0.386	0.0236	0.9312	0.983	0.7461	0.7494	0.7525	0.6371	0.3395	0.3489	0.294	0.2117
BPI_Challenge_2020_PrepaidTravelCost	ETM	0.6796	0.9095	0.8161	0.9793	0.8059	897.5	0.0071	0.0	0.3675	0.5946	-6	0.4	-0.5	0.0	2017.4651	2017.4651	5.0682	10	-2314.0726	0.0044	4	-296.6075	0.0223	18246	29	2099	202	9.6236	8.6927	3.8252	5445.904	0.7181	12632.861	0.7971	16	0.5	16	26	3.6923	11	1.8462	1.8462	1.0	1.0	2.0	2.0	6	5	1	1	3	3	0.02	0.8633	0.1288	0.6953	0.5833	0.4492	0.9139	0.9313	0.925	0.8603	0.9353	0.8947	0.676	0.6611	0.668	0.6178
JUIZO_DA_1a_ESCRIVANIA_CRIMINAL_DE_ARAPOEMA_-_TJTO	ETM	0.8301	0.4844	0.2345	0.4067	0.1672	2119.85	0.005	0.0	0.7	0.9788	-9	0.25	-0.5	0.0	4746.8347	4746.8347	12.0435	12	-4938.4685	0.0023	3	-191.6338	0.0277	1474	39	43	41	95.3488	34.2791	39.9812	4320.2728	0.4575	10249.3688	0.968	11	0.2683	30	38	2.5789	11	1.2895	1.2895	1.0	1.0	1.7273	1.7273	6	5	1	1	3	3	0.0344	0.4375	0.1069	0.9659	0.9333	0.7283	0.9455	0.965	0.5427	0.454	0.4909	0.5453	0.7759	0.7465	775.0	0.8
BPI_Challenge_2014_Reference alignment	IMf	0.9231	0.8595	0.6096	0.9998	0.644	60.0	0.0235	0.0	0.618	0.8314	0	1.0	-0.0666	0.8002	47.0918	47.0918	1.3595	4	-156.7091	0.042	4	-109.6173	0.0571	128554	6	43802	515	1.1757	2.9349	1.5702	9402.1885	0.6895	42015.943	0.638	9	0.6	6	11	2.7273	4	1.3636	1.3636	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.0078	0.9987	0.7333	0.9129	0.7857	0.7045	0.5323	0.6099	0.8794	0.9992	0.8781	0.997	0.9235	0.8729	0.9197	0.8087
BPI_Challenge_2014_Reference alignment	IMd	0.8302	0.8596	0.6101	1.0	0.6452	99.0	0.0388	0.0	0.4156	0.7459	0	1.0	-0.0476	0.8572	-152.4403	-152.4403	1.0452	4	-156.7091	0.042	4	-309.1494	0.0439	128554	6	43802	515	1.1757	2.9349	1.5702	9402.1885	0.6895	42015.943	0.638	4	0.4	6	7	2.8571	5	1.4286	1.4286	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0066	1.0	0.9333	0.919	0.8235	0.6413	0.45	0.6033	0.8796	0.9999	0.8782	0.9999	0.8271	0.7581	0.8205	0.7038
BPI_Challenge_2014_Reference alignment	ETM	0.62	0.9837	0.9865	0.9997	0.9876	60.0	0.0235	0.0	0.3271	0.515	1	1.25	-0.1369	0.5893	-0.6142	-0.6142	1.231	4	-156.7091	0.042	5	-157.3233	0.0517	128554	6	43802	515	1.1757	2.9349	1.5702	9402.1885	0.6895	42015.943	0.638	17	0.7391	6	20	3.9	11	1.95	1.95	1.0	1.0	1.9412	1.9412	6	5	1	1	3	3	0.0653	0.9963	0.5333	0.6693	0.625	0.3642	0.7067	0.8045	0.9771	0.9767	0.9773	0.9255	0.6175	0.5818	0.6126	0.7775
Hospital Billing - Event Log	IMf	0.7475	0.821	0.6512	0.9993	0.7481	0.0	0.0	0.0	0.0852	-0.1047	-2	0.8462	-0.2395	0.521	-1578.9126	-1578.9126	2.1395	13	-2937.1127	0.0043	11	-4516.0253	0.0092	451359	18	100000	1020	1.02	4.5136	2.8935	24210.8816	0.7446	81738.0917	0.6928	20	0.5882	14	20	3.5	7	1.75	1.75	1.0	1.0	1.05	1.05	4	4	1	1	2	2	3697.3196	0.8828	0.5035	0.7737	0.7742	0.0863	0.7756	0.9224	0.8765	0.8704	0.8779	0.9925	0.6651	0.7121	0.6157	0.6531
Hospital Billing - Event Log	ETM	0.5305	0.9454	0.9079	0.9988	0.9049	0.0	0.0	0.0	0.0809	-0.3575	-5	0.6154	-0.2545	0.491	1204.1647	1204.1647	3.0233	13	-2937.1127	0.0043	8	-1732.948	0.013	451359	18	100000	1020	1.02	4.5136	2.8935	24210.8816	0.7446	81738.0917	0.6928	26	0.7222	10	27	4.1481	16	2.0741	2.0741	1.0	1.0	1.7692	1.7692	9	7	1	1	4	4	152.9972	0.9299	0.2238	0.5734	0.5926	0.0755	0.8915	0.949	0.937	0.9501	0.9414	0.9672	0.5302	0.5319	0.5122	0.4551
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR	ETM	0.9136	0.7838	0.6445	0.9585	0.6227	1823.3333	0.0158	0.0007	0.68	0.9014	-7	0.3636	0.0	1.0	1701.1762	1701.1762	4.7937	11	-1908.3051	0.0063	4	-207.1289	0.0302	14208	23	513	395	76.9981	27.6959	18.6026	39939.5896	0.6458	90648.9756	0.8461	20	0.4167	28	43	2.6512	11	1.3256	1.3256	1.0	1.0	1.45	1.45	6	5	1	1	3	3	0.0799	0.8535	0.2213	0.9728	0.9688	0.7398	0.8661	0.9098	0.8067	0.7766	0.8448	0.7857	0.9206	0.8641	0.8514	0.8751
Road_Traffic_Fine_Management_Process	IMf	0.7347	0.7893	0.6759	0.9999	0.7933	639.0	0.0131	0.0	0.1112	0.1532	1	1.1429	-0.0667	0.5999	-2021.6181	-2021.6181	1.0854	7	-1175.531	0.0082	8	-3197.1491	0.0089	561470	11	150370	231	0.1536	3.7339	2.1787	1882.7079	0.7654	8525.8181	0.5976	16	0.5926	11	26	2.5385	3	1.2692	1.2692	1.0	1.4545	1.375	1.0625	2	2	1	6	3	2	2.5607	0.8708	0.8143	0.6091	0.7308	0.102	0.7175	0.894	0.8332	0.8544	0.8329	0.9903	0.6672	0.5773	0.5009	0.5653
Road_Traffic_Fine_Management_Process	ETM	0.8264	0.84	0.6971	0.9997	0.7527	245.0	0.005	0.0	0.4167	0.8745	-4	0.4286	0.1333	1.7996	1009.3154	1009.3154	5.5976	7	-1175.531	0.0082	3	-166.2156	0.0459	561470	11	150370	231	0.1536	3.7339	2.1787	1882.7079	0.7654	8525.8181	0.5976	6	0.4286	8	10	2.8	4	1.4	1.4	1.0	1.0	1.0	1.0	2	2	1	1	1	1	0.0063	0.8348	0.1857	0.8608	0.8125	0.5177	0.8608	0.9026	0.8707	0.8709	0.8709	0.8814	0.8263	0.8288	0.8261	0.8268
BPI_Challenge_2020_PermitLog	ETM	0.8139	0.7391	0.4448	0.9728	0.4396	34108.2333	0.0136	0.0	0.318	0.8521	-11	0.3125	0.0	1.0	12437.1955	12437.1955	14.25	16	-12922.8266	0.0012	5	-485.6311	0.0171	86581	51	7065	1478	20.92	12.2549	8.4139	95852.5071	0.7278	216169.4	0.8169	28	0.56	22	44	3.4091	11	1.7045	1.7045	1.0	1.0	1.8929	1.8929	6	5	1	1	3	3	0.1091	0.6654	0.0814	0.9499	0.9245	0.3337	0.9627	0.9781	0.7555	0.6876	0.7683	0.6914	0.8106	0.8851	0.8082	0.8303
BPI_Challenge_2019_log_IEEE	ETM	0.9831	0.8121	0.6105	0.9963	0.5089	8478.0	0.0011	0.0	0.8214	0.9853	-19	0.0952	-0.5	0.0	22350.3905	22350.3905	50.2727	21	-22431.7155	0.0011	2	-81.325	0.0553	1595923	42	251734	11973	4.7562	6.3397	5.1255	1682613.1757	0.6426	3722494.2533	0.8644	2	0.2222	7	10	2.0	3	1.0	1.0	1.0	1.0	1.5	1.5	2	2	1	1	2	2	0.0044	0.5631	0.0241	1.0	1.0	0.9749	0.9926	0.9974	0.8192	0.6264	0.8327	0.7884	0.9828	0.9723	0.9828	0.9821
Sepsis Cases - Event Log	IMf	0.6937	0.7929	0.493	0.9524	0.4638	2641.3333	0.0109	0.0	0.2047	0.5111	-4	0.6923	-0.0769	0.7693	1125.5029	1125.5029	2.8125	13	-2887.6137	0.0048	9	-1762.1108	0.0135	15214	16	1050	846	80.5714	14.4895	11.8652	40115.9206	0.687	101159.0168	0.7705	16	0.5333	14	22	3.0	5	1.5	1.5	1.0	1.0714	1.1875	1.125	3	3	1	2	3	3	523.5666	0.7922	0.4087	0.8272	0.7344	0.2663	0.7849	0.8727	0.7893	0.8073	0.7855	0.7996	0.6022	0.6883	0.588	0.6355
Sepsis Cases - Event Log	ETM	0.8582	0.7541	0.4844	0.9453	0.5373	2641.3333	0.0109	0.0	0.6128	0.8129	-6	0.5385	0.0	1.0	2356.9375	2356.9375	3.75	13	-2887.6137	0.0048	7	-530.6762	0.018	15214	16	1050	846	80.5714	14.4895	11.8652	40115.9206	0.687	101159.0168	0.7705	62	0.7209	24	77	3.7143	11	1.8571	1.8571	1.0	1.0	1.9194	1.9194	6	5	1	1	3	3	2.7088	0.8487	0.3391	0.968	0.9423	0.6695	0.8054	0.8718	0.7516	0.7593	0.707	0.7916	0.8244	0.8618	0.7124	0.8525
BPI_Challenge_2013_open_problems	IMf	0.9502	0.9783	0.9534	0.9969	0.9626	294.0	0.2471	0.0005	0.971	0.9979	0	1.0	0.0	1.0	19.9769	19.9769	1.2337	4	-84.3805	0.0689	4	-64.4036	0.085	2351	3	819	108	13.1868	2.8706	2.2846	891.6574	0.6812	3082.3382	0.6986	7	0.7	3	7	2.8571	5	1.4286	1.4286	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0062	1.0	1.0	1.0	1.0	0.9713	0.1714	0.2024	0.9798	0.9687	0.9848	0.9772	0.9631	0.8771	0.9733	0.9412
BPI_Challenge_2013_open_problems	IMd	0.9066	1.0	0.8391	0.9983	0.9031	34.0	0.0286	0.0	0.4458	0.7571	0	1.0	-0.0333	0.9001	-130.0406	-130.0406	0.8737	4	-84.3805	0.0689	4	-214.4211	0.0602	2351	3	819	108	13.1868	2.8706	2.2846	891.6574	0.6812	3082.3382	0.6986	11	0.7857	3	9	3.1111	5	1.5556	1.5556	1.0	1.0	1.0	1.0	3	3	1	1	1	1	0.0211	1.0	1.0	0.836	0.6667	0.538	0.4	0.5747	0.9996	0.9996	0.9996	0.9996	0.7996	0.8816	0.8046	0.7733
BPI_Challenge_2013_open_problems	ETM	-1.0	-1.0	0.0	0.9829	0.0	64.0	0.0538	0.0	0.0	0.1483	2	1.5	-0.0476	0.8572	-764.8053	-764.8053	0.3817	4	-84.3805	0.0689	6	-849.1858	0.0263	2351	3	819	108	13.1868	2.8706	2.2846	891.6574	0.6812	3082.3382	0.6986	31	0.7381	11	31	4.2581	11	2.129	2.129	1.0	1.0	1.7742	1.7742	6	5	1	1	3	3	3.2451	0.0	0.0						-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
BPI_Challenge_2013_incidents	IMf	0.9236	0.7246	0.5065	0.9993	0.5761	0.0	0.0	0.0081	0.7162	0.8718	-2	0.6	0.0833	1.3332	42.3387	42.3387	1.5672	5	-139.0678	0.0476	3	-96.7291	0.0746	65533	4	7554	1511	20.0026	8.6753	7.12	88097.2829	0.7131	227641.4707	0.7637	9	0.75	3	10	2.6	3	1.3	1.3	1.0	1.0	1.1111	1.1111	2	2	1	1	2	2	0.0084	0.8597	0.6364	1.0	1.0	0.8095	0.4423	0.6015	0.7607	0.7629	0.739	0.8448	0.9437	0.9237	0.874	0.8581
BPI_Challenge_2013_incidents	IMd	0.6257	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.2517	-0.0015	0	1.0	0.0357	1.1428	-443.8044	-443.8044	0.8088	5	-139.0678	0.0476	5	-582.8722	0.0385	65533	4	7554	1511	20.0026	8.6753	7.12	88097.2829	0.7131	227641.4707	0.7637	17	0.8095	4	14	3.1429	5	1.5714	1.5714	1.0	1.0	1.0588	1.0588	2	3	1	1	2	2	0.2485	1.0	1.0	0.8529	0.6875	0.3664	0.5463	0.7483	0.9997	0.9998	0.9997	0.9997	0.6449	0.6005	0.6238	0.5321
BPI_Challenge_2013_incidents	ETM	-1.0	-1.0	0.0	0.9987	0.0	3.0	0.0013	0.0001	0.0	0.743	1	1.2	0.0167	1.0668	-144.0995	-144.0995	0.6681	5	-139.0678	0.0476	6	-283.1673	0.0318	65533	4	7554	1511	20.0026	8.6753	7.12	88097.2829	0.7131	227641.4707	0.7637	14	0.5833	10	17	3.7647	11	1.8824	1.8824	1.0	1.0	1.5714	1.5714	6	5	1	1	3	3	0.0212	0.0	0.0						-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
BPI Challenge 2017	ETM	0.9033	-1.0	0.6588	0.9991	0.5632	25151.0	0.0726	0.0	0.605	0.8591	-10	0.2857	0.0	1.0	3507.2474	3507.2474	7.25	14	-3768.3917	0.0036	4	-261.1443	0.0261	1202267	26	31509	15930	50.557	38.1563	26.109	2579082.6938	0.735	7709263.7909	0.7375	27	0.4821	29	51	2.6275	11	1.3137	1.3137	1.0	1.0	1.4074	1.4074	6	5	1	1	3	3	0.5946	0.8343	0.1854	0.9365	0.925	0.618	0.9104	0.9444	-1.0	-1.0	-1.0	-1.0	0.8988	0.9006	0.8927	0.8963
