EVENT_LOG	PRECISION	FITNESS	FILTER_FREQ	FILTER_RAND	TOTAL_TRACES	DISCOVERY_ALG	EDIT_DISTANCE	EDIT_DISTANCE_WEIGHTED	EDIT_DISTANCE_WEIGHTED_MODIF	EDIT_DISTANCE_WEIGHTED_FIT	ALIGNMENT_DFG	DIST_NODES_PERCENT	DIST_EDGES_PERCENT	DIST_EDGES_WEIGHTED_FIT	DIST_EDGES_BTW	DIST_EDGES_CC	DIST_EDGES_DEGREE	CLUST_DIFF	CLUST_MAX_DIFF	DEGREE_DIFF	DEGREE_MAX_DIFF	BETWEEN_DIFF	BETWEEN_MAX_DIFF	ASSORT_DIFF	ENTROPY_DIFF	ENTROPY_DIFF_BTW	EXCEEDING_EDGES	EXCEEDING_EDGES_BTW	EXCEEDING_EDGES_CC	EXCEEDING_EDGES_DEGREE	FOURIER_ENTROPY_DIFF	FOURIER_ENTROPY_DIFF_WEIGHTED	CLUST_DIFF_WEIGHTED	BETWEEN_DIFF_WEIGHTED	BETWEEN_DIFF_WEIGHTED_NORM	PN_SILENT_TRANS	PN_TRANS	PN_PLACES	PN_ARCS_MEAN	PN_ARCS_MAX	PN_SIMPLICITY	PN_GENERALIZATION	LOG_BTW_MAX	LOG_BTW_MEDIAN	LOG_BTW_ENTROPY	LOG_CC_MAX	LOG_CC_MEDIAN	LOG_CC_ENTROPY	LOG_DEGREE_MAX	LOG_DEGREE_MEDIAN	LOG_DEGREE_ENTROPY	LOG_LINK_DENSITY	LOG_NODE_DEGREE_RATIO	LOG_FOURIER_ENTROPY	LOG_TRACES	LOG_VARIANTS	LOG_ACTIVITIES
edited_hh104_labour.xes.gz	0.207	0.4377	0.8	0.6	25.0	IMf	-1	-1	-1	-1	0.4248009257508303	0.6313559322033898	0.8151476251604621	0.4028571428571429	0.409149	0.406568	0.406568	0.1228	0.3333	3.0897	-6	-1	-1	0.7492	2.8327	-1	1.292619047619048	0.24045500000000003	0.24019000000000001	0.240339	-1.0488	-1.2215	-0.5153059690530026	-1	-1	67	18	56	3.1429	5	0.6682	-1	0.1886	0.0413	4.1427	0.0212	0.0135	4.2479	524	74.0	4.1427	0.5643	0.0984	3.0722	43	43	19
3a_VARA_DE_EXECUCOES_FISCAIS_DA_COMARCA_DE_FORTALEZA_-_TJCE.xes	0.3667	0.7833	0.6	0.7	38.0	IMf	-1	-1	-1	-1	0.6943701206427653	0.6536585365853659	0.8752475247524752	0.3494318181818184	0.35745	0.35120100000000004	0.352925	0.1043	0.5	3.7187	4	-1	-1	-0.0025	1.4901	-1	3.450284090909104	0.321885	0.320377	0.322278	0.5891	0.5162	0.1881542420354033	-1	-1	52	22	45	3.4222	11	0.6296	-1	0.3767	0.0442	4.1039	0.0558	0.0186	3.9210000000000003	131	9.0	3.9312	0.1662	0.2407	3.5263	58	53	27
activitylog_uci_detailed_labour.xes.gz	0.3513	0.7468	0.6	0.7	17.0	IMf	-1	-1	-1	-1	0.6388849851816341	0.5483870967741935	0.774	0.3376436781609194	0.34556	0.341997	0.340521	0.0956	-0.0833	3.3571	1	-1	-1	0.5506	0.0877	-1	2.247126436781609	0.31860700000000003	0.317819	0.31948699999999997	-0.596	-0.9033	-0.2587166793055775	-1	-1	35	12	36	2.8889	3	0.664	-1	0.2802	0.0742	3.5	0.0506	0.0368	3.75	174	35.0	3.5778	0.4208	0.1584	2.693	25	25	16
activitylog_uci_detailed_weekends.xes.gz	0.2829	0.7764	0.9	0.9	9.0	IMf	-1	-1	-1	-1	0.6323721164401988	0.4711538461538461	0.7835497835497836	0.2459016393442624	0.251924	0.250546	0.247194	0.0863	0.1389	3.2513	1	-1	-1	0.47100000000000003	0.4787	-1	2.6885245901639325	0.41726599999999997	0.41671800000000003	0.418005	0.055	-0.1466	-0.1955701771339548	-1	-1	46	14	44	2.9545	4	0.6667	-1	0.3562	0.0723	3.6402	0.0836	0.049	3.5069	76	18.0	3.6402	0.3571	0.2	2.6149	10	10	15
edited_hh102_labour.xes.gz	0.1333	0.7016	0.8	0.7	12.0	IMf	-1	-1	-1	-1	0.5378900065957688	0.6153846153846154	0.8811369509043928	0.3819444444444446	0.390916	0.385329	0.38404699999999997	0.1073	0.5	5.2951	-3	-1	-1	0.8213	2.6635	-1	2.8880208333333286	0.353483	0.35454600000000003	0.354512	-0.8241	-0.6974	-0.7862624928694438	-1	-1	42	14	35	3.2	6	0.6842	-1	0.3204	0.0335	3.9058	0.0922	0.0276	4.1699	132	27.0	3.8366	0.3497	0.1682	2.7957	18	18	18
VITORIA_-_5a_VARA_CIVEL_-_TJES.xes	0.1079	0.9526	0.6	0.7	144.0	IMf	-1	-1	-1	-1	0.8989229877421848	0.6775067750677507	0.7963582311408398	0.09670751513361893	0.097683	0.097104	0.097087	0.1348	0.3	8.0528	138	-1	-1	0.0105	-1.0703	-1	7.109035877749883	0.309288	0.30740100000000004	0.308427	-0.3464	-0.8622	-0.041809464647841015	-1	-1	57	15	46	3.2609	6	0.6484	-1	0.4071	0.0143	4.4455	0.0229	0.0056	3.8787	2258	12.0	4.6187	0.1822	0.1444	4.0927	206	206	42
3a_VARA_DE_FAMILIA_E_REGISTRO_CIVIL_DA_COMARCA_DE_OLINDA_-_TJPE.xes	0.7555	0.9840000000000001	0.6	0.6	83.0	IMf	-1	-1	-1	-1	0.9831924905200768	0.6285714285714286	0.6901408450704225	0.02826171118854044	0.029149	0.029461	0.029256	0.2487	0.3	0.4022	-1	-1	-1	0.5915	-1.0783	-1	0.4765776229190863	0.14234000000000002	0.142394	0.14069500000000001	-1.0435	-1.2888	-1.8936955132067903	-1	-1	16	6	16	2.75	3	0.76	-1	0.45	0.225	2.585	0.0	0.0	-0.0	216	156.0	2.585	0.4	0.5	1.7747	232	33	12
Receipt phase of an environmental permit application process (_WABO_) CoSeLoG project.xes.gz	0.9717	0.8983	0.8	0.6	944.0	IMf	-1	-1	-1	-1	0.8015818564212607	0.8529411764705882	0.8971193415637858	0.2194869435177723	0.22408899999999998	0.222208	0.224883	0.0686	-0.1667	-0.047	-7	-1	-1	-0.0275	-1.3677	-1	0.1532267341539169	0.02563	0.025755	0.025606	-2.5016	-2.6235	-0.20365843252289514	-1	-1	1	6	10	1.8	2	0.8947	-1	0.3	0.2	2.2516	0.1655	0.0781	2.2516	238	238.0	1.7925	0.3333	0.6	1.6764	1434	116	27
ElectronicInvoicingENG.xes.gz	0.5714	0.6513	0.7	0.6	4230.0	IMf	-1	-1	-1	-1	0.5685820420919209	0.5789473684210527	0.7333333333333333	0.5816910979516551	0.619821	0.606272	0.617197	0.2094	0.1667	0.4868	-1	-1	-1	0.3697	-0.0136	-1	0.3991910170533605	0.192183	0.195913	0.191025	-0.5261	-0.5872	-1.7146651485431132	-1	-1	5	5	8	2.5	3	0.8182	-1	0.2857	0.2143	2.281	0.0	0.0	-0.0	21444	21444.0	0.7642	0.2083	0.6	1.7866	20135	7	9
BPI_Challenge_2014_Inspection.xes.gz	0.4599	0.8478	0.6	0.6	3483.0	IMf	-1	-1	-1	-1	0.6517472977299008	0.6559139784946236	0.8230337078651685	0.2834758771375249	0.295119	0.288401	0.29061	0.0336	-0.7083	1.1912	-4	-1	-1	-0.0579	-0.03	-1	0.4832007364060754	0.089149	0.088558	0.088615	-0.13699999999999998	-0.6920000000000001	0.002818319581401841	-1	-1	29	12	31	2.8387	4	0.6923	-1	0.544	0.0659	2.7396	0.0162	0.0036	3.5899	75746	2029.0	3.9069	0.3048	0.2344	2.5751	5485	3190	15
BPI_Challenge_2014_Geo parcel document.xes.gz	0.3282	0.9187	0.7	0.8	12033.0	IMf	-1	-1	-1	-1	0.8510477982543063	0.6814814814814815	0.7489932885906041	0.12605914523487896	0.128364	0.126859	0.128055	0.0886	0.0	1.2189	-5	-1	-1	-0.1154	-0.9416	-1	1.5012605211793906	0.167176	0.16147899999999998	0.161851	-0.7467	-1.2012	-0.05899706106482337	-1	-1	23	11	21	3.3333	6	0.6471	-1	0.4545	0.1439	3.0269999999999997	0.0506	0.0121	3.3927	73788	6557.0	3.7004	0.3333	0.25	2.5631	29059	9274	16
4a_VARA_CIVEL_-_TJGO.xes	0.9849	0.8469	0.7	0.6	213.0	IMf	-1	-1	-1	-1	0.7929905885658102	0.7164179104477612	0.7860696517412935	0.3388671875	0.34934899999999997	0.34387199999999996	0.356622	0.1474	0.0	0.0966	-24	-1	-1	-0.1604	-0.3136	-1	0.220703125	0.049399	0.048759	0.048635000000000005	-1.6006	-1.5437	-0.1279455100099643	-1	-1	7	9	10	3.4	6	0.619	-1	0.2619	0.0	1.5488	0.5237	0.1643	2.4056	28	14.0	3.0	0.2857	0.5	2.0459	339	98	16
BPI_Challenge_2014_Department control parcels.xes.gz	1.0	0.7713	0.9	0.9	24048.0	IMf	-1	-1	-1	-1	0.8208348977711029	0.9047619047619048	0.9642857142857144	0.3198806510457172	0.355116	0.332795	0.346887	-0.265	-0.5	-1.6667	-4	-1	-1		-2.7373	-1	0.0	0.0	0.0	0.0	-1.7458	-2.4426	0.054310200841367916	-1	-1	0	1	2	1.0	1	1.0	-1	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	-1.0	-1.0	-1.0	29297	349	6
BPI_Challenge_2014_Entitlement application.xes.gz	0.9148	0.9118	0.6	0.7	2950.0	IMf	-1	-1	-1	-1	0.9131634308809166	0.9411764705882352	0.9798319327731092	0.15274940749202853	0.156504	0.153705	0.154651	0.1516	0.0	-2.3202	-13	-1	-1	-0.1279	-2.3407	-1	0.10407338573547716	0.043789999999999996	0.043835	0.043615	-3.6631	-4.0027	-1.0011265248579921	-1	-1	4	6	8	2.5	3	0.8182	-1	0.4333	0.1667	2.1281	0.1538	0.0	1.3788	14750	5900.0	2.5216	0.2381	0.7	1.8017	15260	2553	20
VARA_DA_FAZENDA_PUBLICA_DA_COMARCA_DE_PAULISTA_-_TJPE.xes	0.3576	0.8176	0.7	0.6	68.0	IMf	-1	-1	-1	-1	0.7179069276683381	0.7243589743589743	0.8635057471264368	0.2927158273381297	0.29902199999999995	0.296401	0.29548	0.0281	-0.2	3.9566	-7	-1	-1	0.1975	0.3637	-1	2.599820143884893	0.28744899999999995	0.285817	0.287039	-0.6732	-0.7312	0.3266384734582967	-1	-1	46	12	38	3.1579	5	0.6667	-1	0.7344	0.0298	3.0946	0.0372	0.0075	3.1723	663	41.0	4.2084	0.1496	0.2571	3.642	116	112	29
BPI_Challenge_2014_Control summary.xes.gz	1.0	0.9972	0.9	0.9	35659.0	IMf	-1	-1	-1	-1	0.995651586723166	0.6153846153846154	0.7419354838709677	0.0112960023807162	0.0122	0.011945	0.012115	0.0454	0.0	-0.7846	-3	-1	-1	0.2701	-1.1393	-1	0.0	0.0	0.0	0.0	-1.2163	-1.1514	-0.33052512129504275	-1	-1	5	4	8	2.25	3	0.8947	-1	0.3333	0.1667	1.0	0.0	0.0	-0.0	35659	20420.0	2.0	0.3333	1.0	1.5082	43808	59	7
QUARTA_VARA_CRIMINAL_-_COMARCA_DE_VARZEA_GRANDE_-_SDCR_-_TJMT.xes	0.575	0.7529	0.8	0.8	41.0	IMf	-1	-1	-1	-1	0.5478767874471431	0.9201520912547528	0.9345238095238096	0.493275884580232	0.5006010000000001	0.49607299999999993	0.499167	0.1854	0.3333	0.7301	-7	-1	-1	-0.0447	0.1177	-1	0.9741480611045829	0.0541	0.053624	0.053673	-2.7576	-3.0542	-0.11156236853576652	-1	-1	27	11	25	3.12	4	0.6774	-1	0.4727	0.0111	3.7893	0.0211	0.0073	3.4442	2109	10.0	4.6807	0.1216	0.1913	4.418	52	52	45
DocumentProcessingENG.xes.gz	0.642	0.4248	0.7	0.8	4773.0	IMf	-1	-1	-1	-1	0.3764737061108269	0.7	0.7692307692307693	0.7875910797085447	0.8349409999999999	0.804822	0.8312440000000001	0.25	0.5	0.5667	0	-1	-1	0.6645	0.7372	-1	0.17606840209835467	0.077548	0.082937	0.077532	-1.2259	-0.9392	-0.617538133605306	-1	-1	3	4	6	2.3333	3	0.8667	-1	0.2857	0.2143	2.281	0.0	0.0	-0.0	18768	18768.0	0.7642	0.2083	0.6	1.7866	18352	3	10
BPI_Challenge_2012.xes.gz	0.6259	0.6429	0.6	0.6	6888.0	IMf	-1	-1	-1	-1	0.6977331091443923	0.7469879518072289	0.9058219178082192	0.4877917620137298	0.496418	0.49093000000000003	0.494163	-0.0265	-0.1667	0.8272	-5	-1	-1	0.0623	0.5865	-1	0.8539969488939742	0.132406	0.130727	0.131144	-1.0070000000000001	-0.7957	0.08750140273090587	-1	-1	36	22	43	2.8372	5	0.7063	-1	0.6	0.1333	3.8408	0.0255	0.0031	3.0773	11500	194.0	3.5681	0.1126	0.4231	3.2565	13087	4366	24
edited_hh104_weekends.xes.gz	0.2172	0.4791	0.7	0.7	12.0	IMf	-1	-1	-1	-1	0.3983134346081376	0.7743589743589744	0.8716356107660456	0.5694444444444453	0.5765359999999999	0.577919	0.578235	0.1507	0.3333	1.9458	-6	-1	-1	0.6315	2.2296	-1	1.2552083333333333	0.21060500000000001	0.20963	0.20864000000000002	-1.5405	-1.8141	-0.5928924104464586	-1	-1	46	14	39	3.1282	5	0.6828	-1	0.1601	0.0404	3.9977	0.0395	0.0146	4.1427	288	42.0	4.0374	0.4737	0.1173	3.1579	18	18	19
1a_VARA_CRIMINAL_DA_CAPITAL_-_TJAM.xes	0.4709	0.7352	0.7	0.8	105.0	IMf	-1	-1	-1	-1	0.5031159540074941	0.7430167597765364	0.8888228299643282	0.42290104261935024	0.430893	0.42403900000000005	0.42660600000000004	-0.0174	-0.5	2.2764	10	-1	-1	-0.2034	0.9113	-1	1.8534845436253964	0.090911	0.089781	0.089923	-0.4573	-0.4905	0.0306840820194914	-1	-1	48	24	45	3.4222	9	0.6126	-1	0.2459	0.0311	4.7362	0.0281	0.0039	4.4958	2054	14.0	4.5702	0.1727	0.1609	4.1322	131	128	38
BPI_Challenge_2020_InternationalDeclarations.xes.gz	0.4211	0.9165	0.6	0.7	1564.0	IMf	-1	-1	-1	-1	0.8285203304837914	0.8050847457627118	0.8909090909090909	0.2060955496112314	0.21059699999999998	0.207058	0.207864	0.0418	-0.2167	2.3611	-13	-1	-1	0.0896	0.2495	-1	2.702291028537373	0.27870100000000003	0.278625	0.278416	-1.3709	-1.3023	-0.03797127954470237	-1	-1	10	17	22	2.7273	6	0.6901	-1	0.4458	0.1	3.2195	0.2447	0.0469	2.911	2201	1290.0	3.5725	0.0993	0.6296	2.3834	6449	753	34
Hospital Billing - Event Log.xes.gz	0.9527	0.8466	0.6	0.8	43275.0	IMf	-1	-1	-1	-1	0.6972987834826678	0.9246575342465754	0.961783439490446	0.3760691699104137	0.39676999999999996	0.378287	0.386737	0.2307	0.0	-1.0264	-9	-1	-1	-0.3344	-1.3382	-1	0.06426207222649095	0.005894	0.005873	0.005871	-3.2165	-3.4887	-0.3056785383157229	-1	-1	4	5	6	3.0	4	0.7143	-1	0.3333	0.25	1.5219	0.0	0.0	-0.0	20902	20902.0	0.971	0.2	1.25	1.3486	100000	1020	18
BPI_Challenge_2019_log_IEEE.xes.gz	0.9949	0.8102	0.6	0.6	69479.0	IMf	-1	-1	-1	-1	0.7724347531942588	0.9620758483033932	0.988538681948424	0.3383557736693145	0.342144	0.339094	0.340692	-0.0577	-0.8	-3.7760000000000002	-38	-1	-1	-0.127	-2.3472	-1	0.0043671399924191156	0.000446	0.00044500000000000003	0.00044500000000000003	-4.7966	-4.7029	-0.1024436882753272	-1	-1	5	9	12	2.5	4	0.7647	-1	0.2857	0.1429	1.9056	0.2176	0.1135	2.1556	123296	61232.5	2.75	0.2143	0.6667	2.0033	251734	11973	42
BPI_Challenge_2014_Reference alignment.xes.gz	1.0	0.9818	0.9	0.9	34987.0	IMf	-1	-1	-1	-1	0.9740768772327494	0.75	0.8444444444444444	0.084742598441122	0.09396499999999999	0.08807100000000001	0.091284	0.1176	-0.5	-1.0625	-3	-1	-1	0.2326	-1.9528	-1	0.0	0.0	0.0	0.0	-1.124	-1.5862	-0.3106950402611304	-1	-1	5	3	7	2.2857	3	0.8824	-1	0.5	0.0	0.9183	0.0	0.0	-0.0	9095	9095.0	1.585	0.5	1.0	0.9698	43802	515	6
BPI_Challenge_2020_PrepaidTravelCost.xes.gz	0.6198	0.9074	0.8	0.7	1459.0	IMf	-1	-1	-1	-1	0.8463770441114289	0.7833333333333333	0.8705357142857143	0.1656713964827703	0.167915	0.166295	0.168918	-0.0266	-0.4818	0.9152	-5	-1	-1	-0.0833	-0.1719	-1	0.7785021640278311	0.093394	0.092926	0.09304	-1.7036	-1.7733	0.012353022568252565	-1	-1	8	16	20	2.7	5	0.6875	-1	0.3714	0.0476	2.9056	0.1948	0.0242	2.8994	1602	483.5	3.625	0.125	0.5333	2.6935	2099	202	29
COLOMBO_-_VARA_DA_FAZENDA_PUBLICA_-_TJPR.xes	0.0715	0.7616	0.6	0.8	427.0	IMf	-1	-1	-1	-1	0.8109367320560518	0.6715686274509803	0.8781055900621118	0.20143581081081105	0.21274899999999997	0.203501	0.20829299999999998	0.0688	-0.05	4.8062	71	-1	-1	0.1608	0.8370000000000001	-1	6.6903856981982015	0.38027	0.373745	0.37948200000000004	0.6981	0.0448	0.12061186017936695	-1	-1	71	18	58	3.2069	5	0.6533	-1	0.588	0.0411	3.3931	0.0193	0.0067	4.0188	3220	111.0	4.2299	0.2332	0.1949	3.4155	513	395	23
Road_Traffic_Fine_Management_Process.xes.gz	1.0	0.5105	0.6	0.6	46371.0	IMf	-1	-1	-1	-1	0.3105568697741302	0.9718309859154929	0.9905660377358492	0.8337880919728565	0.8936120000000001	0.838799	0.8650530000000001	-0.1162	-0.5	-1.9859	-6	-1	-1		-3.2124	-1	0.0	0.0	0.0	0.0	-3.642	-3.9798	0.02299958385995744	-1	-1	0	2	3	1.3333	2	1.0	-1	0.3333	0.25	1.5219	0.0	0.0	-0.0	56482	56482.0	0.971	0.2	1.25	1.3486	150370	231	11
BPI_Challenge_2013_incidents.xes.gz	0.8767	0.9909	0.7	0.7	4399.0	IMf	-1	-1	-1	-1	0.9879695183212815	0.38461538461538464	0.4772727272727273	0.017929624317148344	0.020021	0.0202	0.020154	0.0319	0.0833	-0.5096	-4	-1	-1	-0.0273	-1.3351	-1	0.0	0.0	0.0	0.0	-0.4205	-0.5726	-0.29214622606383306	-1	-1	9	3	10	2.6	3	0.7333	-1	0.5	0.5	-0.0	0.0596	0.0596	0.9183	10038	2600.0	1.585	1.3333	0.375	0.9765	7554	1511	4
VARA_DE_SUCESSOES_E_REGISTROS_PUBLICOS_DA_COMARCA_DE_JABOATAO_DOS_GUARARAPES_-_TJPE.xes	0.3214	0.84	0.7	0.6	16.0	IMf	-1	-1	-1	-1	0.7356996767191752	0.7846153846153846	0.8218390804597702	0.22099603848330532	0.224469	0.223642	0.224392	0.087	0.0	1.6429	-8	-1	-1	0.2292	0.2103	-1	0.9292586304470852	0.111384	0.110777	0.110925	-1.5518	-1.6251	-0.030313519888621437	-1	-1	35	11	32	3.0	5	0.6842	-1	0.6439	0.0465	3.3931	0.03	0.0104	3.2344	480	14.0	3.969	0.1798	0.2527	3.4831	28	28	26
BPI_Challenge_2020_DomesticDeclarations.xes.gz	1.0	0.8905	0.6	0.8	4618.0	IMf	-1	-1	-1	-1	0.7551010229714614	0.8780487804878049	0.9431818181818182	0.33409344010181885	0.343615	0.337444	0.35079699999999997	-0.129	-0.5	-1.1463	-9	-1	-1		-2.5375	-1	0.0	0.0	0.0	0.0	-2.5462	-2.7493	0.03073777892478786	-1	-1	0	5	6	1.6667	2	1.0	-1	0.3333	0.25	1.5219	0.0	0.0	-0.0	4618	4618.0	0.971	0.2	1.25	1.3486	10500	99	17
Sepsis Cases - Event Log.xes.gz	0.4742	0.8541	0.6	0.6	666.0	IMf	-1	-1	-1	-1	0.7412620187130468	0.5915492957746479	0.7933579335793358	0.2325489680557385	0.238837	0.23369499999999999	0.235794	-0.0784	-0.7222	2.0111	-6	-1	-1	0.3235	-1.0456	-1	1.5122913106349427	0.168812	0.166995	0.167257	-1.1383	-0.6282	0.07953134203129086	-1	-1	19	13	26	2.8462	5	0.6444	-1	0.3667	0.0881	3.5778	0.0512	0.0256	3.875	2039	451.5	4.0	0.4458	0.1495	2.9671	1050	846	16
BPI_Challenge_2013_open_problems.xes.gz	0.9996	0.8633	0.6	0.7	340.0	IMf	-1	-1	-1	-1	0.7794240429578783	0.6	0.7419354838709677	0.35779816513761475	0.418096	0.404584	0.414717	0.1095	0.0	-1.1	-5	-1	-1	0.4503	-0.4464	-1	0.0	0.0	0.0	0.0	-0.9602	-0.94	-0.5225069915292178	-1	-1	4	2	5	2.4	3	0.8462	-1	0.0	0.0	-0.0	0.0	0.0	-0.0	216	0.0	1.585	0.3333	1.5	0.993	819	108	3
3a_VARA_DE_FAMILIA_E_REGISTRO_CIVIL_DA_COMARCA_DE_OLINDA_-_TJPE.xes	0.8057	0.6575	0.8	0.8	134.0	HEU_MINER	-1	-1	-1	-1	0.5159503043123728	0.8285714285714286	0.8823529411764706	0.6198219125048391	0.645878	0.6474850000000001	0.6481100000000001	0.307	0.3	0.1714	-2	-1	-1		-2.3172	-1	0.2953929539295393	0.091386	0.09216	0.09008	-1.5272	-1.8063	-0.43797672616568295	-1	-1	11	6	13	2.7692	4	0.7143	-1	0.45	0.225	2.585	0.0	0.0	-0.0	347	268.0	2.585	0.4	0.5	1.7747	232	33	12
Receipt phase of an environmental permit application process (_WABO_) CoSeLoG project.xes.gz	1.0	0.5299	0.7	0.6	231.0	HEU_MINER	-1	-1	-1	-1	0.1745787120054904	0.9306930693069309	0.9655172413793104	0.7495686184286182	0.7783869999999999	0.758046	0.768019	-0.0549	-0.5	-1.1541	-8	-1	-1	-0.5552	-2.2776	-1	0.0	0.0	0.0	0.0	-3.1985	-3.4228	0.06619876479740265	-1	-1	1	6	7	2.0	3	1.0	-1	0.3	0.2	1.585	0.0	0.0	-0.0	115	115.0	0.9183	0.1667	1.2	1.6461	1434	116	27
ElectronicInvoicingENG.xes.gz	0.5569	0.6513	0.8	0.7	6855.0	HEU_MINER	-1	-1	-1	-1	0.5685820420919209	0.5789473684210527	0.7333333333333333	0.5816910979516551	0.619821	0.606272	0.617197	0.2094	0.1667	0.4868	-1	-1	-1	0.3697	-0.0136	-1	0.3991910170533605	0.192183	0.195913	0.191025	-0.8857	-0.5872	-1.7146651485431132	-1	-1	12	9	15	2.8	4	0.75	-1	0.2679	0.1429	2.7255	0.0	0.0	-0.0	13710	10500.0	1.9749	0.2361	0.5294	1.8898	20135	7	9
BPI_Challenge_2014_Inspection.xes.gz	0.9015	0.054000000000000006	0.6	0.6	3237.0	HEU_MINER	-1	-1	-1	-1	0.6398897056060141	0.463768115942029	0.6169354838709677	0.19323578650293105	0.197053	0.19633699999999998	0.196657	0.0344	0.0	1.1912	-2	-1	-1	0.2666	0.2922	-1	0.5070479523763763	0.079399	0.079599	0.079564	-0.6648	-1.3213	-0.0017219763617313786	-1	-1	34	15	24	4.1667	11	0.5748	-1	0.5659	0.0604	3.2402	0.016	0.0041	3.4566	75907	2251.0	3.9069	0.3095	0.2308	2.5837	5485	3190	15
4a_VARA_CIVEL_-_TJGO.xes	1.0	0.7017	0.7	0.6	182.0	HEU_MINER	-1	-1	-1	-1	0.5119047619047621	0.8636363636363636	0.9297297297297298	0.580078125	0.602058	0.587377	0.616092	0.0164	0.0	-1.1761	-30	-1	-1	-0.4413	-2.1614	-1	0.755859375	0.030522000000000004	0.030399000000000002	0.030543	-2.2855	-2.4845	-0.6018632147607312	-1	-1	6	8	9	3.5556	6	0.561	-1	0.3929	0.0357	2.0588	0.1735	0.0574	2.0588	115	3.0	2.7255	0.2083	0.6	2.141	339	98	16
BPI_Challenge_2014_Control summary.xes.gz	1.0	0.9012	0.9	0.9	8857.0	HEU_MINER	-1	-1	-1	-1	0.8486090187416778	0.6153846153846154	0.7741935483870968	0.2084862612836028	0.21603499999999998	0.21869499999999997	0.221698	-0.1712	0.0	-0.9846	-3	-1	-1	0.7832	-1.1393	-1	0.0	0.0	0.0	0.0	-0.9669	-1.099	0.4478506386848034	-1	-1	2	4	6	2.0	3	1.0	-1	0.3333	0.1667	1.0	0.0	0.0	-0.0	8857	8857.0	1.5	0.3333	1.0	1.281	43808	59	7
DocumentProcessingENG.xes.gz	0.5438	0.8911	0.7	0.7	9384.0	HEU_MINER	-1	-1	-1	-1	0.7745395830073515	0.2	0.5555555555555556	0.10462079624793476	0.110502	0.108153	0.10977100000000001	0.3021	0.5	0.775	0	-1	-1	0.8797	0.1465	-1	0.8079617179707783	0.391671	0.393152	0.390357	0.2013	-0.4313	-3.2203247760645706	-1	-1	13	9	16	2.75	3	0.76	-1	0.2857	0.2143	2.281	0.0	0.0	-0.0	18768	18768.0	0.7642	0.2083	0.6	1.7866	18352	3	10
BPI_Challenge_2012.xes.gz	0.7745	0.7316	0.6	0.6	3588.0	HEU_MINER	-1	-1	-1	-1	0.6788883813568982	0.7301587301587301	0.8430379746835444	0.36599542334096097	0.37165	0.36902199999999996	0.371703	0.0655	-0.0833	0.5187	-7	-1	-1	0.1414	0.2268	-1	0.6179176201372998	0.10117999999999999	0.100796	0.100728	-1.8799	-2.134	-0.0388564157668316	-1	-1	28	16	24	3.7917	8	0.5965	-1	0.5526	0.1316	3.8209	0.0312	0.003	3.1416	10981	175.0	3.6304	0.1095	0.4565	3.1488	13087	4366	24
BPI_Challenge_2020_InternationalDeclarations.xes.gz	0.9662	0.7693	0.6	0.8	3352.0	HEU_MINER	-1	-1	-1	-1	0.4800509692871786	0.9035532994923858	0.939879759519038	0.3743953652756037	0.38099	0.375205	0.378626	0.0081	0.0	-0.9541	-18	-1	-1	0.0077	-1.591	-1	0.0	0.0	0.0	0.0	-3.2483	-3.2898	-0.0632561239055532	-1	-1	11	17	19	3.1053	6	0.662	-1	0.7190000000000001	0.0556	2.9311	0.1705	0.0391	2.6873	4074	949.0	3.8269	0.0965	0.5758	2.6935	6449	753	34
BPI_Challenge_2019_log_IEEE.xes.gz	0.988	0.7271	0.6	0.6	67455.0	HEU_MINER	-1	-1	-1	-1	0.7328360857085334	0.966	0.9888809182209468	0.3578790536153729	0.36143200000000003	0.358671	0.36036999999999997	0.0493	-0.5	-3.7525	-39	-1	-1	-0.1463	-2.467	-1	0.0	0.0	0.0	0.0	-4.9681	-4.8689	-0.2545579449033033	-1	-1	4	8	10	2.6	4	0.7333	-1	0.1905	0.0595	1.75	0.2413	0.1822	2.25	76599	39227.5	2.75	0.1964	0.7273	1.9777	251734	11973	42
BPI_Challenge_2014_Reference alignment.xes.gz	1.0	0.9819	0.9	0.9	39085.0	HEU_MINER	-1	-1	-1	-1	0.9740768772327494	0.75	0.8444444444444444	0.084742598441122	0.09396499999999999	0.08807100000000001	0.091284	0.1176	-0.5	-1.0625	-3	-1	-1	0.2326	-1.9528	-1	0.0	0.0	0.0	0.0	-1.124	-1.5862	-0.3106950402611304	-1	-1	4	3	6	2.3333	3	0.8667	-1	0.5	0.0	0.9183	0.0	0.0	-0.0	39085	8351.0	1.585	0.5	1.0	0.993	43802	515	6
BPI_Challenge_2020_PrepaidTravelCost.xes.gz	0.9286	0.6606	0.8	0.6	572.0	HEU_MINER	-1	-1	-1	-1	0.5416762659438414	0.8484848484848485	0.884393063583815	0.3716649317920335	0.376303	0.372212	0.37754299999999996	-0.0103	-0.1667	-0.4048	-8	-1	-1	0.2047	-0.4362	-1	0.01610694132471375	0.0036950000000000004	0.003668	0.003669	-2.6252	-2.6001	0.0005672892327728107	-1	-1	10	18	19	3.2105	6	0.6267	-1	0.3782	0.0577	3.182	0.0728	0.0433	3.1281	903	478.5	3.5216	0.1374	0.56	2.4058	2099	202	29
